Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13496,13496,13496,11970,11970,11970,1355,1355,1355,1536,1536,1536,Admin,,
2020-12-14,US,USA,United States,3971,17467,8733,3838,15808,7904,7,1362,681,39,1575,787,Admin,,
2020-12-15,US,USA,United States,50240,67707,22569,46756,62564,20855,32,1394,465,93,1668,556,Admin,,
2020-12-16,US,USA,United States,160767,228474,57118,153735,216299,54075,219,1613,403,279,1947,486,Admin,,
2020-12-17,US,USA,United States,275590,504064,100812,264132,480431,96086,563,2176,435,607,2554,510,Admin,,
2020-12-18,US,USA,United States,420000,924064,154010,407213,887644,147941,728,2904,484,742,3296,549,Admin,,
2020-12-19,US,USA,United States,183249,1107313,158187,177573,1065217,152174,959,3863,552,965,4261,608,Admin,,
2020-12-20,US,USA,United States,105068,1212381,171269,102317,1167534,165081,550,4413,437,623,4884,478,Admin,,
2020-12-21,US,USA,United States,382522,1594903,225348,372891,1540425,217802,944,5357,571,961,5845,610,Admin,,
2020-12-22,US,USA,United States,448283,2043186,282211,438423,1978848,273755,2237,7594,886,2252,8097,918,Admin,,
2020-12-23,US,USA,United States,569757,2612943,340638,556957,2535805,331358,1846,9440,1118,1856,9953,1143,Admin,,
2020-12-24,US,USA,United States,195094,2808037,329139,189275,2725080,320664,933,10373,1171,940,10893,1191,Admin,,
2020-12-25,US,USA,United States,12327,2820364,270900,12199,2737279,264234,62,10435,1076,62,10955,1094,Admin,,
2020-12-26,US,USA,United States,138806,2959170,264551,136117,2873396,258311,440,10875,1002,445,11400,1019,Admin,,
2020-12-27,US,USA,United States,93782,3052952,262938,91705,2965101,256795,397,11272,980,444,11844,994,Admin,,
2020-12-28,US,USA,United States,583781,3636733,291690,568787,3533888,284780,2675,13947,1227,2685,14529,1240,Admin,,
2020-12-29,US,USA,United States,714060,4350793,329658,691132,4225020,320882,4072,18019,1489,4083,18612,1502,Admin,,
2020-12-30,US,USA,United States,834746,5185539,367513,809838,5034858,357008,6375,24394,2136,6384,24996,2149,Admin,,
2020-12-31,US,USA,United States,418302,5603841,399400,405986,5440844,387966,2449,26843,2353,2458,27454,2365,Admin,,
2021-01-01,US,USA,United States,56820,5660661,405756,53345,5494189,393844,2563,29406,2710,2819,30273,2759,Admin,,
2021-01-02,US,USA,United States,254315,5914976,422258,246539,5740728,409619,2520,31926,3007,2534,32807,3058,Admin,,
2021-01-03,US,USA,United States,133437,6048413,427923,126600,5867328,414604,2258,34184,3273,2265,35072,3318,Admin,,
2021-01-04,US,USA,United States,640082,6688495,435966,582657,6449985,416585,43932,78116,9167,43966,79038,9215,Admin,,
2021-01-05,US,USA,United States,813048,7501543,450107,712787,7162772,419679,85806,163922,20843,85841,164879,20895,Admin,,
2021-01-06,US,USA,United States,1004087,8505630,474298,816763,7979535,420668,168864,332786,44056,168917,333796,44114,Admin,,
2021-01-07,US,USA,United States,1142891,9648521,577811,846594,8826129,483612,273676,606462,82803,273698,607494,82862,Admin,,
2021-01-08,US,USA,United States,1207134,10855655,742142,827521,9653650,594209,355571,962033,133232,355608,963102,133261,Admin,,
2021-01-09,US,USA,United States,497782,11353437,776923,363937,10017587,610980,125756,1087789,150838,125765,1088867,150865,Admin,,
2021-01-10,US,USA,United States,243860,11597297,792697,171769,10189356,617433,67918,1155707,160218,67934,1156801,160247,Admin,,
2021-01-11,US,USA,United States,1046773,12644070,850796,709316,10898672,635527,317064,1472771,199236,317094,1473895,199265,Admin,,
2021-01-12,US,USA,United States,1228870,13872940,910199,897293,11795965,661885,309048,1781819,231128,309089,1782984,231157,Admin,,
2021-01-13,US,USA,United States,1298901,15171841,952315,1011617,12807582,689721,266430,2048249,245066,266460,2049444,245092,Admin,,
2021-01-14,US,USA,United States,1287951,16459792,973038,1137587,13945169,731291,131554,2179803,224763,131581,2181025,224790,Admin,,
2021-01-15,US,USA,United States,1235211,17695003,977049,1103390,15048559,770701,116536,2296339,190615,116592,2297617,190645,Admin,,
2021-01-16,US,USA,United States,641313,18336316,997554,564144,15612703,799302,69447,2365786,182571,69465,2367082,182602,Admin,,
2021-01-17,US,USA,United States,297431,18633747,1005207,254242,15866945,811084,40387,2406173,178638,40394,2407476,178667,Admin,,
2021-01-18,US,USA,United States,859003,19492750,978382,627795,16494740,799438,221186,2627359,164941,221231,2628707,164973,Admin,,
2021-01-19,US,USA,United States,1321050,20813800,991551,958175,17452915,808136,343685,2971044,169889,343713,2972420,169919,Admin,,
2021-01-20,US,USA,United States,1592143,22405943,1033443,1159098,18612013,829204,411654,3382698,190636,411696,3384116,190667,Admin,,
2021-01-21,US,USA,United States,1607032,24012975,1079026,1320091,19932104,855276,263917,3646615,209545,263963,3648079,209579,Admin,,
2021-01-22,US,USA,United States,1596077,25609052,1130578,1373656,21305760,893886,202051,3848666,221761,202072,3850151,221790,Admin,,
2021-01-23,US,USA,United States,894481,26503533,1166745,736017,22041777,918439,145165,3993831,232578,145176,3995327,232606,Admin,,
2021-01-24,US,USA,United States,388999,26892532,1179826,298135,22339912,924710,85113,4078944,238967,85123,4080450,238996,Admin,,
2021-01-25,US,USA,United States,1334117,28226649,1247699,843442,23183354,955516,470775,4549719,274623,470798,4551248,274648,Admin,,
2021-01-26,US,USA,United States,1631654,29858303,1292071,1042279,24225633,967531,564514,5114233,306170,564543,5115791,306195,Admin,,
2021-01-27,US,USA,United States,1897540,31755843,1335700,1236637,25462270,978608,629059,5743292,337228,629084,5744875,337251,Admin,,
2021-01-28,US,USA,United States,1918467,33674310,1380190,1355397,26817667,983652,537612,6280904,376327,537656,6282531,376350,Admin,,
2021-01-29,US,USA,United States,1867288,35541598,1418935,1348993,28166660,980129,478517,6759421,415822,478549,6761080,415847,Admin,,
2021-01-30,US,USA,United States,1005360,36546958,1434775,755628,28922288,982930,234278,6993699,428553,234280,6995360,428576,Admin,,
2021-01-31,US,USA,United States,452802,36999760,1443889,322427,29244715,986400,122160,7115859,433845,122179,7117539,433869,Admin,,
2021-02-01,US,USA,United States,1301368,38301128,1439211,734363,29979078,970818,540741,7656600,443840,541060,7658599,443907,Admin,,
2021-02-02,US,USA,United States,1646523,39947651,1441335,948264,30927342,957387,674147,8330747,459502,674234,8332833,459577,Admin,,
2021-02-03,US,USA,United States,2096619,42044270,1469775,1250924,32178266,959428,811212,9141959,485524,811280,9144113,485605,Admin,,
2021-02-04,US,USA,United States,2292949,44337219,1523272,1377887,33556153,962641,883773,10025732,534975,883858,10027971,535062,Admin,,
2021-02-05,US,USA,United States,2295883,46633102,1584500,1340759,34896912,961465,927011,10952743,599046,927091,10955062,599140,Admin,,
2021-02-06,US,USA,United States,1276074,47909176,1623174,846483,35743395,974444,410433,11363176,624211,410484,11365546,624312,Admin,,
2021-02-07,US,USA,United States,439952,48349128,1621338,278391,36021786,968153,152186,11515362,628500,152216,11517762,628603,Admin,,
2021-02-08,US,USA,United States,1525123,49874251,1653303,823208,36844994,980845,678307,12193669,648153,678388,12196150,648221,Admin,,
2021-02-09,US,USA,United States,1913640,51787891,1691462,1026121,37871115,991968,863825,13057494,675250,863921,13060071,675319,Admin,,
2021-02-10,US,USA,United States,2232161,54020052,1710826,1206949,39078064,985685,1001060,14058554,702371,1001160,14061231,702445,Admin,,
2021-02-11,US,USA,United States,2336721,56356773,1717079,1255871,40333935,968255,1054163,15112717,726712,1054260,15115491,726788,Admin,,
2021-02-12,US,USA,United States,2517014,58873787,1748669,1357731,41691666,970679,1124026,16236743,754857,1124138,16239629,754938,Admin,,
2021-02-13,US,USA,United States,1440953,60314740,1772223,854730,42546396,971857,563590,16800333,776737,563651,16803280,776819,Admin,,
2021-02-14,US,USA,United States,571898,60886638,1791072,336435,42882831,980149,223790,17024123,786966,223813,17027093,787047,Admin,,
2021-02-15,US,USA,United States,1139735,62026373,1736017,604821,43487652,948951,511675,17535798,763161,511791,17538884,763247,Admin,,
2021-02-16,US,USA,United States,1587391,63613764,1689410,791662,44279314,915457,768147,18303945,749493,768219,18307103,749576,Admin,,
2021-02-17,US,USA,United States,1923593,65537357,1645329,925929,45205243,875311,969628,19273573,745003,969729,19276832,745085,Admin,,
2021-02-18,US,USA,United States,1804394,67341751,1569282,825119,46030362,813775,947265,20220838,729732,947363,20224195,729814,Admin,,
2021-02-19,US,USA,United States,1914430,69256181,1483199,823184,46853546,737411,1058774,21279612,720410,1058947,21283142,720501,Admin,,
2021-02-20,US,USA,United States,1280591,70536772,1460290,598033,47451579,700740,660065,21939677,734192,660128,21943270,734284,Admin,,
2021-02-21,US,USA,United States,577475,71114247,1461087,252327,47703906,688725,311873,22251550,746775,311931,22255201,746872,Admin,,
2021-02-22,US,USA,United States,1418116,72532363,1500855,616558,48320464,690402,770086,23021636,783691,770196,23025397,783787,Admin,,
2021-02-23,US,USA,United States,1888476,74420839,1543867,866578,49187042,701104,984583,24006219,814611,984692,24010089,814712,Admin,,
2021-02-24,US,USA,United States,2453608,76874447,1619584,1232555,50419597,744908,1183424,25189643,845153,1183564,25193653,845260,Admin,,
2021-02-25,US,USA,United States,2842125,79716572,1767831,1512440,51932037,843096,1284126,26473769,893276,1284344,26477997,893400,Admin,,
2021-02-26,US,USA,United States,3018154,82734726,1925506,1654139,53586176,961804,1321876,27795645,930862,1322022,27800019,930982,Admin,,
2021-02-27,US,USA,United States,1941179,84675905,2019876,1126433,54712609,1037290,785057,28580702,948718,785379,28585398,948875,Admin,,
2021-02-28,US,USA,United States,824793,85500698,2055207,528411,55241020,1076731,278412,28859114,943938,278503,28863901,944100,Admin,,
2021-03-01,US,USA,United States,1892200,87392898,2122933,1119962,56360982,1148645,732902,29592016,938626,734935,29598836,939062,Admin,,
2021-03-02,US,USA,United States,2372870,89765768,2192132,1430070,57791052,1229144,912240,30504256,928291,913162,30511998,928844,Admin,,
2021-03-03,US,USA,United States,2823353,92589121,2244953,1715110,59506162,1298081,1070843,31575099,912208,1081323,31593321,914238,Admin,,
2021-03-04,US,USA,United States,3113510,95702631,2283722,1929671,61435833,1357685,1144346,32719445,892239,1192569,32785890,901127,Admin,,
2021-03-05,US,USA,United States,3136159,98838790,2300580,1978870,63414703,1404075,1126128,33845573,864275,1249616,34035506,890783,Admin,,
2021-03-06,US,USA,United States,2003925,100842715,2309544,1328379,64743082,1432925,657363,34502936,846033,833388,34868894,897642,Admin,,
