Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,19529,19529,19529,16719,16719,16719,3355,3355,3355,Admin,,
2020-12-14,US,USA,United States,4278,23807,11903,4150,20869,10435,88,3443,1721,Admin,,
2020-12-15,US,USA,United States,49013,72820,24273,46412,67281,22427,177,3620,1206,Admin,,
2020-12-16,US,USA,United States,160412,233232,58308,153548,220829,55207,357,3977,994,Admin,,
2020-12-17,US,USA,United States,273549,506781,101356,263791,484620,96924,541,4518,903,Admin,,
2020-12-18,US,USA,United States,415975,922756,153792,404303,888923,148154,923,5441,906,Admin,,
2020-12-19,US,USA,United States,181702,1104458,157779,176918,1065841,152263,935,6376,910,Admin,,
2020-12-20,US,USA,United States,105184,1209642,170016,102383,1168224,164501,615,6991,519,Admin,,
2020-12-21,US,USA,United States,381988,1591630,223974,373972,1542196,217332,1125,8116,667,Admin,,
2020-12-22,US,USA,United States,448414,2040044,281032,439569,1981765,273498,2366,10482,980,Admin,,
2020-12-23,US,USA,United States,572108,2612152,339845,560058,2541823,331571,1956,12438,1208,Admin,,
2020-12-24,US,USA,United States,195443,2807595,328687,190240,2732063,321063,860,13298,1254,Admin,,
2020-12-25,US,USA,United States,12521,2820116,271051,12392,2744455,265076,81,13379,1134,Admin,,
2020-12-26,US,USA,United States,140445,2960561,265157,137526,2881981,259449,540,13919,1077,Admin,,
2020-12-27,US,USA,United States,95635,3056196,263793,92845,2974826,258086,533,14452,1065,Admin,,
2020-12-28,US,USA,United States,586201,3642397,292966,573435,3548261,286581,2884,17336,1317,Admin,,
2020-12-29,US,USA,United States,715342,4357739,331099,696899,4245160,323342,3630,20966,1497,Admin,,
2020-12-30,US,USA,United States,835773,5193512,368765,817028,5062188,360052,6379,27345,2129,Admin,,
2020-12-31,US,USA,United States,418860,5612372,400682,409981,5472169,391444,2697,30042,2392,Admin,,
2021-01-01,US,USA,United States,79742,5692114,410285,73559,5545728,400182,5004,35046,3095,Admin,,
2021-01-02,US,USA,United States,260585,5952699,427448,251678,5797406,416489,2827,37873,3422,Admin,,
2021-01-03,US,USA,United States,136317,6089016,433260,129099,5926505,421668,2394,40267,3687,Admin,,
2021-01-04,US,USA,United States,647699,6736715,442045,590334,6516839,424083,44778,85045,9672,Admin,,
2021-01-05,US,USA,United States,820784,7557499,457108,722211,7239050,427699,87049,172094,21589,Admin,,
2021-01-06,US,USA,United States,1012782,8570281,482395,826063,8065113,428989,170548,342642,45042,Admin,,
2021-01-07,US,USA,United States,1157537,9727818,587920,859545,8924658,493213,276576,619218,84168,Admin,,
2021-01-08,US,USA,United States,1222947,10950765,751235,840031,9764689,602709,358460,977678,134661,Admin,,
2021-01-09,US,USA,United States,504293,11455058,786051,368052,10132741,619334,127025,1104703,152404,Admin,,
2021-01-10,US,USA,United States,247946,11703004,801998,174440,10307181,625811,68518,1173221,161850,Admin,,
2021-01-11,US,USA,United States,1061900,12764904,861169,719926,11027107,644324,320544,1493765,201245,Admin,,
2021-01-12,US,USA,United States,1246983,14011887,922055,910210,11937317,671181,312444,1806209,233445,Admin,,
2021-01-13,US,USA,United States,1314444,15326331,965150,1024722,12962039,699561,269372,2075581,247562,Admin,,
2021-01-14,US,USA,United States,1303890,16630221,986057,1150239,14112278,741089,133732,2209313,227156,Admin,,
2021-01-15,US,USA,United States,1256961,17887182,990916,1120721,15232999,781187,119064,2328377,192957,Admin,,
2021-01-16,US,USA,United States,652162,18539344,1012040,570596,15803595,810122,70885,2399262,184937,Admin,,
2021-01-17,US,USA,United States,306128,18845472,1020352,257234,16060829,821950,41569,2440831,181087,Admin,,
2021-01-18,US,USA,United States,878032,19723504,994085,636363,16697192,810012,225329,2666160,167485,Admin,,
2021-01-19,US,USA,United States,1343013,21066517,1007804,971323,17668515,818743,349355,3015515,172758,Admin,,
2021-01-20,US,USA,United States,1616491,22683008,1050953,1175178,18843693,840236,416504,3432019,193776,Admin,,
2021-01-21,US,USA,United States,1633145,24316153,1097990,1339398,20183091,867259,269809,3701828,213216,Admin,,
2021-01-22,US,USA,United States,1616040,25932193,1149287,1388449,21571540,905506,205034,3906862,225497,Admin,,
2021-01-23,US,USA,United States,904855,26837048,1185386,742957,22314497,930129,146999,4053861,236371,Admin,,
2021-01-24,US,USA,United States,395843,27232891,1198202,302196,22616693,936552,86630,4140491,242808,Admin,,
2021-01-25,US,USA,United States,1356714,28589605,1266585,855670,23472363,967882,476906,4617397,278748,Admin,,
2021-01-26,US,USA,United States,1651525,30241130,1310659,1054637,24527000,979784,570330,5187727,310316,Admin,,
2021-01-27,US,USA,United States,1919136,32160266,1353894,1250749,25777749,990579,636199,5823926,341701,Admin,,
2021-01-28,US,USA,United States,1948332,34108598,1398920,1369758,27147507,994917,545108,6369034,381029,Admin,,
2021-01-29,US,USA,United States,1892502,36001100,1438415,1363157,28510664,991303,482606,6851640,420682,Admin,,
2021-01-30,US,USA,United States,1020010,37021110,1454866,765291,29275955,994494,237923,7089563,433671,Admin,,
2021-01-31,US,USA,United States,460739,37481849,1464136,326577,29602532,997977,124119,7213682,439027,Admin,,
2021-02-01,US,USA,United States,1352785,38834634,1463575,761582,30364114,984536,555890,7769572,450310,Admin,,
2021-02-02,US,USA,United States,1675819,40510453,1467046,963725,31327839,971548,681864,8451436,466244,Admin,,
2021-02-03,US,USA,United States,2128810,42639263,1496999,1266605,32594444,973814,819218,9270654,492389,Admin,,
2021-02-04,US,USA,United States,2331603,44970866,1551752,1396222,33990666,977594,894498,10165152,542302,Admin,,
2021-02-05,US,USA,United States,2337435,47308301,1615314,1358731,35349397,976962,937690,11102842,607314,Admin,,
2021-02-06,US,USA,United States,1297274,48605575,1654923,859508,36208905,990421,415402,11518244,632668,Admin,,
2021-02-07,US,USA,United States,447188,49052763,1652987,280241,36489146,983802,154698,11672942,637037,Admin,,
2021-02-08,US,USA,United States,1566248,50619011,1683482,841062,37330208,995156,691871,12364813,656463,Admin,,
2021-02-09,US,USA,United States,1960959,52579970,1724216,1045297,38375505,1006809,877180,13241993,684365,Admin,,
2021-02-10,US,USA,United States,2288139,54868109,1746978,1229165,39604670,1001461,1020044,14262037,713054,Admin,,
2021-02-11,US,USA,United States,2391877,57259986,1755588,1279755,40884425,984823,1071465,15333502,738335,Admin,,
2021-02-12,US,USA,United States,2570124,59830110,1788829,1382803,42267228,988262,1139938,16473440,767228,Admin,,
2021-02-13,US,USA,United States,1471858,61301968,1813770,869174,43136402,989642,569690,17043130,789269,Admin,,
2021-02-14,US,USA,United States,591843,61893811,1834435,347486,43483888,999249,226962,17270092,799592,Admin,,
2021-02-15,US,USA,United States,1173279,63067090,1778297,620167,44104055,967692,522647,17792739,775418,Admin,,
2021-02-16,US,USA,United States,1618268,64685358,1729341,802906,44906961,933065,776849,18569588,761085,Admin,,
2021-02-17,US,USA,United States,1958486,66643844,1682247,936537,45843498,891261,982149,19551737,755671,Admin,,
2021-02-18,US,USA,United States,1851294,68495138,1605021,841431,46684929,828643,960657,20512394,739841,Admin,,
2021-02-19,US,USA,United States,1961455,70456593,1518069,840357,47525286,751151,1075115,21587509,730581,Admin,,
2021-02-20,US,USA,United States,1308493,71765086,1494731,611877,48137163,714394,666494,22254003,744410,Admin,,
2021-02-21,US,USA,United States,593533,72358619,1494972,260971,48398134,702035,314213,22568216,756874,Admin,,
2021-02-22,US,USA,United States,1456155,73814774,1535383,633032,49031166,703873,781920,23350136,793913,Admin,,
2021-02-23,US,USA,United States,1934572,75749346,1580569,889718,49920884,716275,999513,24349649,825723,Admin,,
2021-02-24,US,USA,United States,2518287,78267633,1660541,1264267,51185151,763093,1205563,25555212,857639,Admin,,
2021-02-25,US,USA,United States,2922300,81189933,1813542,1553599,52738750,864832,1305847,26861059,906952,Admin,,
2021-02-26,US,USA,United States,3097047,84286980,1975769,1694983,54433733,986921,1339847,28200906,944771,Admin,,
2021-02-27,US,USA,United States,1993979,86280959,2073696,1155190,55588923,1064537,799566,29000472,963781,Admin,,
2021-02-28,US,USA,United States,852817,87133776,2110736,543110,56132033,1104843,285303,29285775,959651,Admin,,
2021-03-01,US,USA,United States,2003079,89136855,2188868,1186199,57318232,1183867,764232,30050007,957124,Admin,,
2021-03-02,US,USA,United States,2454262,91591117,2263110,1477243,58795475,1267799,934618,30984625,947853,Admin,,
2021-03-03,US,USA,United States,2897753,94488870,2317319,1752882,60548357,1337601,1104757,32089382,933452,Admin,,
2021-03-04,US,USA,United States,3197391,97686261,2356618,1972201,62520558,1397401,1218146,33307528,920924,Admin,,
2021-03-05,US,USA,United States,3221240,100907501,2374360,2023168,64543726,1444285,1272430,34579958,911293,Admin,,
2021-03-06,US,USA,United States,2054794,102962295,2383048,1358559,65902285,1473337,849038,35428996,918360,Admin,,
2021-03-07,US,USA,United States,925508,103887803,2393432,681754,66584039,1493144,338724,35767720,925992,Admin,,
2021-03-08,US,USA,United States,2152439,106040242,2414769,1486507,68070546,1536045,834625,36602345,936048,Admin,,
2021-03-09,US,USA,United States,2702754,108742996,2450268,1816597,69887143,1584524,1065971,37668316,954813,Admin,,
2021-03-10,US,USA,United States,3120602,111863598,2482104,2074885,71962028,1630524,1249347,38917663,975468,Admin,,
2021-03-11,US,USA,United States,3439253,115302851,2516655,2294396,74256424,1676552,1377521,40295184,998236,Admin,,
2021-03-12,US,USA,United States,3421136,118723987,2545212,2134896,76391320,1692513,1497305,41792489,1030361,Admin,,
2021-03-13,US,USA,United States,2199085,120923072,2565825,1403198,77794518,1698890,1009084,42801573,1053225,Admin,,
2021-03-14,US,USA,United States,984017,121907089,2574183,652491,78447009,1694710,422234,43223807,1065155,Admin,,
2021-03-15,US,USA,United States,2276837,124183926,2591954,1503927,79950936,1697199,854756,44078563,1068031,Admin,,
2021-03-16,US,USA,United States,2880532,127064458,2617351,1937967,81888903,1714537,1028970,45107533,1062745,Admin,,
2021-03-17,US,USA,United States,3164684,130229142,2623649,2141350,84030253,1724032,1107819,46215352,1042527,Admin,,
2021-03-18,US,USA,United States,3406876,133636018,2619023,2311134,86341387,1726423,1186655,47402007,1015260,Admin,,
2021-03-19,US,USA,United States,3332917,136968935,2606421,2229544,88570931,1739944,1196160,48598167,972239,Admin,,
2021-03-20,US,USA,United States,2159819,139128754,2600811,1423116,89994047,1742790,850641,49448808,949605,Admin,,
2021-03-21,US,USA,United States,1020394,140149148,2606008,689550,90683597,1748084,364449,49813257,941350,Admin,,
2021-03-22,US,USA,United States,2357108,142506256,2617475,1613875,92297472,1763791,785537,50598794,931461,Admin,,
2021-03-23,US,USA,United States,3056909,145563165,2642672,1994784,94292256,1771908,1125194,51723988,945207,Admin,,
2021-03-24,US,USA,United States,3549034,149112199,2697579,2222598,96514854,1783514,1390670,53114658,985615,Admin,,
2021-03-25,US,USA,United States,3828019,152940218,2757742,2285052,98799906,1779788,1610771,54725429,1046203,Admin,,
2021-03-26,US,USA,United States,3825026,156765244,2828044,2127761,100927667,1765248,1762176,56487605,1127062,Admin,,
2021-03-27,US,USA,United States,2470370,159235614,2872408,1383815,102311482,1759634,1145274,57632879,1169153,Admin,,
2021-03-28,US,USA,United States,1206788,160442402,2899036,678322,102989804,1758030,538860,58171739,1194068,Admin,,
2021-03-29,US,USA,United States,2828396,163270798,2966363,1620542,104610346,1758982,1246102,59417841,1259863,Admin,,
2021-03-30,US,USA,United States,3584012,166854810,3041663,2028276,106638622,1763767,1625410,61043251,1331323,Admin,,
2021-03-31,US,USA,United States,4156789,171011599,3128485,2420250,109058872,1792003,1904453,62947704,1404720,Admin,,
2021-04-01,US,USA,United States,4510805,175522404,3226026,2527733,111586605,1826671,2190404,65138108,1487525,Admin,,
2021-04-02,US,USA,United States,3648646,179171050,3200829,2072186,113658791,1818732,1779596,66917704,1490014,Admin,,
2021-04-03,US,USA,United States,2302967,181474017,3176914,1334367,114993158,1811668,1142476,68060180,1489614,Admin,,
2021-04-04,US,USA,United States,760675,182234692,3113184,439358,115432516,1777530,364583,68424763,1464717,Admin,,
2021-04-05,US,USA,United States,3093035,185327727,3150989,1744035,117176551,1795172,1568520,69993283,1510777,Admin,,
