Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13621,13621,13621,12095,12095,12095,1355,1355,1355,1547,1547,1547,Admin,,
2020-12-14,US,USA,United States,4026,17647,8823,3892,15987,7994,7,1362,681,43,1590,795,Admin,,
2020-12-15,US,USA,United States,50420,68067,22689,46929,62916,20972,33,1395,465,104,1694,564,Admin,,
2020-12-16,US,USA,United States,161289,229356,57339,154250,217166,54292,222,1617,404,286,1980,495,Admin,,
2020-12-17,US,USA,United States,276171,505527,101105,264677,481843,96369,580,2197,439,632,2612,522,Admin,,
2020-12-18,US,USA,United States,420766,926293,154382,407893,889736,148289,753,2950,492,768,3380,563,Admin,,
2020-12-19,US,USA,United States,183691,1109984,158569,177895,1067631,152519,967,3917,560,973,4353,621,Admin,,
2020-12-20,US,USA,United States,105280,1215264,171663,102504,1170135,165434,558,4475,446,631,4984,491,Admin,,
2020-12-21,US,USA,United States,383151,1598415,225824,373475,1543610,218232,960,5435,582,978,5962,624,Admin,,
2020-12-22,US,USA,United States,449178,2047593,282789,439263,1982873,274280,2268,7703,901,2285,8247,936,Admin,,
2020-12-23,US,USA,United States,571122,2618715,341337,558260,2541133,331995,1868,9571,1136,1878,10125,1163,Admin,,
2020-12-24,US,USA,United States,195440,2814155,329804,189607,2730740,321271,943,10514,1188,951,11076,1209,Admin,,
2020-12-25,US,USA,United States,12360,2826515,271460,12226,2742966,264747,68,10582,1090,68,11144,1109,Admin,,
2020-12-26,US,USA,United States,139342,2965857,265124,136626,2879592,258852,447,11029,1016,452,11596,1034,Admin,,
2020-12-27,US,USA,United States,94127,3059984,263531,92031,2971623,257355,408,11437,995,455,12051,1009,Admin,,
2020-12-28,US,USA,United States,585505,3645489,292439,570411,3542034,285489,2723,14160,1246,2734,14785,1260,Admin,,
2020-12-29,US,USA,United States,715898,4361387,330542,692813,4234847,321711,4137,18297,1513,4148,18933,1526,Admin,,
2020-12-30,US,USA,United States,836972,5198359,368520,811799,5046646,357930,6448,24745,2168,6459,25392,2181,Admin,,
2020-12-31,US,USA,United States,419303,5617662,400501,406766,5453412,388953,2500,27245,2390,2510,27902,2403,Admin,,
2021-01-01,US,USA,United States,58981,5676643,407161,55317,5508729,395109,2728,29973,2770,3029,30931,2826,Admin,,
