Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,17875,17875,17875,15428,15428,15428,2955,2955,2955,Admin,,
2020-12-14,US,USA,United States,3984,21859,10929,3866,19294,9647,85,3040,1520,Admin,,
2020-12-15,US,USA,United States,44297,66156,22052,42504,61798,20599,166,3206,1068,Admin,,
2020-12-16,US,USA,United States,147552,213708,53427,141688,203486,50872,326,3532,883,Admin,,
2020-12-17,US,USA,United States,256921,470629,94125,247467,450953,90191,505,4037,807,Admin,,
2020-12-18,US,USA,United States,394070,864699,144116,382626,833579,138930,869,4906,817,Admin,,
2020-12-19,US,USA,United States,176214,1040913,148701,171492,1005071,143582,910,5816,830,Admin,,
2020-12-20,US,USA,United States,102839,1143752,160839,100074,1105145,155674,592,6408,493,Admin,,
2020-12-21,US,USA,United States,364203,1507955,212299,356301,1461446,206022,1080,7488,635,Admin,,
2020-12-22,US,USA,United States,425666,1933621,266780,417030,1878476,259525,2306,9794,941,Admin,,
2020-12-23,US,USA,United States,535166,2468787,322154,523339,2401815,314047,1886,11680,1164,Admin,,
2020-12-24,US,USA,United States,185981,2654768,312019,180841,2582656,304529,828,12508,1210,Admin,,
2020-12-25,US,USA,United States,12031,2666799,257442,11912,2594568,251570,78,12586,1097,Admin,,
2020-12-26,US,USA,United States,136524,2803323,251772,133654,2728222,246164,513,13099,1040,Admin,,
2020-12-27,US,USA,United States,92702,2896025,250324,89950,2818172,244718,512,13611,1029,Admin,,
2020-12-28,US,USA,United States,554910,3450935,277568,542690,3360862,271345,2764,16375,1269,Admin,,
2020-12-29,US,USA,United States,675125,4126060,313205,657757,4018619,305735,3963,20338,1506,Admin,,
2020-12-30,US,USA,United States,795053,4921113,350332,776913,4795532,341960,6194,26532,2121,Admin,,
2020-12-31,US,USA,United States,393278,5314391,379946,384785,5180317,371094,2614,29146,2376,Admin,,
2021-01-01,US,USA,United States,74771,5389162,388909,69032,5249349,379254,4709,33855,3038,Admin,,
2021-01-02,US,USA,United States,255503,5644665,405906,247614,5496963,395534,2731,36586,3355,Admin,,
2021-01-03,US,USA,United States,134103,5778768,411820,126976,5623939,400824,2327,38913,3614,Admin,,
2021-01-04,US,USA,United States,610075,6388843,419701,555118,6179057,402599,42849,81762,9341,Admin,,
2021-01-05,US,USA,United States,773582,7162425,433766,680922,6859979,405909,82067,163829,20498,Admin,,
2021-01-06,US,USA,United States,955317,8117742,456661,779820,7639799,406324,160257,324086,42507,Admin,,
2021-01-07,US,USA,United States,1089060,9206802,556058,808915,8448714,466914,260765,584851,79386,Admin,,
2021-01-08,US,USA,United States,1144258,10351060,708842,781620,9230334,568712,340736,925587,127390,Admin,,
2021-01-09,US,USA,United States,484297,10835357,741527,351384,9581718,583536,124499,1050086,144785,Admin,,
2021-01-10,US,USA,United States,240999,11076356,756798,168623,9750341,589486,67598,1117684,154110,Admin,,
2021-01-11,US,USA,United States,996248,12072604,811965,670480,10420821,605966,306171,1423855,191727,Admin,,
2021-01-12,US,USA,United States,1167424,13240028,868229,846483,11267304,629618,299145,1723000,222738,Admin,,
2021-01-13,US,USA,United States,1235627,14475655,908273,958317,12225621,655117,258622,1981622,236790,Admin,,
2021-01-14,US,USA,United States,1220549,15696204,927057,1074304,13299925,693030,127676,2109298,217778,Admin,,
2021-01-15,US,USA,United States,1181957,16878161,932443,1052070,14351995,731666,114056,2223354,185395,Admin,,
2021-01-16,US,USA,United States,622399,17500560,952171,542807,14894802,759012,69568,2292922,177548,Admin,,
2021-01-17,US,USA,United States,297299,17797859,960214,249161,15143963,770517,40969,2333891,173743,Admin,,
2021-01-18,US,USA,United States,854349,18652208,939943,615631,15759594,762682,223970,2557861,162000,Admin,,
2021-01-19,US,USA,United States,1262484,19914692,953523,915528,16675122,772545,328422,2886283,166183,Admin,,
2021-01-20,US,USA,United States,1525417,21440109,994922,1114665,17789787,794881,390354,3276637,185002,Admin,,
2021-01-21,US,USA,United States,1539651,22979760,1040508,1266138,19055925,822286,252500,3529137,202834,Admin,,
2021-01-22,US,USA,United States,1529132,24508892,1090104,1314313,20370238,859749,194554,3723691,214333,Admin,,
2021-01-23,US,USA,United States,861616,25370508,1124278,702912,21073150,882621,145038,3868729,225115,Admin,,
2021-01-24,US,USA,United States,385586,25756094,1136890,293914,21367064,889014,85539,3954268,231482,Admin,,
2021-01-25,US,USA,United States,1278592,27034686,1197496,810737,22177801,916887,448526,4402794,263561,Admin,,
2021-01-26,US,USA,United States,1558373,28593059,1239766,997934,23175735,928659,539881,4942675,293770,Admin,,
2021-01-27,US,USA,United States,1819805,30412864,1281822,1187066,24362801,939002,606344,5549019,324626,Admin,,
2021-01-28,US,USA,United States,1847656,32260520,1325822,1302530,25665331,944201,518449,6067468,362618,Admin,,
2021-01-29,US,USA,United States,1795685,34056205,1363901,1295996,26961327,941584,460172,6527640,400564,Admin,,
2021-01-30,US,USA,United States,977677,35033882,1380482,729966,27691293,945449,232217,6759857,413018,Admin,,
2021-01-31,US,USA,United States,446349,35480231,1389162,314642,28005935,948410,122830,6882687,418345,Admin,,
2021-02-01,US,USA,United States,1270968,36751199,1388073,718133,28724068,935181,523784,7406471,429096,Admin,,
2021-02-02,US,USA,United States,1576767,38327966,1390701,910990,29635058,922760,644243,8050714,444005,Admin,,
2021-02-03,US,USA,United States,2011832,40339798,1418133,1204864,30839922,925303,772592,8823306,467755,Admin,,
2021-02-04,US,USA,United States,2206565,42546363,1469406,1333536,32173458,929732,840708,9664014,513792,Admin,,
2021-02-05,US,USA,United States,2214987,44761350,1529306,1299233,33472691,930195,884488,10548502,574408,Admin,,
2021-02-06,US,USA,United States,1230322,45991672,1565398,810664,34283355,941723,399584,10948086,598318,Admin,,
2021-02-07,US,USA,United States,428553,46420225,1562856,268346,34551701,935109,148826,11096912,602032,Admin,,
2021-02-08,US,USA,United States,1473150,47893375,1591739,789869,35341570,945357,654582,11751494,620717,Admin,,
2021-02-09,US,USA,United States,1835952,49729327,1628765,975054,36316624,954509,830747,12582241,647361,Admin,,
2021-02-10,US,USA,United States,2160711,51890038,1650034,1159601,37476225,948043,970118,13552359,675579,Admin,,
2021-02-11,US,USA,United States,2248364,54138402,1656005,1202557,38678782,929332,1013635,14565994,700282,Admin,,
2021-02-12,US,USA,United States,2435534,56573936,1687512,1312530,39991312,931232,1083042,15649036,728647,Admin,,
2021-02-13,US,USA,United States,1376601,57950537,1708409,803154,40794466,930159,542647,16191683,749085,Admin,,
2021-02-14,US,USA,United States,569327,58519864,1728519,331020,41125486,939112,222004,16413687,759539,Admin,,
2021-02-15,US,USA,United States,1135391,59655255,1680268,596151,41721637,911438,510613,16924300,738972,Admin,,
2021-02-16,US,USA,United States,1521105,61176360,1635290,761379,42483016,880913,728578,17652878,724376,Admin,,
2021-02-17,US,USA,United States,1849090,63025450,1590773,885536,43368552,841761,929830,18582708,718621,Admin,,
2021-02-18,US,USA,United States,1748108,64773558,1519308,796890,44165442,783809,908800,19491508,703644,Admin,,
2021-02-19,US,USA,United States,1849939,66623497,1435651,792519,44957961,709521,1019232,20510740,694529,Admin,,
2021-02-20,US,USA,United States,1238217,67861714,1415882,580551,45538512,677721,630856,21141596,707130,Admin,,
2021-02-21,US,USA,United States,570220,68431934,1416010,251180,45789692,666315,302859,21444455,718681,Admin,,
2021-02-22,US,USA,United States,1367387,69799321,1449152,597585,46387277,666520,734839,22179294,750713,Admin,,
2021-02-23,US,USA,United States,1829503,71628824,1493209,838964,47226241,677604,951200,23130494,782516,Admin,,
2021-02-24,US,USA,United States,2392331,74021155,1570815,1200706,48426947,722628,1150550,24281044,814048,Admin,,
2021-02-25,US,USA,United States,2789329,76810484,1719560,1485564,49912511,821010,1250997,25532041,862933,Admin,,
2021-02-26,US,USA,United States,2956483,79766967,1877638,1619082,51531593,939090,1287923,26819964,901317,Admin,,
2021-02-27,US,USA,United States,1914576,81681543,1974261,1105229,52636822,1014044,773334,27593298,921671,Admin,,
2021-02-28,US,USA,United States,833714,82515257,2011903,530926,53167748,1054008,279996,27873294,918405,Admin,,
2021-03-01,US,USA,United States,1895805,84411062,2087391,1125779,54293527,1129464,723562,28596856,916794,Admin,,
2021-03-02,US,USA,United States,2329307,86740369,2158792,1405235,55698762,1210360,889346,29486202,907958,Admin,,
2021-03-03,US,USA,United States,2767000,89507369,2212316,1677294,57376056,1278444,1056308,30542510,894495,Admin,,
2021-03-04,US,USA,United States,3057354,92564723,2250605,1889184,59265240,1336104,1168885,31711395,882764,Admin,,
2021-03-05,US,USA,United States,3077714,95642437,2267924,1938424,61203664,1381724,1223030,32934425,873494,Admin,,
2021-03-06,US,USA,United States,1968290,97610727,2275597,1303142,62506806,1409998,813818,33748243,879277,Admin,,
2021-03-07,US,USA,United States,897241,98507968,2284673,664154,63170960,1429030,327744,34075987,886099,Admin,,
2021-03-08,US,USA,United States,2047893,100555861,2306399,1421922,64592882,1471336,795279,34871266,896344,Admin,,
2021-03-09,US,USA,United States,2576680,103132541,2341738,1744413,66337295,1519790,1013653,35884919,914102,Admin,,
2021-03-10,US,USA,United States,2989723,106122264,2373556,2004101,68341396,1566477,1191057,37075976,933352,Admin,,
2021-03-11,US,USA,United States,3303480,109425744,2408717,2230112,70571508,1615181,1310138,38386114,953531,Admin,,
2021-03-12,US,USA,United States,3276180,112701924,2437069,2070454,72641962,1634043,1429290,39815404,982997,Admin,,
2021-03-13,US,USA,United States,2090218,114792142,2454487,1358472,74000434,1641947,941519,40756923,1001240,Admin,,
2021-03-14,US,USA,United States,956314,115748456,2462926,641515,74641949,1638713,408899,41165822,1012833,Admin,,
2021-03-15,US,USA,United States,2171800,117920256,2480627,1447881,76089830,1642421,816917,41982739,1015924,Admin,,
2021-03-16,US,USA,United States,2750387,120670643,2505443,1869373,77959203,1660273,980192,42962931,1011144,Admin,,
2021-03-17,US,USA,United States,3030613,123701256,2511284,2068922,80028125,1669533,1056738,44019669,991956,Admin,,
