Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,17830,17830,17830,15393,15393,15393,2946,2946,2946,Admin,,
2020-12-14,US,USA,United States,4217,22047,11023,4094,19487,9744,85,3031,1515,Admin,,
2020-12-15,US,USA,United States,48811,70858,23619,46233,65720,21907,166,3197,1065,Admin,,
2020-12-16,US,USA,United States,160022,230880,57720,153215,218935,54734,337,3534,883,Admin,,
2020-12-17,US,USA,United States,272722,503602,100720,263002,481937,96387,522,4056,811,Admin,,
2020-12-18,US,USA,United States,414881,918483,153080,403302,885239,147540,874,4930,821,Admin,,
2020-12-19,US,USA,United States,181286,1099769,157109,176553,1061792,151685,910,5840,834,Admin,,
2020-12-20,US,USA,United States,104776,1204545,169530,102001,1163793,164057,596,6436,498,Admin,,
2020-12-21,US,USA,United States,381078,1585623,223368,373127,1536920,216776,1084,7520,641,Admin,,
2020-12-22,US,USA,United States,447387,2033010,280307,438639,1975559,272834,2316,9836,948,Admin,,
2020-12-23,US,USA,United States,570792,2603802,338988,558874,2534433,330785,1877,11713,1168,Admin,,
2020-12-24,US,USA,United States,195063,2798865,327894,189897,2724330,320342,833,12546,1212,Admin,,
2020-12-25,US,USA,United States,12482,2811347,270409,12358,2736688,264493,77,12623,1099,Admin,,
2020-12-26,US,USA,United States,140145,2951492,264531,137266,2873954,258880,510,13133,1041,Admin,,
2020-12-27,US,USA,United States,95413,3046905,263194,92656,2966610,257545,511,13644,1029,Admin,,
2020-12-28,US,USA,United States,584748,3631653,292290,572432,3539042,286017,2763,16407,1269,Admin,,
2020-12-29,US,USA,United States,713233,4344886,330268,695742,4234784,322746,3985,20392,1508,Admin,,
2020-12-30,US,USA,United States,833941,5178827,367860,815650,5050434,359429,6217,26609,2128,Admin,,
2020-12-31,US,USA,United States,417750,5596577,399673,409185,5459619,390756,2629,29238,2384,Admin,,
