Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13597,13597,13597,12102,12102,12102,1348,1348,1348,1542,1542,1542,Admin,,
2020-12-14,US,USA,United States,4044,17641,8820,3910,16012,8006,7,1355,678,43,1585,792,Admin,,
2020-12-15,US,USA,United States,50390,68031,22677,46967,62979,20993,33,1388,463,106,1691,563,Admin,,
2020-12-16,US,USA,United States,160886,228917,57229,154238,217217,54304,224,1612,403,289,1980,495,Admin,,
2020-12-17,US,USA,United States,274529,503446,100689,264685,481902,96380,584,2196,439,636,2616,523,Admin,,
2020-12-18,US,USA,United States,419383,922829,153804,407840,889742,148290,768,2964,494,784,3400,566,Admin,,
2020-12-19,US,USA,United States,182744,1105573,157939,177907,1067649,152521,961,3925,561,967,4367,623,Admin,,
2020-12-20,US,USA,United States,105365,1210938,171048,102590,1170239,165448,559,4484,448,632,4999,493,Admin,,
2020-12-21,US,USA,United States,381245,1592183,224934,373453,1543692,218240,962,5446,584,981,5980,627,Admin,,
2020-12-22,US,USA,United States,448558,2040741,281815,439474,1983166,274312,2271,7717,904,2288,8268,939,Admin,,
2020-12-23,US,USA,United States,569238,2609979,340151,558283,2541449,332033,1834,9551,1134,1844,10112,1161,Admin,,
2020-12-24,US,USA,United States,194729,2804708,328751,189622,2731071,321310,857,10408,1173,865,10977,1194,Admin,,
2020-12-25,US,USA,United States,12346,2817054,270603,12233,2743304,264795,68,10476,1073,68,11045,1092,Admin,,
2020-12-26,US,USA,United States,139019,2956073,264357,136753,2880057,258915,443,10919,999,448,11493,1018,Admin,,
2020-12-27,US,USA,United States,94155,3050228,262755,92060,2972117,257411,412,11331,978,459,11952,993,Admin,,
2020-12-28,US,USA,United States,582368,3632596,291487,570619,3542736,285578,2663,13994,1221,2676,14628,1235,Admin,,
2020-12-29,US,USA,United States,710327,4342923,328883,692718,4235454,321755,4082,18076,1480,4093,18721,1493,Admin,,
2020-12-30,US,USA,United States,828673,5171596,365945,811356,5046810,357909,6348,24424,2125,6360,25081,2138,Admin,,
2020-12-31,US,USA,United States,414404,5586000,397327,406691,5453501,388919,2412,26836,2347,2423,27504,2361,Admin,,
2021-01-01,US,USA,United States,59867,5645867,404116,56337,5509838,395219,2793,29629,2736,3128,30632,2798,Admin,,
2021-01-02,US,USA,United States,255567,5901434,420765,248255,5758093,411148,2567,32196,3040,2584,33216,3103,Admin,,
2021-01-03,US,USA,United States,134017,6035451,426460,127393,5885486,416196,2244,34440,3301,2255,35471,3359,Admin,,
2021-01-04,US,USA,United States,640332,6675783,434741,584882,6470368,418233,44124,78564,9224,44165,79636,9286,Admin,,
2021-01-05,US,USA,United States,811269,7487052,449161,715223,7185591,421448,86135,164699,20946,86174,165810,21012,Admin,,
2021-01-06,US,USA,United States,1003223,8490275,474097,819295,8004886,422582,169336,334035,44230,169391,335201,44302,Admin,,
2021-01-07,US,USA,United States,1143559,9633834,578262,849950,8854836,485905,274412,608447,83087,274439,609640,83162,Admin,,
2021-01-08,US,USA,United States,1208559,10842393,742360,830662,9685498,596523,356802,965249,133660,356842,966482,133692,Admin,,
2021-01-09,US,USA,United States,498896,11341289,777122,365148,10050646,613222,126141,1091390,151313,126153,1092635,151345,Admin,,
2021-01-10,US,USA,United States,245060,11586349,792985,172699,10223345,619694,68128,1159518,160725,68147,1160782,160758,Admin,,
2021-01-11,US,USA,United States,1047780,12634129,851192,711951,10935296,637847,317728,1477246,199812,317761,1478543,199843,Admin,,
2021-01-12,US,USA,United States,1229585,13863714,910951,900555,11835851,664323,310284,1787530,231833,310331,1788874,231866,Admin,,
2021-01-13,US,USA,United States,1299724,15163438,953309,1015159,12851010,692303,266981,2054511,245782,267023,2055897,245813,Admin,,
2021-01-14,US,USA,United States,1290978,16454416,974368,1142103,13993113,734040,132031,2186542,225442,132060,2187957,225473,Admin,,
2021-01-15,US,USA,United States,1238952,17693368,978710,1108205,15101318,773689,117012,2303554,191186,117074,2305031,191221,Admin,,
2021-01-16,US,USA,United States,642722,18336090,999257,565590,15666908,802323,69906,2373460,183153,69928,2374959,183189,Admin,,
2021-01-17,US,USA,United States,298629,18634719,1006910,254889,15921797,814065,40873,2414333,179259,40881,2415840,179294,Admin,,
2021-01-18,US,USA,United States,862981,19497700,980510,630791,16552588,802470,222726,2637059,165688,222774,2638614,165724,Admin,,
2021-01-19,US,USA,United States,1323044,20820744,993861,962820,17515408,811365,345152,2982211,170669,345183,2983797,170703,Admin,,
2021-01-20,US,USA,United States,1597394,22418138,1036385,1165927,18681335,832904,413041,3395252,191534,413087,3396884,191569,Admin,,
2021-01-21,US,USA,United States,1613741,24031879,1082494,1328195,20009530,859488,265462,3660714,210596,265511,3662395,210634,Admin,,
2021-01-22,US,USA,United States,1601250,25633129,1134251,1379933,21389463,898306,202901,3863615,222866,202922,3865317,222898,Admin,,
2021-01-23,US,USA,United States,897653,26530782,1170670,739049,22128512,923086,146025,4009640,233740,146036,4011353,233770,Admin,,
2021-01-24,US,USA,United States,391302,26922084,1183909,299749,22428261,929495,85694,4095334,240143,85707,4097060,240174,Admin,,
2021-01-25,US,USA,United States,1338358,28260442,1251820,848037,23276298,960530,472776,4568110,275864,472801,4569861,275892,Admin,,
2021-01-26,US,USA,United States,1636082,29896524,1296540,1047676,24323974,972652,566711,5134821,307516,566742,5136603,307543,Admin,,
