Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12454,12454,12454,10933,10933,10933,1355,1355,1355,1421,1421,1421,Admin,,
2020-12-14,US,USA,United States,3726,16180,8090,3598,14531,7266,5,1360,680,14,1435,717,Admin,,
2020-12-15,US,USA,United States,49345,65525,21841,45879,60410,20137,25,1385,462,34,1469,489,Admin,,
2020-12-16,US,USA,United States,159129,224654,56163,152228,212638,53160,201,1586,397,209,1678,419,Admin,,
2020-12-17,US,USA,United States,271578,496232,99246,260558,473196,94639,502,2088,418,510,2188,437,Admin,,
2020-12-18,US,USA,United States,413846,910078,151679,402226,875422,145904,602,2690,448,602,2790,465,Admin,,
2020-12-19,US,USA,United States,180510,1090588,155798,175724,1051146,150164,720,3410,487,721,3511,501,Admin,,
2020-12-20,US,USA,United States,103179,1193767,168759,100891,1152037,163015,502,3912,365,537,4048,375,Admin,,
2020-12-21,US,USA,United States,377705,1571472,222184,369214,1521251,215246,824,4736,482,828,4876,491,Admin,,
2020-12-22,US,USA,United States,445368,2016840,278759,436003,1957254,270978,2077,6813,775,2078,6954,783,Admin,,
2020-12-23,US,USA,United States,564091,2580931,336611,551906,2509160,328075,1643,8456,981,1645,8599,988,Admin,,
2020-12-24,US,USA,United States,192953,2773884,325378,187375,2696535,317620,856,9312,1032,858,9457,1038,Admin,,
2020-12-25,US,USA,United States,12037,2785921,267977,11932,2708467,261864,48,9360,953,48,9505,959,Admin,,
2020-12-26,US,USA,United States,137554,2923475,261841,135011,2843478,256047,344,9704,899,346,9851,905,Admin,,
2020-12-27,US,USA,United States,92539,3016014,260321,90638,2934116,254583,323,10027,874,324,10175,875,Admin,,
2020-12-28,US,USA,United States,571946,3587960,288069,557688,3491804,281508,2297,12324,1084,2300,12475,1085,Admin,,
2020-12-29,US,USA,United States,701674,4289634,324684,680439,4172243,316427,2994,15318,1215,2998,15473,1217,Admin,,
2020-12-30,US,USA,United States,819377,5109011,361154,796066,4968309,351307,5438,20756,1757,5441,20914,1759,Admin,,
2020-12-31,US,USA,United States,411814,5520825,392420,400267,5368576,381720,1960,22716,1915,1961,22875,1916,Admin,,
