Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12103,12103,12103,10589,10589,10589,1355,1355,1355,Admin,,
2020-12-14,US,USA,United States,3624,15727,7863,3505,14094,7047,4,1359,680,Admin,,
2020-12-15,US,USA,United States,48787,64514,21504,45363,59457,19819,24,1383,461,Admin,,
2020-12-16,US,USA,United States,157574,222088,55522,150731,210188,52547,191,1574,394,Admin,,
2020-12-17,US,USA,United States,269884,491972,98394,259099,469287,93857,475,2049,410,Admin,,
2020-12-18,US,USA,United States,409118,901090,150181,397931,867218,144536,546,2595,433,Admin,,
2020-12-19,US,USA,United States,178542,1079632,154233,173989,1041207,148744,686,3281,469,Admin,,
2020-12-20,US,USA,United States,101867,1181499,167056,99752,1140959,161481,448,3729,339,Admin,,
2020-12-21,US,USA,United States,374341,1555840,220016,366108,1507067,213282,715,4444,441,Admin,,
2020-12-22,US,USA,United States,440773,1996613,276014,431723,1938790,268476,1856,6300,702,Admin,,
2020-12-23,US,USA,United States,558142,2554755,333238,546208,2484998,324973,1563,7863,898,Admin,,
2020-12-24,US,USA,United States,191047,2745802,321975,185506,2670504,314460,877,8740,956,Admin,,
2020-12-25,US,USA,United States,11894,2757696,265229,11805,2682309,259299,35,8775,883,Admin,,
2020-12-26,US,USA,United States,136384,2894080,259206,133957,2816266,253580,299,9074,828,Admin,,
2020-12-27,US,USA,United States,91460,2985540,257720,89621,2905887,252133,281,9355,804,Admin,,
2020-12-28,US,USA,United States,566284,3551824,285140,552537,3458424,278765,2101,11456,1002,Admin,,
2020-12-29,US,USA,United States,694938,4246762,321449,674430,4132854,313438,2603,14059,1108,Admin,,
2020-12-30,US,USA,United States,812837,5059599,357834,790441,4923295,348328,4867,18926,1580,Admin,,
2020-12-31,US,USA,United States,407789,5467388,388798,396812,5320107,378515,1519,20445,1672,Admin,,
2021-01-01,US,USA,United States,39952,5507340,392806,38438,5358545,382319,810,21255,1783,Admin,,
2021-01-02,US,USA,United States,244854,5752194,408302,238424,5596969,397243,1844,23099,2004,Admin,,
2021-01-03,US,USA,United States,126529,5878723,413311,120873,5717842,401708,1890,24989,2233,Admin,,
2021-01-04,US,USA,United States,616544,6495267,420491,563169,6281011,403227,41025,66014,7794,Admin,,
2021-01-05,US,USA,United States,775467,7270734,431996,682277,6963288,404348,80407,146421,18909,Admin,,
2021-01-06,US,USA,United States,960738,8231472,453124,781785,7745073,403111,162451,308872,41421,Admin,,
2021-01-07,US,USA,United States,1102442,9333914,552360,818093,8563166,463294,263698,572570,78875,Admin,,
2021-01-08,US,USA,United States,1165905,10499819,713211,799510,9362676,572019,344618,917188,127990,Admin,,
2021-01-09,US,USA,United States,478628,10978447,746607,349571,9712247,587897,121836,1039024,145132,Admin,,
2021-01-10,US,USA,United States,231824,11210271,761649,162496,9874743,593843,65897,1104921,154276,Admin,,
2021-01-11,US,USA,United States,1008169,12218440,817596,682962,10557705,610956,307579,1412500,192355,Admin,,
2021-01-12,US,USA,United States,1177672,13396112,875054,859713,11417418,636304,299292,1711792,223624,Admin,,
2021-01-13,US,USA,United States,1248681,14644793,916188,976142,12393560,664070,255601,1967393,236932,Admin,,
2021-01-14,US,USA,United States,1244167,15888960,936435,1101927,13495487,704617,126227,2093620,217293,Admin,,
2021-01-15,US,USA,United States,1184706,17073666,939121,1062208,14557695,742146,110990,2204610,183917,Admin,,
2021-01-16,US,USA,United States,614913,17688579,958590,544161,15101856,769944,65937,2270547,175932,Admin,,
2021-01-17,US,USA,United States,283393,17971972,965957,243651,15345507,781538,37812,2308359,171920,Admin,,
2021-01-18,US,USA,United States,809265,18781237,937542,595618,15941125,769060,208153,2516512,157716,Admin,,
2021-01-19,US,USA,United States,1262769,20044006,949699,922678,16863803,778055,325487,2841999,161458,Admin,,
2021-01-20,US,USA,United States,1528278,21572284,989641,1120789,17984592,798719,390573,3232572,180740,Admin,,
2021-01-21,US,USA,United States,1545054,23117338,1032625,1275328,19259920,823490,251431,3484003,198626,Admin,,
2021-01-22,US,USA,United States,1535588,24652926,1082751,1329100,20589020,861618,190615,3674618,210001,Admin,,
2021-01-23,US,USA,United States,857189,25510115,1117362,711542,21300562,885529,136037,3810655,220015,Admin,,
2021-01-24,US,USA,United States,367670,25877785,1129401,285814,21586376,891553,78089,3888744,225769,Admin,,
2021-01-25,US,USA,United States,1265812,27143597,1194622,816147,22402523,923057,436131,4324875,258338,Admin,,
2021-01-26,US,USA,United States,1559300,28702897,1236984,1020780,23423303,937071,520605,4845480,286212,Admin,,
2021-01-27,US,USA,United States,1809795,30512692,1277201,1201199,24624502,948559,586786,5432266,314242,Admin,,
2021-01-28,US,USA,United States,1830266,32342958,1317945,1313805,25938307,954055,499673,5931939,349705,Admin,,
2021-01-29,US,USA,United States,1786263,34129221,1353756,1312222,27250529,951644,443825,6375764,385878,Admin,,
2021-01-30,US,USA,United States,952592,35081813,1367385,728339,27978868,954044,214511,6590275,397089,Admin,,
2021-01-31,US,USA,United States,421173,35502986,1375028,309271,28288139,957395,108150,6698425,401383,Admin,,
2021-02-01,US,USA,United States,1204070,36707056,1366208,694041,28982180,939951,495631,7194056,409883,Admin,,
2021-02-02,US,USA,United States,1554455,38261511,1365516,912546,29894726,924489,626376,7820432,424993,Admin,,
2021-02-03,US,USA,United States,1980623,40242134,1389920,1206448,31101174,925239,755004,8575436,449024,Admin,,
2021-02-04,US,USA,United States,2155371,42397505,1436363,1319301,32420475,926024,819233,9394669,494676,Admin,,
2021-02-05,US,USA,United States,2197609,44595114,1495127,1301611,33722086,924508,879597,10274266,556929,Admin,,
2021-02-06,US,USA,United States,1212348,45807462,1532235,814195,34536281,936773,388581,10662847,581796,Admin,,
2021-02-07,US,USA,United States,414686,46222148,1531308,267030,34803311,930739,142150,10804997,586653,Admin,,
2021-02-08,US,USA,United States,1445989,47668137,1565868,800073,35603384,945886,635311,11440308,606607,Admin,,
2021-02-09,US,USA,United States,1812357,49480494,1602711,988069,36591453,956675,813065,12253373,633277,Admin,,
2021-02-10,US,USA,United States,2120649,51601143,1622715,1163892,37755345,950596,945703,13199076,660520,Admin,,
2021-02-11,US,USA,United States,2202956,53804099,1629513,1195114,38950459,932855,993634,14192710,685434,Admin,,
2021-02-12,US,USA,United States,2385019,56189118,1656286,1303691,40254150,933152,1061417,15254127,711409,Admin,,
2021-02-13,US,USA,United States,1369159,57558277,1678687,820076,41074226,933992,536255,15790382,732505,Admin,,
2021-02-14,US,USA,United States,540689,58098966,1696688,325846,41400072,942394,211375,16001757,742394,Admin,,
2021-02-15,US,USA,United States,1077709,59176675,1644076,581981,41982053,911238,482169,16483926,720517,Admin,,
2021-02-16,US,USA,United States,1501953,60678628,1599733,759935,42741988,878648,726940,17210866,708213,Admin,,
2021-02-17,US,USA,United States,1817699,62496327,1556454,883080,43625068,838532,920892,18131758,704669,Admin,,
2021-02-18,US,USA,United States,1693420,64189747,1483664,780592,44405660,779314,893725,19025483,690396,Admin,,
2021-02-19,US,USA,United States,1804808,65994555,1400776,781903,45187563,704773,1005842,20031325,682457,Admin,,
2021-02-20,US,USA,United States,1199441,67193996,1376531,563610,45751173,668135,625773,20657098,695245,Admin,,
2021-02-21,US,USA,United States,518366,67712362,1373342,228893,45980066,654285,284064,20941162,705629,Admin,,
2021-02-22,US,USA,United States,1323786,69036148,1408496,586674,46566740,654955,730350,21671512,741084,Admin,,
2021-02-23,US,USA,United States,1750283,70786431,1443971,812339,47379079,662442,928806,22600318,769922,Admin,,
2021-02-24,US,USA,United States,2262094,73048525,1507456,1153003,48532082,701002,1098896,23699214,795351,Admin,,
2021-02-25,US,USA,United States,2623899,75672424,1640382,1419698,49951780,792303,1187087,24886301,837260,Admin,,
2021-02-26,US,USA,United States,2801422,78473846,1782755,1554971,51506751,902741,1235066,26121367,870006,Admin,,
