Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13208,13208,13208,11682,11682,11682,1355,1355,1355,1495,1495,1495,Admin,,
2020-12-14,US,USA,United States,3912,17120,8560,3782,15464,7732,5,1360,680,33,1528,764,Admin,,
2020-12-15,US,USA,United States,49734,66854,22284,46261,61725,20575,27,1387,462,65,1593,531,Admin,,
2020-12-16,US,USA,United States,159561,226415,56603,152566,214291,53573,209,1596,399,248,1841,460,Admin,,
2020-12-17,US,USA,United States,273972,500387,100077,262581,476872,95374,549,2145,429,578,2419,483,Admin,,
2020-12-18,US,USA,United States,417259,917646,152941,404660,881532,146922,691,2836,473,701,3120,520,Admin,,
2020-12-19,US,USA,United States,181979,1099625,157089,176593,1058125,151161,791,3627,518,793,3913,559,Admin,,
2020-12-20,US,USA,United States,104377,1204002,170113,101733,1159858,164025,531,4158,400,570,4483,426,Admin,,
2020-12-21,US,USA,United States,381085,1585087,223995,371645,1531503,216577,911,5069,530,925,5408,554,Admin,,
2020-12-22,US,USA,United States,446781,2031868,280716,437076,1968579,272408,2154,7223,834,2165,7573,854,Admin,,
2020-12-23,US,USA,United States,567844,2599712,339042,555200,2523779,329927,1797,9020,1061,1803,9376,1076,Admin,,
2020-12-24,US,USA,United States,194209,2793921,327647,188509,2712288,319345,912,9932,1112,918,10294,1125,Admin,,
2020-12-25,US,USA,United States,12235,2806156,269787,12118,2724406,263268,58,9990,1022,58,10352,1033,Admin,,
2020-12-26,US,USA,United States,138309,2944465,263548,135670,2860076,257422,415,10405,968,419,10771,979,Admin,,
2020-12-27,US,USA,United States,93186,3037651,261949,91130,2951206,255907,375,10780,946,422,11193,958,Admin,,
2020-12-28,US,USA,United States,578410,3616061,290139,563664,3514870,283338,2555,13335,1181,2563,13756,1192,Admin,,
2020-12-29,US,USA,United States,707828,4323889,327431,685292,4200162,318798,3865,17200,1425,3874,17630,1436,Admin,,
2020-12-30,US,USA,United States,827727,5151616,364557,803331,5003493,354245,6075,23275,2036,6082,23712,2048,Admin,,
2020-12-31,US,USA,United States,415387,5567003,396154,403217,5406710,384917,2393,25668,2248,2397,26109,2259,Admin,,
2021-01-01,US,USA,United States,52878,5619881,401960,49737,5456447,390292,2273,27941,2564,2453,28562,2601,Admin,,
2021-01-02,US,USA,United States,252068,5871949,418212,244431,5700878,405829,2452,30393,2855,2463,31025,2893,Admin,,
2021-01-03,US,USA,United States,130925,6002874,423603,124158,5825036,410547,2217,32610,3119,2220,33245,3150,Admin,,
2021-01-04,US,USA,United States,634209,6637083,431574,577882,6402918,412578,42975,75585,8893,43003,76248,8927,Admin,,
2021-01-05,US,USA,United States,800656,7437739,444835,703128,7106046,415126,83298,158883,20240,83322,159570,20277,Admin,,
2021-01-06,US,USA,United States,995579,8433318,468814,809886,7915932,416063,167651,326534,43323,167700,327270,43365,Admin,,
2021-01-07,US,USA,United States,1132539,9565857,571264,838931,8754863,478308,271397,597931,81752,271414,598684,81796,Admin,,
2021-01-08,US,USA,United States,1197320,10763177,734756,820339,9575202,588394,353464,951395,131922,353494,952178,131945,Admin,,
2021-01-09,US,USA,United States,492903,11256080,769161,360126,9935328,604921,124910,1076305,149416,124916,1077094,149438,Admin,,
2021-01-10,US,USA,United States,240475,11496555,784811,168764,10104092,611294,67653,1143958,158764,67667,1144761,158788,Admin,,
2021-01-11,US,USA,United States,1036781,12533336,842321,701198,10805290,628910,315688,1459646,197723,315716,1460477,197747,Admin,,
2021-01-12,US,USA,United States,1215834,13749170,901633,886171,11691461,655059,307516,1767162,229754,307550,1768027,229779,Admin,,
2021-01-13,US,USA,United States,1289125,15038295,943568,1003237,12694698,682681,265324,2032486,243707,265347,2033374,243729,Admin,,
2021-01-14,US,USA,United States,1279164,16317459,964514,1129916,13824614,724250,130722,2163208,223611,130744,2164118,223633,Admin,,
2021-01-15,US,USA,United States,1224697,17542156,968425,1094272,14918886,763383,115489,2278697,189615,115533,2279651,189639,Admin,,
2021-01-16,US,USA,United States,635598,18177754,988810,559004,15477890,791795,68982,2347679,181625,68997,2348648,181650,Admin,,
2021-01-17,US,USA,United States,294832,18472586,996575,251962,15729852,803680,40128,2387807,177693,40132,2388780,177717,Admin,,
2021-01-18,US,USA,United States,850114,19322700,969909,621104,16350956,792238,219248,2607055,163916,219285,2608065,163941,Admin,,
2021-01-19,US,USA,United States,1308260,20630960,983112,949796,17300752,801327,339616,2946671,168501,339635,2947700,168524,Admin,,
2021-01-20,US,USA,United States,1575971,22206931,1024090,1148333,18449085,822055,406731,3353402,188702,406763,3354463,188727,Admin,,
2021-01-21,US,USA,United States,1591240,23798171,1068673,1308171,19757256,847520,260595,3613997,207256,260633,3615096,207282,Admin,,
2021-01-22,US,USA,United States,1586443,25384614,1120351,1366267,21123523,886377,200213,3814210,219359,200233,3815329,219382,Admin,,
2021-01-23,US,USA,United States,888976,26273590,1156548,731914,21855437,911078,143976,3958186,230072,143985,3959314,230095,Admin,,
2021-01-24,US,USA,United States,385608,26659198,1169516,296354,22151791,917420,83620,4041806,236286,83628,4042942,236308,Admin,,
2021-01-25,US,USA,United States,1320825,27980023,1236760,837782,22989573,948374,463681,4505487,271205,463701,4506643,271225,Admin,,
2021-01-26,US,USA,United States,1621080,29601103,1281449,1039461,24029034,961183,557426,5062913,302320,557450,5064093,302341,Admin,,
2021-01-27,US,USA,United States,1885436,31486539,1325658,1232220,25261254,973167,622121,5685034,333090,622143,5686236,333110,Admin,,
2021-01-28,US,USA,United States,1908484,33395023,1370978,1351693,26612947,979384,532087,6217121,371875,532123,6218359,371894,Admin,,
2021-01-29,US,USA,United States,1856819,35251842,1409604,1344281,27957228,976244,473366,6690487,410897,473391,6691750,410917,Admin,,
2021-01-30,US,USA,United States,998766,36250608,1425288,752717,28709945,979215,230964,6921451,423324,230966,6922716,423343,Admin,,
2021-01-31,US,USA,United States,447783,36698391,1434170,320905,29030850,982723,118885,7040336,428361,118899,7041615,428381,Admin,,
2021-02-01,US,USA,United States,1285544,37983935,1429130,727626,29758476,966986,533062,7573398,438273,533282,7574897,438322,Admin,,
2021-02-02,US,USA,United States,1631016,39614951,1430549,944578,30703054,953431,663295,8236693,453397,663368,8238265,453453,Admin,,
2021-02-03,US,USA,United States,2082021,41696972,1458633,1245281,31948335,955297,803247,9039940,479272,803301,9041566,479332,Admin,,
2021-02-04,US,USA,United States,2275616,43972588,1511080,1371707,33320042,958156,873704,9913644,528075,873782,9915348,528141,Admin,,
2021-02-05,US,USA,United States,2280832,46253420,1571654,1336506,34656548,957046,917208,10830852,591481,917271,10832619,591552,Admin,,
2021-02-06,US,USA,United States,1266831,47520251,1609949,842603,35499151,969887,405529,11236381,616419,405570,11238189,616496,Admin,,
2021-02-07,US,USA,United States,436581,47956832,1608348,277256,35776407,963651,150168,11386549,620888,150188,11388377,620966,Admin,,
2021-02-08,US,USA,United States,1513092,49469924,1640855,821240,36597647,977024,669522,12056071,640382,669593,12057970,640439,Admin,,
2021-02-09,US,USA,United States,1898612,51368536,1679083,1022390,37620037,988140,853577,12909648,667565,853655,12911625,667622,Admin,,
2021-02-10,US,USA,United States,2217014,53585550,1698368,1203997,38824034,982243,989907,13899555,694231,989984,13901609,694291,Admin,,
2021-02-11,US,USA,United States,2322634,55908184,1705085,1253249,40077283,965320,1043822,14943377,718533,1043906,14945515,718595,Admin,,
2021-02-12,US,USA,United States,2502975,58411159,1736819,1353036,41430319,967682,1115920,16059297,746921,1116011,16061526,746986,Admin,,
2021-02-13,US,USA,United States,1432310,59843469,1760459,851233,42281552,968914,559529,16618826,768921,559587,16621113,768989,Admin,,
2021-02-14,US,USA,United States,568294,60411763,1779275,334978,42616530,977160,222047,16840873,779189,222062,16843175,779256,Admin,,
2021-02-15,US,USA,United States,1129710,61541473,1724507,601653,43218183,945791,505804,17346677,755801,505892,17349067,755871,Admin,,
2021-02-16,US,USA,United States,1576839,63118312,1678539,789671,44007854,912545,760708,18107385,742534,760765,18109832,742601,Admin,,
2021-02-17,US,USA,United States,1913586,65031898,1635192,924077,44931931,872557,962915,19070300,738678,962996,19072828,738745,Admin,,
2021-02-18,US,USA,United States,1792428,66824326,1559448,821693,45753624,810906,940112,20010412,723862,940203,20013031,723930,Admin,,
2021-02-19,US,USA,United States,1901762,68726088,1473561,820073,46573697,734768,1050797,21061209,714559,1050962,21063993,714638,Admin,,
2021-02-20,US,USA,United States,1272870,69998958,1450784,595068,47168765,698173,656206,21717415,728370,656258,21720251,728448,Admin,,
2021-02-21,US,USA,United States,571831,70570789,1451289,249561,47418326,685971,309627,22027042,740881,309673,22029924,740964,Admin,,
2021-02-22,US,USA,United States,1406977,71977766,1490899,612999,48031325,687592,763817,22790859,777740,763916,22793840,777824,Admin,,
2021-02-23,US,USA,United States,1875994,73853760,1533635,862221,48893546,697956,977870,23768729,808763,977961,23771801,808852,Admin,,
2021-02-24,US,USA,United States,2430062,76283822,1607417,1228614,50122160,741461,1165480,24934209,837701,1165612,24937413,837797,Admin,,
2021-02-25,US,USA,United States,2829917,79113739,1755630,1509190,51631350,839675,1276915,26211124,885816,1277122,26214535,885929,Admin,,
2021-02-26,US,USA,United States,3004320,82118059,1913138,1650140,53281490,958256,1313957,27525081,923410,1314077,27528612,923517,Admin,,
2021-02-27,US,USA,United States,1934644,84052703,2007677,1126546,54408036,1034182,779704,28304785,941053,779998,28308610,941194,Admin,,
2021-02-28,US,USA,United States,819094,84871797,2043001,526864,54934900,1073796,275315,28580100,936151,275389,28583999,936296,Admin,,
2021-03-01,US,USA,United States,1862381,86734178,2108058,1103984,56038884,1143937,722271,29302371,930216,723748,29307747,930558,Admin,,
2021-03-02,US,USA,United States,2358191,89092369,2176944,1423610,57462494,1224135,905745,30208116,919912,906589,30214336,920362,Admin,,
2021-03-03,US,USA,United States,2805130,91897499,2230525,1705843,59168337,1292311,1063450,31271566,905337,1073785,31288121,907244,Admin,,
2021-03-04,US,USA,United States,3087235,94984734,2267285,1914465,61082802,1350207,1135621,32407187,885152,1183644,32471765,893890,Admin,,
2021-03-05,US,USA,United States,3118285,98103019,2283565,1971815,63054617,1396161,1117959,33525146,857152,1241236,33713001,883484,Admin,,
2021-03-06,US,USA,United States,1995035,100098054,2292193,1324324,64378941,1424415,653877,34179023,839177,828424,34541425,890402,Admin,,
2021-03-07,US,USA,United States,891140,100989194,2302485,659600,65038541,1443377,223358,34402381,831754,325334,34866759,897537,Admin,,
2021-03-08,US,USA,United States,2075318,103064512,2332904,1443613,66482154,1491896,613323,35015704,816190,808668,35675427,909668,Admin,,
2021-03-09,US,USA,United States,2620311,105684823,2370350,1776089,68258243,1542250,825369,35841073,804708,1033259,36708686,927764,Admin,,
2021-03-10,US,USA,United States,3043829,108728652,2404450,2038708,70296951,1589802,980760,36821833,792895,1221800,37930486,948909,Admin,,
2021-03-11,US,USA,United States,3372144,112100796,2445151,2253968,72550919,1638302,1085825,37907658,785782,1354508,39284994,973318,Admin,,
2021-03-12,US,USA,United States,3342318,115443114,2477156,2090782,74641701,1655298,1207958,39115616,798639,1468764,40753758,1005822,Admin,,
2021-03-13,US,USA,United States,2139124,117582238,2497740,1375946,76017647,1662672,738331,39853947,810703,982401,41736159,1027819,Admin,,
2021-03-14,US,USA,United States,945904,118528142,2505564,635728,76653375,1659262,295201,40149148,820967,406094,42142253,1039356,Admin,,
2021-03-15,US,USA,United States,2183888,120712030,2521074,1456563,78109938,1661112,699043,40848191,833212,830283,42972536,1042444,Admin,,
2021-03-16,US,USA,United States,2787875,123499905,2545011,1897114,80007052,1678401,869015,41717206,839448,1001923,43974459,1037967,Admin,,
2021-03-17,US,USA,United States,3075280,126575185,2549504,2102632,82109684,1687533,950449,42667655,835117,1082372,45056831,1018049,Admin,,
2021-03-18,US,USA,United States,3303753,129878938,2539734,2264605,84374289,1689053,1016464,43684119,825209,1157099,46213930,989848,Admin,,
2021-03-19,US,USA,United States,3220101,133099039,2522275,2182520,86556809,1702158,1012893,44697012,797342,1164865,47378795,946433,Admin,,
2021-03-20,US,USA,United States,2088198,135187237,2514999,1384250,87941059,1703345,688838,45385850,790272,826488,48205283,924160,Admin,,
2021-03-21,US,USA,United States,974846,136162083,2519134,665807,88606866,1707642,300648,45686498,791050,350288,48555571,916188,Admin,,
2021-03-22,US,USA,United States,2263260,138425343,2530473,1569488,90176354,1723774,677341,46363839,787950,762255,49317826,906470,Admin,,
2021-03-23,US,USA,United States,2961692,141387035,2555304,1956848,92133202,1732307,983360,47347199,804285,1091014,50408840,919197,Admin,,
2021-03-24,US,USA,United States,3445647,144832682,2608213,2182747,94315949,1743752,1238162,48585361,845387,1354392,51763232,958057,Admin,,
2021-03-25,US,USA,United States,3715295,148547977,2667005,2243789,96559738,1740778,1443342,50028703,906369,1569440,53332672,1016963,Admin,,
2021-03-26,US,USA,United States,3702171,152250148,2735872,2084226,98643964,1726736,1591543,51620246,989033,1716686,55049358,1095794,Admin,,
2021-03-27,US,USA,United States,2404271,154654419,2781026,1356727,100000691,1722805,1029579,52649825,1037711,1118884,56168242,1137565,Admin,,
2021-03-28,US,USA,United States,1166821,155821240,2808451,660884,100661575,1722101,493345,53143170,1065239,523334,56691576,1162286,Admin,,
2021-03-29,US,USA,United States,2709494,158530734,2872198,1577988,102239563,1723316,1110228,54253398,1127080,1194923,57886499,1224096,Admin,,
2021-03-30,US,USA,United States,3435264,161965998,2939851,1981863,104221426,1726889,1430788,55684186,1190998,1554669,59441168,1290332,Admin,,
2021-03-31,US,USA,United States,4021751,165987749,3022152,2374962,106596388,1754348,1620135,57304321,1245566,1840642,61281810,1359796,Admin,,
2021-04-01,US,USA,United States,4323861,170311610,3109090,2468839,109065227,1786498,1820646,59124967,1299466,2103217,63385027,1436050,Admin,,
2021-04-02,US,USA,United States,3531507,173843117,3084709,2032041,111097268,1779043,1468409,60593376,1281876,1723839,65108866,1437072,Admin,,
2021-04-03,US,USA,United States,2234071,176077188,3060395,1310054,112407322,1772376,906509,61499885,1264294,1103605,66212471,1434889,Admin,,
2021-04-04,US,USA,United States,722418,176799606,2996909,423778,112831100,1738504,291054,61790939,1235396,345653,66558124,1409506,Admin,,
2021-04-05,US,USA,United States,2968702,179768308,3033939,1702580,114533680,1756302,1245933,63036872,1254782,1506582,68064706,1454029,Admin,,
2021-04-06,US,USA,United States,3800953,183569261,3086180,2232273,116765953,1792075,1545419,64582291,1271158,1964784,70029490,1512617,Admin,,
2021-04-07,US,USA,United States,4099252,187668513,3097252,2455178,119221131,1803535,1620778,66203069,1271250,2154702,72184192,1557483,Admin,,
2021-04-08,US,USA,United States,4119710,191788223,3068087,2400644,121621775,1793793,1693822,67896891,1253132,2273514,74457706,1581811,Admin,,
2021-04-09,US,USA,United States,4163712,195951935,3158402,2398695,124020470,1846172,1733993,69630884,1291073,2323412,76781118,1667464,Admin,,
2021-04-10,US,USA,United States,2787277,198739212,3237432,1693327,125713797,1900925,1076168,70707052,1315310,1586357,78367475,1736429,Admin,,
2021-04-11,US,USA,United States,1352845,200092057,3327493,823445,126537242,1958020,520710,71227762,1348118,764459,79131934,1796258,Admin,,
2021-04-12,US,USA,United States,2894462,202986519,3316887,1613126,128150368,1945241,1262977,72490739,1350552,1629291,80761225,1813788,Admin,,
2021-04-13,US,USA,United States,3356488,206343007,3253392,1724484,129874852,1872700,1611471,74102210,1359988,1634599,82395824,1766619,Admin,,
2021-04-14,US,USA,United States,3570950,209913957,3177920,1722835,131597687,1768079,1828295,75930505,1389634,1831625,84227449,1720465,Admin,,
2021-04-15,US,USA,United States,3595931,213509888,3103095,1731350,133329037,1672466,1843479,77773984,1411013,1845409,86072858,1659307,Admin,,
2021-04-16,US,USA,United States,3479531,216989419,3005354,1626428,134955465,1562142,1831340,79605324,1424920,1833088,87905946,1589261,Admin,,
2021-04-17,US,USA,United States,2280542,219269961,2932964,1151544,136107009,1484745,1118442,80723766,1430959,1118907,89024853,1522482,Admin,,
2021-04-18,US,USA,United States,1041125,220311086,2888432,512629,136619638,1440342,523914,81247680,1431417,524218,89549071,1488162,Admin,,
2021-04-19,US,USA,United States,2457132,222768218,2825957,1071718,137691356,1362998,1371134,82618814,1446868,1372586,90921657,1451490,Admin,,
2021-04-20,US,USA,United States,3069979,225838197,2785027,1344677,139036033,1308740,1708602,84327416,1460744,1709451,92631108,1462183,Admin,,
2021-04-21,US,USA,United States,3227725,229065922,2735995,1318040,140354073,1250912,1892829,86220245,1469963,1893694,94524802,1471050,Admin,,
2021-04-22,US,USA,United States,3306039,232371961,2694581,1365427,141719500,1198638,1925017,88145262,1481611,1925726,96450528,1482524,Admin,,
2021-04-23,US,USA,United States,3102106,235474067,2640664,1307829,143027329,1153123,1776935,89922197,1473839,1777640,98228168,1474603,Admin,,
2021-04-24,US,USA,United States,2113932,237587999,2616862,982960,144010289,1129040,1121235,91043432,1474238,1124874,99353042,1475455,Admin,,
2021-04-25,US,USA,United States,948770,238536769,2603669,484642,144494931,1125042,459804,91503236,1465079,464207,99817249,1466882,Admin,,
2021-04-26,US,USA,United States,2157769,240694538,2560902,877712,145372643,1097327,1268967,92772203,1450484,1284330,101101579,1454274,Admin,,
2021-04-27,US,USA,United States,2665752,243360290,2503156,1060792,146433435,1056772,1592206,94364409,1433856,1638784,102740363,1444179,Admin,,
2021-04-28,US,USA,United States,2865475,246225765,2451406,1109125,147542560,1026927,1742460,96106869,1412375,1806213,104546576,1431682,Admin,,
2021-04-29,US,USA,United States,2846707,249072472,2385787,1101204,148643764,989181,1731491,97838360,1384728,1808909,106355485,1414993,Admin,,
2021-04-30,US,USA,United States,2715553,251788025,2330565,1065341,149709105,954539,1635959,99474319,1364589,1720433,108075918,1406821,Admin,,
2021-05-01,US,USA,United States,1708038,253496063,2272580,675148,150384253,910566,1024491,100498810,1350768,1082097,109158015,1400710,Admin,,
2021-05-02,US,USA,United States,839025,254335088,2256902,324746,150708999,887724,510911,101009721,1358069,549083,109707098,1412835,Admin,,
2021-05-03,US,USA,United States,1872413,256207501,2216137,634586,151343585,852992,1226241,102235962,1351966,1326948,111034046,1418923,Admin,,
2021-05-04,US,USA,United States,2351327,258558828,2171219,810289,152153874,817206,1529767,103765729,1343046,1627442,112661488,1417303,Admin,,
2021-05-05,US,USA,United States,2366870,260925698,2099990,803832,152957706,773592,1551876,105317605,1315819,1647740,114309228,1394664,Admin,,
2021-05-06,US,USA,United States,2359758,263285456,2030426,776010,153733716,727136,1565074,106882679,1292046,1660283,115969511,1373432,Admin,,
2021-05-07,US,USA,United States,2353193,265638649,1978660,782420,154516136,686719,1558508,108441187,1280981,1654722,117624233,1364045,Admin,,
2021-05-08,US,USA,United States,1426941,267065590,1938503,484616,155000752,659500,931720,109372907,1267728,1001019,118625252,1352462,Admin,,
