Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,24323,24323,24323,20570,20570,20570,4384,4384,4384,Admin,,
2020-12-14,US,USA,United States,4402,28725,14362,4263,24833,12417,99,4483,2241,Admin,,
2020-12-15,US,USA,United States,49084,77809,25936,46860,71693,23898,226,4709,1569,Admin,,
2020-12-16,US,USA,United States,159316,237125,59281,153845,225538,56385,428,5137,1284,Admin,,
2020-12-17,US,USA,United States,271480,508605,101721,264362,489900,97980,688,5825,1165,Admin,,
2020-12-18,US,USA,United States,414283,922888,153814,405343,895243,149207,1199,7024,1170,Admin,,
2020-12-19,US,USA,United States,181403,1104291,157755,177376,1072619,153231,1016,8040,1148,Admin,,
2020-12-20,US,USA,United States,104750,1209041,169245,102755,1175374,164972,737,8777,627,Admin,,
2020-12-21,US,USA,United States,381596,1590637,223130,374907,1550281,217921,1317,10094,801,Admin,,
2020-12-22,US,USA,United States,448846,2039483,280239,440203,1990484,274113,2528,12622,1130,Admin,,
2020-12-23,US,USA,United States,574045,2613528,339486,561523,2552007,332353,2629,15251,1444,Admin,,
2020-12-24,US,USA,United States,196192,2809720,328730,191003,2743010,321873,1109,16360,1505,Admin,,
2020-12-25,US,USA,United States,12635,2822355,271352,12492,2755502,265751,93,16453,1347,Admin,,
2020-12-26,US,USA,United States,141781,2964136,265692,138102,2893604,260141,748,17201,1308,Admin,,
2020-12-27,US,USA,United States,96537,3060673,264518,93300,2986904,258790,705,17906,1304,Admin,,
2020-12-28,US,USA,United States,588071,3648744,294015,574498,3561402,287303,3663,21569,1639,Admin,,
2020-12-29,US,USA,United States,718371,4367115,332518,700404,4261806,324475,4704,26273,1950,Admin,,
2020-12-30,US,USA,United States,839416,5206531,370429,821074,5082880,361553,6644,32917,2523,Admin,,
2020-12-31,US,USA,United States,417880,5624411,402098,408426,5491306,392614,2971,35888,2789,Admin,,
2021-01-01,US,USA,United States,89790,5714201,413120,82362,5573668,402595,5786,41674,3603,Admin,,
2021-01-02,US,USA,United States,262543,5976744,430372,253491,5827159,419079,2744,44418,3888,Admin,,
2021-01-03,US,USA,United States,136808,6113552,436125,129616,5956775,424267,2358,46776,4124,Admin,,
2021-01-04,US,USA,United States,653019,6766571,445403,594048,6550823,427060,45299,92075,10072,Admin,,
2021-01-05,US,USA,United States,825500,7592071,460708,724738,7275561,430536,87619,179694,21917,Admin,,
2021-01-06,US,USA,United States,1016263,8608334,485971,826637,8102198,431331,171504,351198,45468,Admin,,
2021-01-07,US,USA,United States,1165292,9773626,592745,863500,8965698,496342,278463,629661,84824,Admin,,
2021-01-08,US,USA,United States,1232782,11006408,756029,845380,9811078,605344,360400,990061,135483,Admin,,
2021-01-09,US,USA,United States,508112,11514520,791110,369859,10180937,621968,128197,1118258,153405,Admin,,
2021-01-10,US,USA,United States,249716,11764236,807240,175485,10356422,628521,68724,1186982,162886,Admin,,
2021-01-11,US,USA,United States,1067855,12832091,866502,722493,11078915,646870,320859,1507841,202252,Admin,,
2021-01-12,US,USA,United States,1256473,14088564,928070,915880,11994795,674176,313409,1821250,234508,Admin,,
2021-01-13,US,USA,United States,1319122,15407686,971336,1027160,13021955,702822,269076,2090326,248446,Admin,,
2021-01-14,US,USA,United States,1310697,16718383,992108,1153247,14175202,744215,134750,2225076,227916,Admin,,
2021-01-15,US,USA,United States,1255753,17974136,995389,1116882,15292084,783001,119419,2344495,193490,Admin,,
2021-01-16,US,USA,United States,647246,18621382,1015266,564769,15856853,810845,71502,2415997,185391,Admin,,
2021-01-17,US,USA,United States,305193,18926575,1023191,255832,16112685,822323,41871,2457868,181555,Admin,,
2021-01-18,US,USA,United States,883699,19810274,996883,638398,16751083,810310,226088,2683956,168016,Admin,,
2021-01-19,US,USA,United States,1342260,21152534,1009138,963946,17715029,817176,352084,3036040,173541,Admin,,
2021-01-20,US,USA,United States,1596671,22749205,1048788,1150367,18865396,834777,416593,3452633,194615,Admin,,
2021-01-21,US,USA,United States,1625208,24374413,1093718,1326018,20191414,859459,271017,3723650,214082,Admin,,
2021-01-22,US,USA,United States,1626951,26001364,1146746,1394007,21585421,899048,206938,3930588,226584,Admin,,
2021-01-23,US,USA,United States,908176,26909540,1184022,743941,22329362,924644,148946,4079534,237648,Admin,,
2021-01-24,US,USA,United States,397259,27306799,1197174,302475,22631837,931307,87056,4166590,244103,Admin,,
2021-01-25,US,USA,United States,1372485,28679284,1267001,860698,23492535,963065,482996,4649586,280804,Admin,,
2021-01-26,US,USA,United States,1662295,30341579,1312720,1055681,24548216,976170,574349,5223935,312556,Admin,,
2021-01-27,US,USA,United States,1930637,32272216,1360430,1251880,25800096,990671,638913,5862848,344316,Admin,,
2021-01-28,US,USA,United States,1959892,34232108,1408242,1371154,27171250,997119,548319,6411167,383931,Admin,,
2021-01-29,US,USA,United States,1914872,36146980,1449373,1374948,28546198,994397,486355,6897522,423847,Admin,,
2021-01-30,US,USA,United States,1022812,37169792,1465750,763831,29310029,997238,239622,7137144,436801,Admin,,
