Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12607,12607,12607,11084,11084,11084,1355,1355,1355,1422,1422,1422,Admin,,
2020-12-14,US,USA,United States,3768,16375,8187,3640,14724,7362,5,1360,680,19,1441,720,Admin,,
2020-12-15,US,USA,United States,49456,65831,21943,45988,60712,20237,26,1386,462,38,1479,493,Admin,,
2020-12-16,US,USA,United States,159335,225166,56291,152426,213138,53285,203,1589,397,212,1691,422,Admin,,
2020-12-17,US,USA,United States,271882,497048,99409,260840,473978,94796,512,2101,420,528,2219,443,Admin,,
2020-12-18,US,USA,United States,414331,911379,151896,402588,876566,146094,622,2723,454,622,2841,473,Admin,,
2020-12-19,US,USA,United States,180724,1092103,156014,175869,1052435,150348,732,3455,494,733,3574,510,Admin,,
2020-12-20,US,USA,United States,103412,1195515,168986,101071,1153506,163203,508,3963,373,543,4117,385,Admin,,
2020-12-21,US,USA,United States,378280,1573795,222488,369678,1523184,215494,846,4809,493,850,4967,503,Admin,,
2020-12-22,US,USA,United States,445117,2018912,279011,435720,1958904,271170,2098,6907,789,2101,7068,798,Admin,,
2020-12-23,US,USA,United States,564854,2583766,336942,552617,2511521,328340,1680,8587,1000,1682,8750,1008,Admin,,
2020-12-24,US,USA,United States,193223,2776989,325705,187615,2699136,317880,873,9460,1051,876,9626,1058,Admin,,
2020-12-25,US,USA,United States,12070,2789059,268240,11959,2711095,262076,53,9513,970,53,9679,976,Admin,,
2020-12-26,US,USA,United States,137757,2926816,262101,135187,2846282,256264,367,9880,918,369,10048,924,Admin,,
2020-12-27,US,USA,United States,92759,3019575,260580,90798,2937080,254796,335,10215,893,382,10430,901,Admin,,
2020-12-28,US,USA,United States,573327,3592902,288443,558986,3496066,281840,2354,12569,1109,2358,12788,1117,Admin,,
2020-12-29,US,USA,United States,702552,4295454,325220,681199,4177265,316909,3061,15630,1246,3066,15854,1255,Admin,,
2020-12-30,US,USA,United States,821019,5116473,361815,797540,4974805,351898,5555,21185,1800,5558,21412,1808,Admin,,
2020-12-31,US,USA,United States,412454,5528927,393134,400805,5375610,382353,2053,23238,1968,2054,23466,1977,Admin,,
2021-01-01,US,USA,United States,46782,5575709,398092,44354,5419964,386981,1622,24860,2192,1694,25160,2211,Admin,,
2021-01-02,US,USA,United States,249316,5825025,414029,242357,5662321,402291,2241,27101,2460,2248,27408,2480,Admin,,
2021-01-03,US,USA,United States,129580,5954605,419290,123292,5785613,406933,2112,29213,2714,2114,29522,2727,Admin,,
2021-01-04,US,USA,United States,627902,6582507,427086,572897,6358510,408921,42116,71329,8394,42128,71650,8408,Admin,,
2021-01-05,US,USA,United States,790151,7372658,439600,694407,7052917,410807,82370,153699,19724,82381,154031,19739,Admin,,
2021-01-06,US,USA,United States,985953,8358611,463162,802664,7855581,411539,165980,319679,42642,166000,320031,42659,Admin,,
2021-01-07,US,USA,United States,1123108,9481719,564684,832628,8688209,473228,268996,588675,80777,269004,589035,80795,Admin,,
2021-01-08,US,USA,United States,1188050,10669769,727722,814516,9502725,583252,350596,939271,130630,350613,939648,130641,Admin,,
2021-01-09,US,USA,United States,487854,11157623,761799,356541,9859266,599564,123774,1063045,147992,123778,1063426,148002,Admin,,
2021-01-10,US,USA,United States,237590,11395213,777229,167046,10026312,605814,66952,1129997,157255,66961,1130387,157266,Admin,,
2021-01-11,US,USA,United States,1025619,12420832,834046,693748,10720060,623079,313097,1443094,195966,313112,1443499,195978,Admin,,
2021-01-12,US,USA,United States,1201520,13622352,892813,876523,11596583,649095,304960,1748054,227765,304979,1748478,227778,Admin,,
2021-01-13,US,USA,United States,1276136,14898488,934268,994741,12591324,676535,263029,2011083,241629,263040,2011518,241641,Admin,,
2021-01-14,US,USA,United States,1265510,16163998,954611,1119903,13711227,717574,128839,2139922,221607,128849,2140367,221618,Admin,,
2021-01-15,US,USA,United States,1209222,17373220,957635,1082896,14794123,755914,113466,2253388,187731,113483,2253850,187743,Admin,,
2021-01-16,US,USA,United States,626695,17999915,977470,553814,15347937,784096,67765,2321153,179730,67775,2321625,179742,Admin,,
2021-01-17,US,USA,United States,292211,18292126,985273,250573,15598510,796028,39395,2360548,175793,39396,2361021,175804,Admin,,
2021-01-18,US,USA,United States,836812,19128938,958300,615584,16214094,784862,214539,2575087,161713,214555,2575576,161725,Admin,,
2021-01-19,US,USA,United States,1294249,20423187,971547,943231,17157325,794392,335377,2910464,166059,335384,2910960,166068,Admin,,
2021-01-20,US,USA,United States,1558878,21982065,1011939,1138433,18295758,814919,400918,3311382,185757,400928,3311888,185767,Admin,,
2021-01-21,US,USA,United States,1574583,23556648,1056092,1297318,19593076,840264,256805,3568187,204038,256828,3568716,204049,Admin,,
2021-01-22,US,USA,United States,1570551,25127199,1107711,1355309,20948385,879180,197449,3765636,216035,197463,3766179,216047,Admin,,
2021-01-23,US,USA,United States,879284,26006483,1143795,726776,21675161,903889,141826,3907462,226616,141833,3908012,226626,Admin,,
2021-01-24,US,USA,United States,380828,26387311,1156455,293753,21968914,910058,82290,3989752,232743,82294,3990306,232755,Admin,,
2021-01-25,US,USA,United States,1305624,27692935,1223428,830981,22799895,940829,457795,4447547,267494,457805,4448111,267505,Admin,,
2021-01-26,US,USA,United States,1605063,29297998,1267830,1035144,23835039,953959,548822,4996369,297986,548835,4996946,297998,Admin,,
2021-01-27,US,USA,United States,1860671,31158669,1310943,1219991,25055030,965610,613079,5609448,328295,613092,5610038,328307,Admin,,
2021-01-28,US,USA,United States,1884701,33043370,1355246,1340768,26395798,971817,522933,6132381,366313,522963,6133001,366326,Admin,,
2021-01-29,US,USA,United States,1835245,34878615,1393059,1332576,27728374,968570,467604,6599985,404907,467616,6600617,404919,Admin,,
2021-01-30,US,USA,United States,986330,35864945,1408351,745752,28474126,971281,228374,6828359,417271,228376,6828993,417283,Admin,,
2021-01-31,US,USA,United States,441747,36306692,1417054,318962,28793088,974882,117026,6945385,422233,117028,6946021,422245,Admin,,
2021-02-01,US,USA,United States,1260621,37567313,1410625,716450,29509538,958520,523913,7469298,431679,523981,7470002,431698,Admin,,
2021-02-02,US,USA,United States,1610047,39177360,1411337,936426,30445964,944418,653600,8122898,446647,653637,8123639,446670,Admin,,
2021-02-03,US,USA,United States,2053812,41231172,1438929,1236167,31682131,946729,789765,8912663,471888,789790,8913429,471913,Admin,,
2021-02-04,US,USA,United States,2244413,43475585,1490316,1357702,33039833,949148,861092,9773755,520196,861132,9774561,520222,Admin,,
2021-02-05,US,USA,United States,2252771,45728356,1549963,1328492,34368325,948564,903412,10677167,582455,903447,10678008,582484,Admin,,
2021-02-06,US,USA,United States,1251021,46979377,1587776,839185,35207510,961912,399606,11076773,606916,399635,11077643,606950,Admin,,
2021-02-07,US,USA,United States,429916,47409293,1586085,276088,35483598,955787,147483,11224256,611267,147496,11225139,611302,Admin,,
2021-02-08,US,USA,United States,1488605,48897898,1618655,814816,36298414,969839,660061,11884317,630717,660092,11885231,630747,Admin,,
2021-02-09,US,USA,United States,1873460,50771358,1656285,1013326,37311740,980825,845013,12729330,658062,845049,12730280,658091,Admin,,
2021-02-10,US,USA,United States,2188410,52959768,1675513,1194264,38506004,974839,977404,13706734,684867,977441,13707721,684898,Admin,,
2021-02-11,US,USA,United States,2290297,55250065,1682068,1240446,39746450,958088,1031379,14738113,709194,1031426,14739147,709226,Admin,,
2021-02-12,US,USA,United States,2471057,57721122,1713252,1341836,41088286,959994,1102178,15840291,737589,1102235,15841382,737624,Admin,,
2021-02-13,US,USA,United States,1411861,59132983,1736229,841242,41929528,960288,554726,16395017,759749,554761,16396143,759785,Admin,,
2021-02-14,US,USA,United States,556188,59689171,1754268,332137,42261665,968295,218852,16613869,769945,218858,16615001,769980,Admin,,
2021-02-15,US,USA,United States,1111279,60800450,1700364,595851,42857516,937015,498230,17112099,746826,498271,17113272,746863,Admin,,
2021-02-16,US,USA,United States,1554537,62354987,1654804,781898,43639414,903953,751823,17863922,733513,751851,17865123,733549,Admin,,
2021-02-17,US,USA,United States,1891395,64246382,1612373,918004,44557418,864488,951600,18815522,729827,951643,18816766,729863,Admin,,
2021-02-18,US,USA,United States,1768697,66015079,1537859,816476,45373894,803921,926584,19742106,714856,926651,19743417,714895,Admin,,
2021-02-19,US,USA,United States,1876473,67891552,1452918,814301,46188195,728558,1036209,20778315,705432,1036349,20779766,705483,Admin,,
2021-02-20,US,USA,United States,1252433,69143985,1430143,589639,46777834,692615,647806,21426121,718729,647838,21427604,718780,Admin,,
2021-02-21,US,USA,United States,550597,69694582,1429344,241063,47018897,679605,300839,21726960,730442,300875,21728479,730496,Admin,,
2021-02-22,US,USA,United States,1386812,71081394,1468706,607726,47626623,681301,754211,22481171,767010,754280,22482759,767069,Admin,,
2021-02-23,US,USA,United States,1848436,72929830,1510691,854032,48480655,691606,963227,23444398,797211,963284,23446043,797274,Admin,,
2021-02-24,US,USA,United States,2400600,75330430,1583435,1215443,49696098,734097,1155874,24600272,826393,1155981,24602024,826465,Admin,,
2021-02-25,US,USA,United States,2785296,78115726,1728663,1495231,51191329,831062,1254360,25854632,873218,1254535,25856559,873306,Admin,,
2021-02-26,US,USA,United States,2955711,81071437,1882840,1632687,52824016,947974,1292506,27147138,909832,1292582,27149141,909910,Admin,,
2021-02-27,US,USA,United States,1898088,82969525,1975077,1109970,53933986,1022307,768106,27915244,927018,768365,27917506,927128,Admin,,
2021-02-28,US,USA,United States,796275,83765800,2010174,515507,54449493,1061514,269294,28184538,922511,269326,28186832,922621,Admin,,
2021-03-01,US,USA,United States,1811697,85577497,2070871,1080131,55529624,1129000,706354,28890892,915674,706980,28893812,915864,Admin,,
2021-03-02,US,USA,United States,2311313,87888810,2136997,1399250,56928874,1206888,891407,29782299,905414,892104,29785916,905696,Admin,,
2021-03-03,US,USA,United States,2758177,90646987,2188079,1684442,58613316,1273888,1048939,30831238,890138,1058969,30844885,891837,Admin,,
2021-03-04,US,USA,United States,3039313,93686300,2224367,1893775,60507091,1330823,1116269,31947507,870411,1163241,32008126,878795,Admin,,
2021-03-05,US,USA,United States,3065091,96751391,2239993,1944316,62451407,1375342,1101105,33048612,843068,1222761,33230887,868820,Admin,,
2021-03-06,US,USA,United States,1958323,98709714,2248598,1303353,63754760,1402968,644963,33693575,825476,817000,34047887,875768,Admin,,
2021-03-07,US,USA,United States,864847,99574561,2258394,642676,64397436,1421135,218271,33911846,818187,318150,34366037,882743,Admin,,
2021-03-08,US,USA,United States,2036710,101611271,2290539,1421077,65818513,1469841,603782,34515628,803534,795523,35161560,895392,Admin,,
2021-03-09,US,USA,United States,2545136,104156407,2323942,1728980,67547493,1516946,804098,35319726,791061,1008614,36170174,912036,Admin,,
2021-03-10,US,USA,United States,2991067,107147474,2357212,2007953,69555446,1563161,965797,36285523,779184,1202257,37372431,932506,Admin,,
2021-03-11,US,USA,United States,3315397,110462871,2396653,2223307,71778753,1610237,1066066,37351589,772012,1329569,38702000,956267,Admin,,
2021-03-12,US,USA,United States,3282910,113745781,2427770,2060842,73839595,1626884,1186179,38537768,784165,1441986,40143986,987585,Admin,,
2021-03-13,US,USA,United States,2096357,115842138,2447489,1353307,75192902,1634020,723142,39260910,795334,962568,41106554,1008381,Admin,,
2021-03-14,US,USA,United States,923299,116765437,2455839,628363,75821265,1631976,282971,39543881,804576,391490,41498044,1018858,Admin,,
2021-03-15,US,USA,United States,2141845,118907282,2470858,1433276,77254541,1633718,685505,40229386,816251,812847,42310891,1021333,Admin,,
2021-03-16,US,USA,United States,2741713,121648995,2498941,1872690,79127231,1654248,852735,41082121,823199,981876,43292767,1017513,Admin,,
2021-03-17,US,USA,United States,3018096,124667091,2502802,2070777,81198008,1663223,930682,42012803,818183,1058706,44351473,997006,Admin,,
2021-03-18,US,USA,United States,3229136,127896227,2490479,2222702,83420710,1663137,990155,43002958,807338,1127110,45478583,968083,Admin,,
2021-03-19,US,USA,United States,3162262,131058489,2473244,2153661,85574371,1676397,991722,43994680,779559,1139625,46618208,924888,Admin,,
2021-03-20,US,USA,United States,2048950,133107439,2466471,1366734,86941105,1678315,672691,44667371,772352,807396,47425604,902721,Admin,,
2021-03-21,US,USA,United States,954247,134061686,2470892,656224,87597329,1682295,292938,44960309,773775,340723,47766327,895469,Admin,,
2021-03-22,US,USA,United States,2222129,136283815,2482361,1549894,89147223,1698955,660855,45621164,770254,743002,48509329,885491,Admin,,
