Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12576,12576,12576,11053,11053,11053,1355,1355,1355,1421,1421,1421,Admin,,
2020-12-14,US,USA,United States,3758,16334,8167,3630,14683,7342,5,1360,680,16,1437,718,Admin,,
2020-12-15,US,USA,United States,49438,65772,21924,45970,60653,20218,26,1386,462,37,1474,491,Admin,,
2020-12-16,US,USA,United States,159272,225044,56261,152364,213017,53254,203,1589,397,211,1685,421,Admin,,
2020-12-17,US,USA,United States,271782,496826,99365,260745,473762,94752,508,2097,419,522,2207,441,Admin,,
2020-12-18,US,USA,United States,414190,911016,151836,402486,876248,146041,611,2708,451,611,2818,469,Admin,,
2020-12-19,US,USA,United States,180675,1091691,155955,175831,1052079,150297,726,3434,491,727,3545,506,Admin,,
2020-12-20,US,USA,United States,103367,1195058,168926,101031,1153110,163151,506,3940,369,541,4086,380,Admin,,
2020-12-21,US,USA,United States,378103,1573161,222403,369527,1522637,215422,840,4780,489,844,4930,499,Admin,,
2020-12-22,US,USA,United States,445732,2018893,279017,436342,1958979,271189,2094,6874,784,2095,7025,793,Admin,,
2020-12-23,US,USA,United States,564497,2583390,336906,552279,2511258,328320,1668,8542,993,1670,8695,1001,Admin,,
2020-12-24,US,USA,United States,193120,2776510,325669,187521,2698779,317860,868,9410,1045,871,9566,1051,Admin,,
2020-12-25,US,USA,United States,12063,2788573,268222,11954,2710733,262069,52,9462,965,52,9618,971,Admin,,
2020-12-26,US,USA,United States,137692,2926265,262082,135128,2845861,256255,364,9826,913,366,9984,919,Admin,,
2020-12-27,US,USA,United States,92725,3018990,260561,90769,2936630,254789,330,10156,888,377,10361,896,Admin,,
2020-12-28,US,USA,United States,573054,3592044,288411,558745,3495375,281820,2330,12486,1101,2333,12694,1109,Admin,,
2020-12-29,US,USA,United States,701892,4293936,325006,680582,4175957,316711,3036,15522,1235,3040,15734,1244,Admin,,
2020-12-30,US,USA,United States,820396,5114332,361563,796973,4972930,351667,5521,21043,1786,5524,21258,1794,Admin,,
2020-12-31,US,USA,United States,412275,5526607,392871,400645,5373575,382114,2035,23078,1953,2036,23294,1961,Admin,,
2021-01-01,US,USA,United States,46146,5572753,397740,43779,5417354,386660,1566,24644,2169,1630,24924,2186,Admin,,
2021-01-02,US,USA,United States,249129,5821882,413659,242195,5659549,401955,2223,26867,2434,2230,27154,2452,Admin,,
2021-01-03,US,USA,United States,129479,5951361,418910,123201,5782750,406589,2103,28970,2688,2105,29259,2699,Admin,,
2021-01-04,US,USA,United States,627280,6578641,426656,572369,6355119,408535,42047,71017,8362,42059,71318,8374,Admin,,
2021-01-05,US,USA,United States,790237,7368878,439277,694593,7049712,410536,82284,153301,19683,82293,153611,19696,Admin,,
2021-01-06,US,USA,United States,985398,8354276,462849,802247,7851959,411290,165887,319188,42592,165905,319516,42608,Admin,,
2021-01-07,US,USA,United States,1122511,9476787,564311,832185,8684144,472938,268867,588055,80711,268875,588391,80728,Admin,,
2021-01-08,US,USA,United States,1185510,10662297,727077,812253,9496397,582720,350406,938461,130545,350422,938813,130555,Admin,,
2021-01-09,US,USA,United States,487596,11149893,761144,356355,9852752,599029,123730,1062191,147903,123734,1062547,147913,Admin,,
2021-01-10,US,USA,United States,237442,11387335,776567,166938,10019690,605277,66919,1129110,157163,66926,1129473,157173,Admin,,
2021-01-11,US,USA,United States,1024848,12412183,833363,693153,10712843,622532,312979,1442089,195867,312994,1442467,195878,Admin,,
2021-01-12,US,USA,United States,1200751,13612934,892008,875940,11588783,648439,304834,1746923,227660,304853,1747320,227672,Admin,,
2021-01-13,US,USA,United States,1275140,14888074,933399,994042,12582825,675838,262834,2009757,241510,262844,2010164,241521,Admin,,
2021-01-14,US,USA,United States,1264636,16152710,953703,1119198,13702023,716840,128731,2138488,221490,128741,2138905,221502,Admin,,
2021-01-15,US,USA,United States,1207931,17360641,956906,1081819,14783842,755349,113317,2251805,187621,113332,2252237,187632,Admin,,
2021-01-16,US,USA,United States,626232,17986873,976711,553420,15337262,783501,67711,2319516,179618,67720,2319957,179630,Admin,,
2021-01-17,US,USA,United States,291927,18278800,984495,250351,15587613,795418,39345,2358861,175679,39346,2359303,175690,Admin,,
2021-01-18,US,USA,United States,835857,19114657,957496,614838,16202451,784230,214386,2573247,161594,214400,2573703,161605,Admin,,
2021-01-19,US,USA,United States,1293239,20407896,970708,942546,17144997,793745,335121,2908368,165921,335128,2908831,165930,Admin,,
2021-01-20,US,USA,United States,1557121,21965017,1010991,1137158,18282155,814190,400536,3308904,185592,400543,3309374,185601,Admin,,
2021-01-21,US,USA,United States,1572525,23537542,1054976,1295588,19577743,839389,256570,3565474,203855,256592,3565966,203865,Admin,,
2021-01-22,US,USA,United States,1567230,25104772,1106304,1352290,20930033,878027,197218,3762692,215841,197231,3763197,215851,Admin,,
2021-01-23,US,USA,United States,878031,25982803,1142275,725673,21655706,902635,141696,3904388,226410,141700,3904897,226420,Admin,,
2021-01-24,US,USA,United States,380111,26362914,1154873,293126,21948832,908746,82223,3986611,232536,82227,3987124,232545,Admin,,
2021-01-25,US,USA,United States,1304105,27667019,1221766,829911,22778743,939470,457437,4444048,267257,457447,4444571,267266,Admin,,
2021-01-26,US,USA,United States,1602988,29270007,1266015,1033931,23812674,952525,548054,4992102,297676,548067,4992638,297686,Admin,,
2021-01-27,US,USA,United States,1858510,31128517,1309071,1218712,25031386,964176,612312,5604414,327930,612325,5604963,327941,Admin,,
2021-01-28,US,USA,United States,1882822,33011339,1353399,1339501,26370887,970449,522445,6126859,365912,522474,6127437,365924,Admin,,
2021-01-29,US,USA,United States,1832775,34844114,1391334,1330971,27701858,967404,466891,6593750,404437,466902,6594339,404448,Admin,,
2021-01-30,US,USA,United States,985622,35829736,1406704,745250,28447108,970200,228217,6821967,416797,228218,6822557,416808,Admin,,
2021-01-31,US,USA,United States,441470,36271206,1415470,318856,28765964,973876,116894,6938861,421750,116896,6939453,421761,Admin,,
2021-02-01,US,USA,United States,1257688,37528894,1408839,714548,29480512,957396,523148,7462009,431137,523197,7462650,431154,Admin,,
2021-02-02,US,USA,United States,1607075,39135969,1409423,934267,30414779,943158,652939,8114948,446121,652974,8115624,446140,Admin,,
2021-02-03,US,USA,United States,2051304,41187273,1436965,1234726,31649505,945446,788930,8903878,471352,788953,8904577,471373,Admin,,
2021-02-04,US,USA,United States,2240701,43427974,1488090,1355014,33004519,947662,860253,9764131,519610,860290,9764867,519632,Admin,,
2021-02-05,US,USA,United States,2248912,45676886,1547538,1325985,34330504,946949,902289,10666420,581810,902322,10667189,581835,Admin,,
2021-02-06,US,USA,United States,1248670,46925556,1585117,837448,35167952,960121,399074,11065494,606218,399102,11066291,606247,Admin,,
2021-02-07,US,USA,United States,429261,47354817,1583373,275659,35443611,953950,147319,11212813,610565,147331,11213622,610595,Admin,,
2021-02-08,US,USA,United States,1485543,48840360,1615923,812725,36256336,967975,659273,11872086,630011,659302,11872924,630039,Admin,,
