Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12439,12439,12439,10919,10919,10919,1355,1355,1355,1420,1420,1420,Admin,,
2020-12-14,US,USA,United States,3723,16162,8081,3595,14514,7257,5,1360,680,13,1433,716,Admin,,
2020-12-15,US,USA,United States,49315,65477,21825,45849,60363,20121,25,1385,462,32,1465,488,Admin,,
2020-12-16,US,USA,United States,159087,224564,56141,152188,212551,53138,200,1585,396,207,1672,418,Admin,,
2020-12-17,US,USA,United States,271475,496039,99207,260460,473011,94602,500,2085,417,507,2179,435,Admin,,
2020-12-18,US,USA,United States,413927,909966,151661,402370,875381,145897,601,2686,448,601,2780,463,Admin,,
2020-12-19,US,USA,United States,180376,1090342,155763,175611,1050992,150142,714,3400,486,715,3495,499,Admin,,
2020-12-20,US,USA,United States,103160,1193502,168723,100872,1151864,162992,502,3902,364,537,4032,373,Admin,,
2020-12-21,US,USA,United States,377598,1571100,222134,369117,1520981,215210,821,4723,480,825,4857,489,Admin,,
2020-12-22,US,USA,United States,445268,2016368,278698,435912,1956893,270933,2072,6795,773,2073,6930,780,Admin,,
2020-12-23,US,USA,United States,563967,2580335,336538,551796,2508689,328020,1639,8434,978,1641,8571,985,Admin,,
2020-12-24,US,USA,United States,192908,2773243,325314,187333,2696022,317573,855,9289,1029,856,9427,1035,Admin,,
2020-12-25,US,USA,United States,12028,2785271,267900,11924,2707946,261795,47,9336,950,47,9474,956,Admin,,
2020-12-26,US,USA,United States,137485,2922756,261773,134944,2842890,255985,342,9678,897,344,9818,903,Admin,,
2020-12-27,US,USA,United States,92523,3015279,260253,90625,2933515,254522,320,9998,871,321,10139,872,Admin,,
2020-12-28,US,USA,United States,571784,3587063,287994,557539,3491054,281439,2287,12285,1080,2290,12429,1081,Admin,,
2020-12-29,US,USA,United States,701400,4288463,324585,680180,4171234,316334,2983,15268,1210,2987,15416,1212,Admin,,
2020-12-30,US,USA,United States,819220,5107683,361049,795920,4967154,351209,5433,20701,1752,5436,20852,1754,Admin,,
2020-12-31,US,USA,United States,411619,5519302,392294,400077,5367231,381601,1955,22656,1910,1955,22807,1911,Admin,,
2021-01-01,US,USA,United States,44606,5563908,396948,42460,5409691,385964,1362,24018,2097,1409,24216,2106,Admin,,
2021-01-02,US,USA,United States,248488,5812396,412805,241666,5651357,401210,2119,26137,2351,2125,26341,2360,Admin,,
2021-01-03,US,USA,United States,129142,5941538,418037,122897,5774254,405820,2077,28214,2602,2079,28420,2611,Admin,,
2021-01-04,US,USA,United States,625513,6567051,425712,570869,6345123,407724,41827,70041,8251,41838,70258,8261,Admin,,
2021-01-05,US,USA,United States,786223,7353274,437830,690813,7035936,409243,82074,152115,19550,82081,152339,19560,Admin,,
2021-01-06,US,USA,United States,978723,8331997,460616,796003,7831939,409255,165522,317637,42419,165537,317876,42432,Admin,,
2021-01-07,US,USA,United States,1119684,9451681,561768,830074,8662013,470683,268219,585856,80457,268223,586099,80470,Admin,,
2021-01-08,US,USA,United States,1181847,10633528,724231,809481,9471494,580258,349618,935474,130208,349628,935727,130215,Admin,,
2021-01-09,US,USA,United States,486778,11120306,758272,355744,9827238,596554,123568,1059042,147558,123570,1059297,147565,Admin,,
2021-01-10,US,USA,United States,236723,11357029,773641,166359,9993597,602763,66827,1125869,156808,66830,1126127,156815,Admin,,
2021-01-11,US,USA,United States,1021121,12378150,830157,690070,10683667,619792,312464,1438333,195470,312474,1438601,195477,Admin,,
2021-01-12,US,USA,United States,1196701,13574851,888796,872548,11556215,645754,304367,1742700,227226,304381,1742982,227234,Admin,,
2021-01-13,US,USA,United States,1269702,14844553,930365,989482,12545697,673394,262111,2004811,241025,262120,2005102,241032,Admin,,
2021-01-14,US,USA,United States,1259013,16103566,950269,1114139,13659836,713975,128278,2133089,221033,128286,2133388,221041,Admin,,
2021-01-15,US,USA,United States,1202485,17306051,953217,1076950,14736786,752185,112848,2245937,187209,112859,2246247,187217,Admin,,
2021-01-16,US,USA,United States,624603,17930654,972906,552052,15288838,780229,67491,2313428,179198,67498,2313745,179206,Admin,,
2021-01-17,US,USA,United States,291345,18221999,980710,249935,15538773,792168,39207,2352635,175252,39207,2352952,175260,Admin,,
2021-01-18,US,USA,United States,829403,19051402,953321,610303,16149076,780773,212558,2565193,160980,212567,2565519,160988,Admin,,
2021-01-19,US,USA,United States,1286816,20338218,966195,938730,17087806,790227,332616,2897809,165016,332621,2898140,165022,Admin,,
2021-01-20,US,USA,United States,1550756,21888974,1006345,1133820,18221626,810847,397719,3295528,184388,397726,3295866,184394,Admin,,
2021-01-21,US,USA,United States,1566618,23455592,1050289,1291730,19513356,836217,254926,3550454,202481,254945,3550811,202489,Admin,,
2021-01-22,US,USA,United States,1563965,25019557,1101929,1350279,20863635,875264,196376,3746830,214413,196389,3747200,214421,Admin,,
2021-01-23,US,USA,United States,875835,25895392,1137819,724317,21587952,899873,141167,3887997,224938,141170,3888370,224946,Admin,,
2021-01-24,US,USA,United States,378618,26274010,1150287,292453,21880405,905947,81622,3969619,230998,81625,3969995,231006,Admin,,
2021-01-25,US,USA,United States,1300577,27574587,1217597,828138,22708543,937067,455890,4425509,265759,455898,4425893,265767,Admin,,
2021-01-26,US,USA,United States,1598335,29172922,1262100,1033218,23741761,950565,544363,4969872,296009,544375,4970268,296018,Admin,,
2021-01-27,US,USA,United States,1852059,31024981,1305143,1216892,24958653,962432,608678,5578550,326146,608688,5578956,326155,Admin,,
2021-01-28,US,USA,United States,1876828,32901809,1349459,1336260,26294913,968794,520222,6098772,364045,520249,6099205,364056,Admin,,
2021-01-29,US,USA,United States,1827853,34729662,1387157,1328733,27623646,965716,464973,6563745,402416,464983,6564188,402426,Admin,,
2021-01-30,US,USA,United States,982980,35712642,1402464,743843,28367489,968505,227329,6791074,414725,227330,6791518,414735,Admin,,
2021-01-31,US,USA,United States,439357,36151999,1411141,318015,28685504,972157,115838,6906912,419613,115840,6907358,419623,Admin,,
2021-02-01,US,USA,United States,1250437,37402436,1403978,710977,29396481,955420,520160,7427072,428795,520189,7427547,428807,Admin,,
2021-02-02,US,USA,United States,1600467,39002903,1404283,930987,30327468,940815,649996,8077068,443885,650021,8077568,443900,Admin,,
2021-02-03,US,USA,United States,2044127,41047030,1431721,1231963,31559431,942968,785092,8862160,469087,785109,8862677,469103,Admin,,
2021-02-04,US,USA,United States,2233257,43280287,1482639,1351413,32910844,945133,856985,9719145,517196,857017,9719694,517212,Admin,,
2021-02-05,US,USA,United States,2241394,45521681,1541717,1323043,34233887,944320,898297,10617442,579100,898326,10618020,579118,Admin,,
2021-02-06,US,USA,United States,1245130,46766811,1579167,835698,35069585,957442,397558,11015000,603418,397584,11015604,603440,Admin,,
2021-02-07,US,USA,United States,426448,47193259,1577322,273822,35343407,951129,146489,11161489,607797,146496,11162100,607820,Admin,,
2021-02-08,US,USA,United States,1479839,48673098,1610094,810794,36154201,965389,655976,11817465,627199,655997,11818097,627221,Admin,,
2021-02-09,US,USA,United States,1861345,50534443,1647362,1008326,37162527,976437,838769,12656234,654167,838796,12656893,654189,Admin,,
2021-02-10,US,USA,United States,2177881,52712324,1666470,1191328,38353855,970632,970669,13626903,680678,970692,13627585,680701,Admin,,
2021-02-11,US,USA,United States,2276789,54989113,1672689,1234194,39588049,953886,1025063,14651966,704689,1025100,14652685,704713,Admin,,
2021-02-12,US,USA,United States,2458496,57447609,1703704,1336769,40924818,955847,1095811,15747777,732905,1095851,15748536,732930,Admin,,
2021-02-13,US,USA,United States,1402199,58849808,1726142,836060,41760878,955899,550738,16298515,754788,550766,16299302,754814,Admin,,
2021-02-14,US,USA,United States,551555,59401363,1744014,329299,42090177,963824,217705,16516220,764962,217710,16517012,764987,Admin,,
2021-02-15,US,USA,United States,1104480,60505843,1690392,592216,42682393,932599,496043,17012263,742114,496070,17013082,742140,Admin,,
2021-02-16,US,USA,United States,1543392,62049235,1644970,775043,43457436,899273,748311,17760574,729191,748335,17761417,729217,Admin,,
