Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,28769,28769,28769,24014,24014,24014,5499,5499,5499,Admin,,
2020-12-14,US,USA,United States,4548,33317,16658,4390,28404,14202,118,5617,2808,Admin,,
2020-12-15,US,USA,United States,49659,82976,27658,47333,75737,25246,259,5876,1958,Admin,,
2020-12-16,US,USA,United States,159707,242683,60670,154325,230062,57516,465,6341,1585,Admin,,
2020-12-17,US,USA,United States,272345,515028,103005,265238,495300,99060,737,7078,1415,Admin,,
2020-12-18,US,USA,United States,415969,930997,155166,407440,902740,150457,1191,8269,1378,Admin,,
2020-12-19,US,USA,United States,181705,1112702,158957,177795,1080535,154362,1041,9310,1330,Admin,,
2020-12-20,US,USA,United States,105105,1217807,169862,103201,1183736,165675,692,10002,643,Admin,,
2020-12-21,US,USA,United States,381504,1599311,223713,375009,1558745,218620,1470,11472,836,Admin,,
2020-12-22,US,USA,United States,447254,2046565,280512,438807,1997552,274545,2850,14322,1206,Admin,,
2020-12-23,US,USA,United States,574596,2621161,339782,562177,2559729,332810,2896,17218,1553,Admin,,
2020-12-24,US,USA,United States,195770,2816931,328843,190770,2750499,322171,1087,18305,1603,Admin,,
2020-12-25,US,USA,United States,12641,2829572,271225,12489,2762988,265750,101,18406,1448,Admin,,
2020-12-26,US,USA,United States,141824,2971396,265527,137891,2900879,260049,960,19366,1436,Admin,,
2020-12-27,US,USA,United States,96626,3068022,264316,93353,2994232,258642,715,20081,1439,Admin,,
2020-12-28,US,USA,United States,590440,3658462,294164,576132,3570364,287374,4083,24164,1813,Admin,,
2020-12-29,US,USA,United States,721299,4379761,333313,702358,4272722,325024,5193,29357,2147,Admin,,
2020-12-30,US,USA,United States,842458,5222219,371579,822752,5095474,362249,7691,37048,2832,Admin,,
2020-12-31,US,USA,United States,419775,5641994,403580,409982,5505456,393565,3101,40149,3120,Admin,,
2021-01-01,US,USA,United States,99846,5741840,416038,90679,5596135,404735,6573,46722,4045,Admin,,
2021-01-02,US,USA,United States,264093,6005933,433505,255291,5851426,421507,2821,49543,4311,Admin,,
2021-01-03,US,USA,United States,138642,6144575,439507,131685,5983111,426983,2429,51972,4555,Admin,,
2021-01-04,US,USA,United States,656590,6801165,448957,597500,6580611,430035,45646,97618,10493,Admin,,
2021-01-05,US,USA,United States,830592,7631757,464570,728872,7309483,433823,88211,185829,22353,Admin,,
2021-01-06,US,USA,United States,1020270,8652027,489972,830125,8139608,434876,171931,357760,45816,Admin,,
2021-01-07,US,USA,United States,1169127,9821154,597022,865785,9005393,499991,280225,637985,85405,Admin,,
2021-01-08,US,USA,United States,1235437,11056591,759250,846898,9852291,608022,362621,1000606,136269,Admin,,
2021-01-09,US,USA,United States,508559,11565150,794173,370224,10222515,624441,128282,1128888,154192,Admin,,
2021-01-10,US,USA,United States,250862,11816012,810205,176201,10398716,630801,69399,1198287,163759,Admin,,
2021-01-11,US,USA,United States,1069713,12885725,869222,723076,11121792,648740,322050,1520337,203245,Admin,,
2021-01-12,US,USA,United States,1257292,14143017,930180,916085,12037877,675485,313916,1834253,235489,Admin,,
2021-01-13,US,USA,United States,1322563,15465580,973364,1028773,13066650,703863,269958,2104211,249493,Admin,,
