Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,31624,31624,31624,26215,26215,26215,6415,6415,6415,Admin,,
2020-12-14,US,USA,United States,4592,36216,18108,4431,30646,15323,125,6540,3270,Admin,,
2020-12-15,US,USA,United States,47970,84186,28062,45807,76453,25484,264,6804,2268,Admin,,
2020-12-16,US,USA,United States,159358,243544,60886,154146,230599,57650,449,7253,1813,Admin,,
2020-12-17,US,USA,United States,272589,516133,103227,265700,496299,99260,752,8005,1601,Admin,,
2020-12-18,US,USA,United States,416455,932588,155431,408017,904316,150719,1200,9205,1534,Admin,,
2020-12-19,US,USA,United States,182021,1114609,159230,178155,1082471,154639,1067,10272,1467,Admin,,
2020-12-20,US,USA,United States,105525,1220134,169787,103564,1186035,165689,721,10993,654,Admin,,
2020-12-21,US,USA,United States,382340,1602474,223751,375610,1561645,218714,1507,12500,851,Admin,,
2020-12-22,US,USA,United States,448184,2050658,280925,439574,2001219,274967,2902,15402,1228,Admin,,
2020-12-23,US,USA,United States,574548,2625206,340237,563094,2564313,333388,2983,18385,1590,Admin,,
2020-12-24,US,USA,United States,196058,2821264,329304,191226,2755539,322749,1107,19492,1641,Admin,,
2020-12-25,US,USA,United States,12714,2833978,271627,12554,2768093,266254,106,19598,1485,Admin,,
2020-12-26,US,USA,United States,141525,2975503,265842,138302,2906395,260561,958,20556,1469,Admin,,
2020-12-27,US,USA,United States,96293,3071796,264523,93605,3000000,259138,733,21289,1471,Admin,,
2020-12-28,US,USA,United States,591254,3663050,294368,577279,3577279,287948,4222,25511,1859,Admin,,
2020-12-29,US,USA,United States,721733,4384783,333446,703630,4280909,325670,5248,30759,2194,Admin,,
2020-12-30,US,USA,United States,842980,5227763,371794,824449,5105358,363006,7796,38555,2881,Admin,,
2020-12-31,US,USA,United States,420602,5648365,403872,411327,5516685,394449,3187,41742,3179,Admin,,
2021-01-01,US,USA,United States,106870,5755235,417322,96757,5613442,406478,7117,48859,4180,Admin,,
2021-01-02,US,USA,United States,263949,6019184,434812,256002,5869444,423293,2881,51740,4455,Admin,,
2021-01-03,US,USA,United States,139050,6158234,440920,132162,6001606,428801,2463,54203,4702,Admin,,
2021-01-04,US,USA,United States,657386,6815620,450367,599869,6601475,432028,44918,99121,10516,Admin,,
2021-01-05,US,USA,United States,831274,7646894,466016,731471,7332946,436005,87539,186660,22272,Admin,,
