Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12353,12353,12353,10836,10836,10836,1355,1355,1355,1401,1401,1401,Admin,,
2020-12-14,US,USA,United States,3699,16052,8026,3573,14409,7205,4,1359,680,7,1408,704,Admin,,
2020-12-15,US,USA,United States,49269,65321,21773,45806,60215,20072,25,1384,461,28,1436,478,Admin,,
2020-12-16,US,USA,United States,158967,224288,56072,152069,212284,53071,200,1584,396,206,1642,410,Admin,,
2020-12-17,US,USA,United States,272204,496492,99298,261201,473485,94697,494,2078,416,496,2138,427,Admin,,
2020-12-18,US,USA,United States,413629,910121,151686,402089,875574,145929,590,2668,445,590,2728,454,Admin,,
2020-12-19,US,USA,United States,180205,1090326,155760,175458,1051032,150147,709,3377,482,710,3438,491,Admin,,
2020-12-20,US,USA,United States,103003,1193329,168710,100734,1151766,162990,498,3875,360,531,3969,366,Admin,,
2020-12-21,US,USA,United States,378136,1571465,222201,369671,1521437,215290,810,4685,475,814,4783,482,Admin,,
2020-12-22,US,USA,United States,444908,2016373,278721,435568,1957005,270970,2062,6747,766,2063,6846,772,Admin,,
2020-12-23,US,USA,United States,563249,2579622,336476,551110,2508115,327976,1620,8367,969,1621,8467,975,Admin,,
2020-12-24,US,USA,United States,192078,2771700,325029,186511,2694626,317306,850,9217,1020,851,9318,1025,Admin,,
2020-12-25,US,USA,United States,11999,2783699,267654,11899,2706525,261564,44,9261,942,44,9362,947,Admin,,
2020-12-26,US,USA,United States,137075,2920774,261492,134543,2841068,255719,333,9594,888,335,9697,894,Admin,,
2020-12-27,US,USA,United States,92253,3013027,259956,90366,2931434,254238,309,9903,861,310,10007,862,Admin,,
2020-12-28,US,USA,United States,571064,3584091,287518,556890,3488324,280984,2247,12150,1066,2250,12257,1067,Admin,,
2020-12-29,US,USA,United States,700191,4284282,323987,679042,4167366,315766,2933,15083,1191,2935,15192,1192,Admin,,
2020-12-30,US,USA,United States,818095,5102377,360393,795248,4962614,350643,4998,20081,1673,5001,20193,1675,Admin,,
2020-12-31,US,USA,United States,410874,5513251,391650,399377,5361991,381052,1914,21995,1825,1914,22107,1827,Admin,,
2021-01-01,US,USA,United States,43388,5556639,396134,41351,5403342,385260,1263,23258,2000,1302,23409,2006,Admin,,
2021-01-02,US,USA,United States,247671,5804310,411933,240946,5644288,400460,2104,25362,2253,2107,25516,2259,Admin,,
2021-01-03,US,USA,United States,128610,5932920,417127,122421,5766709,405039,2060,27422,2503,2061,27577,2510,Admin,,
2021-01-04,US,USA,United States,623477,6556397,424615,568985,6335694,406767,41696,69118,8138,41701,69278,8145,Admin,,
2021-01-05,US,USA,United States,783624,7340021,436534,688461,7024155,408113,81896,151014,19419,81902,151180,19426,Admin,,
2021-01-06,US,USA,United States,976888,8316909,459218,794429,7818584,407996,165306,316320,42320,165315,316495,42328,Admin,,
2021-01-07,US,USA,United States,1117647,9434556,560186,828538,8647122,469304,267847,584167,80310,267849,584344,80319,Admin,,
2021-01-08,US,USA,United States,1179891,10614447,722544,808058,9455180,578834,349220,933387,130018,349227,933571,130023,Admin,,
2021-01-09,US,USA,United States,485703,11100150,756548,354931,9810111,595118,123338,1056725,147338,123340,1056911,147342,Admin,,
2021-01-10,US,USA,United States,235435,11335585,771809,165259,9975370,601237,66669,1123394,156567,66670,1123581,156572,Admin,,
2021-01-11,US,USA,United States,1018621,12354206,828258,688571,10663941,618321,311544,1434938,195117,311553,1435134,195122,Admin,,
2021-01-12,US,USA,United States,1193478,13547684,886809,870626,11534567,644345,303217,1738155,226734,303227,1738361,226740,Admin,,
2021-01-13,US,USA,United States,1263263,14810947,927719,985993,12520560,671711,259232,1997387,240152,259240,1997601,240158,Admin,,
2021-01-14,US,USA,United States,1257206,16068153,947656,1112596,13633156,712291,128071,2125458,220184,128079,2125680,220190,Admin,,
2021-01-15,US,USA,United States,1200189,17268342,950556,1075204,14708360,750454,112542,2238000,186373,112550,2238230,186379,Admin,,
2021-01-16,US,USA,United States,623035,17891377,970175,550887,15259247,778448,67140,2305140,178345,67147,2305377,178352,Admin,,
2021-01-17,US,USA,United States,290307,18181684,978014,249197,15508444,790439,38957,2344097,174386,38957,2344334,174393,Admin,,
2021-01-18,US,USA,United States,826731,19008415,950601,608145,16116589,778950,212158,2556255,160188,212167,2556501,160195,Admin,,
2021-01-19,US,USA,United States,1283635,20292050,963480,936946,17053535,788424,331329,2887584,164204,331333,2887834,164210,Admin,,
2021-01-20,US,USA,United States,1547499,21839549,1004086,1132039,18185574,809288,397023,3284607,183889,397026,3284860,183894,Admin,,
2021-01-21,US,USA,United States,1561627,23401176,1047574,1287349,19472923,834252,254468,3539075,201945,254485,3539345,201952,Admin,,
2021-01-22,US,USA,United States,1560219,24961395,1099007,1347444,20820367,873144,195655,3734730,213819,195668,3735013,213826,Admin,,
2021-01-23,US,USA,United States,873512,25834907,1134790,722643,21543010,897680,140593,3875323,224312,140596,3875609,224318,Admin,,
2021-01-24,US,USA,United States,377367,26212274,1147227,291350,21834360,903702,81517,3956840,230392,81519,3957128,230399,Admin,,
2021-01-25,US,USA,United States,1296151,27508425,1214287,825289,22659649,934723,454504,4411344,265013,454510,4411638,265019,Admin,,
2021-01-26,US,USA,United States,1594356,29102781,1258675,1031782,23691431,948271,542042,4953386,295115,542049,4953687,295121,Admin,,
2021-01-27,US,USA,United States,1848070,30950851,1301614,1214155,24905586,960002,607683,5561069,325209,607692,5561379,325217,Admin,,
2021-01-28,US,USA,United States,1871906,32822757,1345940,1332973,26238559,966519,518914,6079983,362987,518939,6080318,362996,Admin,,
2021-01-29,US,USA,United States,1824296,34647053,1383665,1326805,27565364,963571,463903,6543886,401308,463911,6544229,401316,Admin,,
2021-01-30,US,USA,United States,980771,35627824,1398988,742754,28308118,966444,226375,6770261,413563,226376,6770605,413570,Admin,,
