Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,25724,25724,25724,21693,21693,21693,4670,4670,4670,Admin,,
2020-12-14,US,USA,United States,4451,30175,15087,4311,26004,13002,100,4770,2385,Admin,,
2020-12-15,US,USA,United States,49190,79365,26455,46961,72965,24322,232,5002,1667,Admin,,
2020-12-16,US,USA,United States,159530,238895,59723,154046,227011,56753,441,5443,1360,Admin,,
2020-12-17,US,USA,United States,272007,510902,102180,264854,491865,98373,716,6159,1231,Admin,,
2020-12-18,US,USA,United States,414832,925734,154289,405877,897742,149624,1199,7358,1226,Admin,,
2020-12-19,US,USA,United States,181857,1107591,158227,177811,1075553,153650,1030,8388,1198,Admin,,
2020-12-20,US,USA,United States,105064,1212655,169561,103049,1178602,165273,751,9139,638,Admin,,
2020-12-21,US,USA,United States,382243,1594898,223531,375444,1554046,218292,1414,10553,826,Admin,,
2020-12-22,US,USA,United States,449292,2044190,280689,440433,1994479,274502,2731,13284,1183,Admin,,
2020-12-23,US,USA,United States,574980,2619170,340039,562244,2556723,332816,2822,16106,1523,Admin,,
2020-12-24,US,USA,United States,196394,2815564,329237,191161,2747884,322288,1146,17252,1584,Admin,,
2020-12-25,US,USA,United States,12658,2828222,271784,12512,2760396,266093,96,17348,1427,Admin,,
2020-12-26,US,USA,United States,142001,2970223,266090,138145,2898541,260427,921,18269,1411,Admin,,
2020-12-27,US,USA,United States,96666,3066889,264890,93380,2991921,259046,746,19015,1410,Admin,,
2020-12-28,US,USA,United States,588891,3655780,294411,575004,3566925,287554,3950,22965,1773,Admin,,
2020-12-29,US,USA,United States,719203,4374983,332970,700847,4267772,324756,5059,28024,2105,Admin,,
2020-12-30,US,USA,United States,840822,5215805,370947,822103,5089875,361879,6949,34973,2695,Admin,,
2020-12-31,US,USA,United States,418498,5634303,402677,408971,5498846,392995,3028,38001,2964,Admin,,
2021-01-01,US,USA,United States,92578,5726881,414094,84872,5583718,403332,6010,44011,3809,Admin,,
2021-01-02,US,USA,United States,263629,5990510,431469,254499,5838217,419954,2824,46835,4080,Admin,,
2021-01-03,US,USA,United States,138269,6128779,437412,131047,5969264,425335,2420,49255,4320,Admin,,
2021-01-04,US,USA,United States,655042,6783821,446863,595867,6565131,428315,45476,94731,10252,Admin,,
2021-01-05,US,USA,United States,827352,7611173,462312,726307,7291438,431952,87830,182561,22076,Admin,,
2021-01-06,US,USA,United States,1018045,8629218,487630,828074,8119512,432805,171768,354329,45622,Admin,,
2021-01-07,US,USA,United States,1167213,9796431,594589,864892,8984404,497937,278883,633212,85030,Admin,,
2021-01-08,US,USA,United States,1234841,11031272,757770,846485,9830889,606739,361055,994267,135750,Admin,,
2021-01-09,US,USA,United States,509029,11540301,792827,370585,10201474,623322,128093,1122360,153646,Admin,,
2021-01-10,US,USA,United States,251008,11791309,808932,176680,10378154,629841,68797,1191157,163128,Admin,,
2021-01-11,US,USA,United States,1069019,12860328,868072,723064,11101218,648012,321130,1512287,202508,Admin,,
2021-01-12,US,USA,United States,1257165,14117493,929474,916115,12017333,675128,313673,1825960,234771,Admin,,
2021-01-13,US,USA,United States,1320067,15437560,972620,1027620,13044953,703634,269234,2095194,248695,Admin,,
2021-01-14,US,USA,United States,1311623,16749183,993250,1153813,14198766,744909,134961,2230155,228134,Admin,,
2021-01-15,US,USA,United States,1256194,18005377,996300,1116894,15315660,783539,119683,2349838,193653,Admin,,
2021-01-16,US,USA,United States,648352,18653729,1016204,565679,15881339,811409,71577,2421415,185579,Admin,,
2021-01-17,US,USA,United States,305686,18959415,1024015,256179,16137518,822766,41982,2463397,181748,Admin,,
2021-01-18,US,USA,United States,883229,19842644,997473,637502,16775020,810543,226411,2689808,168217,Admin,,
2021-01-19,US,USA,United States,1343057,21185701,1009744,964190,17739210,817411,352498,3042306,173763,Admin,,
2021-01-20,US,USA,United States,1597739,22783440,1049411,1150781,18889991,835005,417035,3459341,194878,Admin,,
2021-01-21,US,USA,United States,1626358,24409798,1094373,1326593,20216584,859688,271432,3730773,214374,Admin,,
2021-01-22,US,USA,United States,1627723,26037521,1147449,1394219,21610803,899306,207333,3938106,226895,Admin,,
2021-01-23,US,USA,United States,909119,26946640,1184701,744377,22355180,924834,149391,4087497,238011,Admin,,
2021-01-24,US,USA,United States,397773,27344413,1197856,302809,22657989,931496,87190,4174687,244470,Admin,,
2021-01-25,US,USA,United States,1373728,28718141,1267928,861071,23519060,963434,483673,4658360,281221,Admin,,
2021-01-26,US,USA,United States,1663587,30381728,1313718,1055901,24574961,976536,575215,5233575,313038,Admin,,
2021-01-27,US,USA,United States,1932440,32314168,1361532,1252208,25827169,991025,640136,5873711,344910,Admin,,
2021-01-28,US,USA,United States,1960956,34275124,1409332,1371443,27198612,997433,548829,6422540,384538,Admin,,
2021-01-29,US,USA,United States,1915905,36191029,1450501,1375399,28574011,994744,486732,6909272,424452,Admin,,
2021-01-30,US,USA,United States,1023704,37214733,1466870,763940,29337951,997539,240379,7149651,437450,Admin,,
2021-01-31,US,USA,United States,464767,37679500,1476441,327610,29665561,1001082,125476,7275127,442920,Admin,,
2021-02-01,US,USA,United States,1383843,39063343,1477886,771923,30437484,988346,564028,7839155,454399,Admin,,
2021-02-02,US,USA,United States,1696742,40760085,1482622,964626,31402110,975307,689321,8528476,470700,Admin,,
2021-02-03,US,USA,United States,2144595,42904680,1512930,1265441,32667551,977197,824325,9352801,497012,Admin,,
2021-02-04,US,USA,United States,2347671,45252351,1568175,1390805,34058356,979963,902569,10255370,547547,Admin,,
2021-02-05,US,USA,United States,2363132,47615483,1632064,1362381,35420737,978104,947929,11203299,613432,Admin,,
2021-02-06,US,USA,United States,1304539,48920022,1672184,855638,36276375,991203,418195,11621494,638834,Admin,,
2021-02-07,US,USA,United States,450163,49370185,1670097,281306,36557681,984589,155012,11776506,643054,Admin,,
2021-02-08,US,USA,United States,1579067,50949252,1697987,839085,37396766,994183,698104,12474610,662207,Admin,,
2021-02-09,US,USA,United States,1974258,52923510,1737632,1040663,38437429,1005046,884174,13358784,690044,Admin,,
2021-02-10,US,USA,United States,2302105,55225615,1760133,1231719,39669148,1000228,1023814,14382598,718542,Admin,,
2021-02-11,US,USA,United States,2404008,57629623,1768181,1278988,40948136,984254,1076126,15458724,743336,Admin,,
2021-02-12,US,USA,United States,2586990,60216613,1800161,1382691,42330827,987156,1146541,16605265,771709,Admin,,
2021-02-13,US,USA,United States,1474869,61691482,1824494,870423,43201250,989268,567554,17172819,793046,Admin,,
2021-02-14,US,USA,United States,594377,62285859,1845096,348320,43549570,998841,228378,17401197,803527,Admin,,
2021-02-15,US,USA,United States,1180348,63466207,1788136,615511,44165081,966902,530442,17931639,779575,Admin,,
2021-02-16,US,USA,United States,1623941,65090148,1738091,802088,44967169,932820,778930,18710569,764540,Admin,,
2021-02-17,US,USA,United States,1965236,67055384,1689967,938507,45905676,890933,980106,19690675,758296,Admin,,
2021-02-18,US,USA,United States,1859325,68914709,1612155,840975,46746651,828359,962799,20653474,742107,Admin,,
2021-02-19,US,USA,United States,1969961,70884670,1524008,830434,47577085,749465,1085177,21738651,733340,Admin,,
2021-02-20,US,USA,United States,1308276,72192946,1500209,603642,48180727,711354,673212,22411863,748434,Admin,,
2021-02-21,US,USA,United States,597368,72790314,1500636,259946,48440673,698729,318139,22730002,761257,Admin,,
2021-02-22,US,USA,United States,1464190,74254504,1541185,626366,49067039,700280,790745,23520747,798444,Admin,,
2021-02-23,US,USA,United States,1946714,76201218,1587295,886288,49953327,712308,1009231,24529978,831344,Admin,,
2021-02-24,US,USA,United States,2530531,78731749,1668052,1262182,51215509,758548,1213194,25743172,864642,Admin,,
2021-02-25,US,USA,United States,2941680,81673429,1822674,1555659,52771168,860645,1316359,27059531,915151,Admin,,
2021-02-26,US,USA,United States,3115979,84789408,1986391,1691275,54462443,983623,1355036,28414567,953702,Admin,,
2021-02-27,US,USA,United States,1998085,86787493,2084935,1155265,55617708,1062426,802499,29217066,972171,Admin,,
2021-02-28,US,USA,United States,860495,87647988,2122524,545627,56163335,1103237,288979,29506045,968006,Admin,,
2021-03-01,US,USA,United States,2040900,89688888,2204912,1201464,57364799,1185394,778831,30284876,966304,Admin,,
2021-03-02,US,USA,United States,2466455,92155343,2279160,1475173,58839972,1269521,944397,31229273,957042,Admin,,
2021-03-03,US,USA,United States,2910071,95065414,2333380,1752715,60592687,1339597,1112926,32342199,942718,Admin,,
2021-03-04,US,USA,United States,3206823,98272237,2371258,1968177,62560864,1398528,1227596,33569795,930037,Admin,,
2021-03-05,US,USA,United States,3234040,101506277,2388124,2015547,64576411,1444853,1289056,34858851,920612,Admin,,
2021-03-06,US,USA,United States,2062774,103569051,2397365,1359375,65935786,1474011,856180,35715031,928280,Admin,,
2021-03-07,US,USA,United States,931966,104501017,2407575,685771,66621557,1494032,341368,36056399,935764,Admin,,
2021-03-08,US,USA,United States,2166104,106667121,2425461,1489238,68110795,1535142,843159,36899558,944954,Admin,,
2021-03-09,US,USA,United States,2708279,109375400,2460008,1813952,69924747,1583539,1071936,37971494,963174,Admin,,
2021-03-10,US,USA,United States,3128384,112503784,2491195,2071460,71996207,1629074,1258468,39229962,983966,Admin,,
2021-03-11,US,USA,United States,3443865,115947649,2525058,2288637,74284844,1674854,1385684,40615646,1006550,Admin,,
2021-03-12,US,USA,United States,3429828,119377477,2553028,2125194,76410038,1690518,1511773,42127419,1038366,Admin,,
2021-03-13,US,USA,United States,2197027,121574504,2572207,1394068,77804106,1695474,1012267,43139686,1060665,Admin,,
2021-03-14,US,USA,United States,989045,122563549,2580361,652426,78456532,1690711,425138,43564824,1072632,Admin,,
2021-03-15,US,USA,United States,2286413,124849962,2597548,1503331,79959863,1692724,862141,44426965,1075343,Admin,,
2021-03-16,US,USA,United States,2888575,127738537,2623305,1934153,81894016,1709896,1038692,45465657,1070594,Admin,,
2021-03-17,US,USA,United States,3170208,130908745,2629280,2134453,84028469,1718895,1117567,46583224,1050466,Admin,,
2021-03-18,US,USA,United States,3412418,134321163,2624787,2305288,86333757,1721273,1195462,47778686,1023291,Admin,,
2021-03-19,US,USA,United States,3340380,137661543,2612009,2221699,88555456,1735060,1209398,48988084,980095,Admin,,
2021-03-20,US,USA,United States,2160094,139821637,2606733,1420150,89975606,1738786,852176,49840260,957224,Admin,,
2021-03-21,US,USA,United States,1027111,140848748,2612171,690305,90665911,1744197,369587,50209847,949289,Admin,,
2021-03-22,US,USA,United States,2368039,143216787,2623832,1613232,92279143,1759897,794837,51004684,939674,Admin,,
2021-03-23,US,USA,United States,3066488,146283275,2649248,1991394,94270537,1768074,1137119,52141803,953735,Admin,,
2021-03-24,US,USA,United States,3557358,149840633,2704555,2214228,96484765,1779471,1407158,53548961,995105,Admin,,
2021-03-25,US,USA,United States,3835882,153676515,2765050,2273842,98758607,1774979,1628437,55177398,1056958,Admin,,
2021-03-26,US,USA,United States,3835214,157511729,2835740,2114404,100873011,1759651,1783791,56961189,1139015,Admin,,
2021-03-27,US,USA,United States,2473050,159984779,2880448,1376261,102249272,1753381,1154552,58115741,1182211,Admin,,
2021-03-28,US,USA,United States,1212543,161197322,2906939,676187,102925459,1751364,545773,58661514,1207381,Admin,,
2021-03-29,US,USA,United States,2839455,164036777,2974284,1614841,104540300,1751594,1260978,59922492,1273972,Admin,,
2021-03-30,US,USA,United States,3592929,167629706,3049490,2019777,106560077,1755649,1642793,61565285,1346211,Admin,,
2021-03-31,US,USA,United States,4169117,171798823,3136884,2414337,108974414,1784236,1923007,63488292,1419904,Admin,,
2021-04-01,US,USA,United States,4541286,176340109,3237656,2527457,111501871,1820466,2217543,65705835,1504062,Admin,,
2021-04-02,US,USA,United States,3655230,179995339,3211944,2060487,113562358,1812764,1799116,67504951,1506251,Admin,,
2021-04-03,US,USA,United States,2303582,182298921,3187734,1327656,114890014,1805820,1151278,68656229,1505784,Admin,,
2021-04-04,US,USA,United States,764749,183063670,3123764,438439,115328453,1771856,369838,69026067,1480650,Admin,,
2021-04-05,US,USA,United States,3105499,186169169,3161770,1740218,117068671,1789767,1585016,70611083,1526941,Admin,,
2021-04-06,US,USA,United States,3982046,190151215,3217358,2297532,119366203,1829447,2059964,72671047,1586537,Admin,,
2021-04-07,US,USA,United States,4359870,194511085,3244608,2569691,121935894,1851640,2288431,74959478,1638740,Admin,,
2021-04-08,US,USA,United States,4498276,199009361,3238464,2573235,124509129,1858180,2491663,77451141,1677900,Admin,,
2021-04-09,US,USA,United States,4317316,203326677,3333048,2447497,126956626,1913467,2408917,79860058,1765015,Admin,,
2021-04-10,US,USA,United States,2881228,206207905,3415569,1726726,128683352,1970477,1638665,81498723,1834642,Admin,,
2021-04-11,US,USA,United States,1403357,207611262,3506798,838331,129521683,2027604,794672,82293395,1895332,Admin,,
2021-04-12,US,USA,United States,3011958,210623220,3493435,1636322,131158005,2012762,1704575,83997970,1912412,Admin,,
2021-04-13,US,USA,United States,3474588,214097808,3420941,1748523,132906528,1934332,1697953,85695923,1860696,Admin,,
2021-04-14,US,USA,United States,3688002,217785810,3324960,1740129,134646657,1815823,1905914,87601837,1806051,Admin,,
2021-04-15,US,USA,United States,3739679,221525489,3216589,1761996,136408653,1699932,1930657,89532494,1725907,Admin,,
2021-04-16,US,USA,United States,3595927,225121416,3113534,1641050,138049703,1584725,1909519,91442013,1654565,Admin,,
2021-04-17,US,USA,United States,2357184,227478600,3038670,1167828,139217531,1504883,1165910,92607923,1587028,Admin,,
2021-04-18,US,USA,United States,1132426,228611026,2999966,543192,139760723,1462720,575614,93183537,1555734,Admin,,
2021-04-19,US,USA,United States,2575935,231186961,2937677,1088862,140849585,1384511,1450621,94634158,1519455,Admin,,
2021-04-20,US,USA,United States,3241891,234428852,2904434,1381399,142230984,1332065,1818242,96452400,1536639,Admin,,
2021-04-21,US,USA,United States,3463626,237892478,2872381,1389093,143620077,1281917,2029873,98482273,1554348,Admin,,
2021-04-22,US,USA,United States,3486972,241379450,2836280,1406257,145026334,1231097,2036161,100518434,1569420,Admin,,
2021-04-23,US,USA,United States,3288545,244667995,2792368,1364085,146390419,1191531,1880429,102398863,1565264,Admin,,
2021-04-24,US,USA,United States,2202402,246870397,2770256,1008370,147398789,1168751,1175371,103574234,1566615,Admin,,
2021-04-25,US,USA,United States,993848,247864245,2750459,494323,147893112,1161770,491505,104065739,1554600,Admin,,
2021-04-26,US,USA,United States,2379660,250243905,2722420,939380,148832492,1140415,1414697,105480436,1549468,Admin,,
2021-04-27,US,USA,United States,2878258,253122163,2670473,1111451,149943943,1101851,1772155,107252591,1542884,Admin,,
2021-04-28,US,USA,United States,3079098,256201261,2615540,1155180,151099123,1068435,1950660,109203251,1531568,Admin,,
2021-04-29,US,USA,United States,3036548,259237809,2551194,1115708,152214831,1026928,1959634,111162885,1520635,Admin,,
2021-04-30,US,USA,United States,2899207,262137016,2495574,1111915,153326746,990904,1829191,112992076,1513316,Admin,,
2021-05-01,US,USA,United States,1832203,263969219,2442688,708020,154034766,947997,1148872,114140948,1509530,Admin,,
