Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,33599,33599,33599,27684,27684,27684,6917,6917,6917,Admin,,
2020-12-14,US,USA,United States,4619,38218,19109,4454,32138,16069,130,7047,3524,Admin,,
2020-12-15,US,USA,United States,48200,86418,28806,46009,78147,26049,268,7315,2438,Admin,,
2020-12-16,US,USA,United States,160260,246678,61670,154963,233110,58278,459,7774,1944,Admin,,
2020-12-17,US,USA,United States,273474,520152,104030,266452,499562,99912,773,8547,1709,Admin,,
2020-12-18,US,USA,United States,417445,937597,156266,408471,908033,151339,1225,9772,1629,Admin,,
2020-12-19,US,USA,United States,182470,1120067,160010,178358,1086391,155199,1077,10849,1550,Admin,,
2020-12-20,US,USA,United States,105944,1226011,170345,103845,1190236,166079,741,11590,668,Admin,,
2020-12-21,US,USA,United States,385236,1611247,224718,377964,1568200,219437,1548,13138,870,Admin,,
2020-12-22,US,USA,United States,449434,2060681,282038,440331,2008531,275769,2979,16117,1257,Admin,,
2020-12-23,US,USA,United States,575687,2636368,341384,563753,2572284,334168,3095,19212,1634,Admin,,
2020-12-24,US,USA,United States,196963,2833331,330454,192057,2764341,323540,1106,20318,1682,Admin,,
2020-12-25,US,USA,United States,12678,2846009,272630,12524,2776865,266976,101,20419,1521,Admin,,
2020-12-26,US,USA,United States,142171,2988180,266873,138692,2915557,261309,966,21385,1505,Admin,,
2020-12-27,US,USA,United States,96376,3084556,265506,93536,3009093,259837,748,22133,1506,Admin,,
2020-12-28,US,USA,United States,594112,3678668,295346,579602,3588695,288642,4333,26466,1904,Admin,,
2020-12-29,US,USA,United States,724830,4403498,334688,706105,4294800,326610,5334,31800,2240,Admin,,
2020-12-30,US,USA,United States,845694,5249192,373261,825817,5120617,364048,8157,39957,2964,Admin,,
2020-12-31,US,USA,United States,422468,5671660,405476,412646,5533263,395560,3271,43228,3273,Admin,,
2021-01-01,US,USA,United States,113084,5784744,419819,102047,5635310,408349,7686,50914,4356,Admin,,
2021-01-02,US,USA,United States,264895,6049639,437351,256526,5891836,425183,2986,53900,4645,Admin,,
2021-01-03,US,USA,United States,139455,6189094,443505,132421,6024257,430738,2517,56417,4898,Admin,,
2021-01-04,US,USA,United States,661081,6850175,453072,602689,6626946,434036,45144,101561,10728,Admin,,
2021-01-05,US,USA,United States,836170,7686345,468978,735481,7362427,438232,87901,189462,22523,Admin,,
2021-01-06,US,USA,United States,1027011,8713356,494881,834206,8196633,439431,174006,363468,46216,Admin,,
2021-01-07,US,USA,United States,1171977,9885333,601953,868005,9064638,504482,281622,645090,85980,Admin,,
2021-01-08,US,USA,United States,1238310,11123643,762700,849281,9913919,611230,364127,1009217,136900,Admin,,
2021-01-09,US,USA,United States,509363,11633006,797624,371012,10284931,627585,128910,1138127,154890,Admin,,
2021-01-10,US,USA,United States,252161,11885167,813725,176908,10461839,633940,69810,1207937,164503,Admin,,
2021-01-11,US,USA,United States,1072592,12957759,872512,723901,11185740,651256,324936,1532873,204473,Admin,,
2021-01-12,US,USA,United States,1261384,14219143,933257,918502,12104242,677402,315741,1848614,237022,Admin,,
2021-01-13,US,USA,United States,1326910,15546053,976100,1031734,13135976,705620,271445,2120059,250942,Admin,,
2021-01-14,US,USA,United States,1318506,16864559,997032,1158665,14294641,747143,136170,2256229,230163,Admin,,
