Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12469,12469,12469,10946,10946,10946,1355,1355,1355,1421,1421,1421,Admin,,
2020-12-14,US,USA,United States,3741,16210,8105,3613,14559,7280,5,1360,680,15,1436,718,Admin,,
2020-12-15,US,USA,United States,49389,65599,21866,45922,60481,20160,26,1386,462,36,1472,490,Admin,,
2020-12-16,US,USA,United States,159163,224762,56190,152262,212743,53186,201,1587,397,209,1681,420,Admin,,
2020-12-17,US,USA,United States,271623,496385,99277,260595,473338,94668,504,2091,418,514,2195,439,Admin,,
2020-12-18,US,USA,United States,414003,910388,151731,402309,875647,145941,604,2695,449,604,2799,466,Admin,,
2020-12-19,US,USA,United States,180615,1091003,155857,175777,1051424,150203,722,3417,488,723,3522,503,Admin,,
2020-12-20,US,USA,United States,103287,1194290,168831,100954,1152378,163062,503,3920,366,538,4060,377,Admin,,
2020-12-21,US,USA,United States,377931,1572221,222287,369376,1521754,215314,828,4748,484,832,4892,493,Admin,,
2020-12-22,US,USA,United States,445450,2017671,278867,436075,1957829,271050,2085,6833,778,2086,6978,786,Admin,,
2020-12-23,US,USA,United States,564257,2581928,336738,552064,2509893,328164,1650,8483,985,1652,8630,992,Admin,,
2020-12-24,US,USA,United States,193010,2774938,325507,187424,2697317,317711,861,9344,1036,863,9493,1042,Admin,,
2020-12-25,US,USA,United States,12050,2786988,268085,11943,2709260,261945,50,9394,957,50,9543,963,Admin,,
2020-12-26,US,USA,United States,137584,2924572,261938,135033,2844293,256124,352,9746,904,354,9897,910,Admin,,
2020-12-27,US,USA,United States,92562,3017134,260406,90661,2934954,254654,323,10069,878,324,10221,880,Admin,,
2020-12-28,US,USA,United States,572210,3589344,288160,557940,3492894,281591,2306,12375,1090,2309,12530,1091,Admin,,
2020-12-29,US,USA,United States,701197,4290541,324695,679947,4172841,316430,3008,15383,1221,3012,15542,1223,Admin,,
2020-12-30,US,USA,United States,820104,5110645,361245,796770,4969611,351388,5458,20841,1765,5461,21003,1767,Admin,,
2020-12-31,US,USA,United States,411962,5522607,392524,400394,5370005,381813,1979,22820,1925,1980,22983,1927,Admin,,
2021-01-01,US,USA,United States,45245,5567852,397266,43033,5413038,386254,1420,24240,2121,1478,24461,2131,Admin,,
2021-01-02,US,USA,United States,248682,5816534,413137,241838,5654876,401512,2138,26378,2376,2145,26606,2387,Admin,,
2021-01-03,US,USA,United States,129316,5945850,418388,123066,5777942,406141,2081,28459,2627,2083,28689,2638,Admin,,
