Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12304,12304,12304,10788,10788,10788,1355,1355,1355,1389,1389,1389,Admin,,
2020-12-14,US,USA,United States,3667,15971,7985,3548,14336,7168,4,1359,680,6,1395,697,Admin,,
2020-12-15,US,USA,United States,48996,64967,21655,45570,59906,19969,25,1384,461,27,1422,474,Admin,,
2020-12-16,US,USA,United States,158456,223423,55855,151594,211500,52875,200,1584,396,204,1626,406,Admin,,
2020-12-17,US,USA,United States,271604,495027,99005,260778,472278,94456,486,2070,414,487,2113,422,Admin,,
2020-12-18,US,USA,United States,412790,907817,151302,401415,873693,145616,581,2651,442,581,2694,449,Admin,,
2020-12-19,US,USA,United States,180039,1087856,155408,175382,1049075,149868,704,3355,479,705,3399,485,Admin,,
2020-12-20,US,USA,United States,102835,1190691,168341,100656,1149731,162706,482,3837,355,515,3914,360,Admin,,
2020-12-21,US,USA,United States,377014,1567705,221676,368618,1518349,214859,798,4635,468,801,4715,474,Admin,,
2020-12-22,US,USA,United States,443259,2010964,277999,434130,1952479,270368,1906,6541,737,1907,6622,742,Admin,,
2020-12-23,US,USA,United States,560891,2571855,335490,548866,2501345,327121,1600,8141,937,1601,8223,942,Admin,,
2020-12-24,US,USA,United States,191658,2763513,324069,186145,2687490,316459,841,8982,987,842,9065,993,Admin,,
2020-12-25,US,USA,United States,11961,2775474,266808,11866,2699356,260809,40,9022,910,40,9105,915,Admin,,
2020-12-26,US,USA,United States,136792,2912266,260630,134338,2833694,254946,323,9345,856,325,9430,861,Admin,,
2020-12-27,US,USA,United States,91906,3004172,259068,90043,2923737,253429,302,9647,830,303,9733,831,Admin,,
2020-12-28,US,USA,United States,569443,3573615,286558,555392,3479129,280111,2201,11848,1030,2202,11935,1031,Admin,,
2020-12-29,US,USA,United States,698405,4272020,323008,677464,4156593,314873,2795,14643,1157,2797,14732,1158,Admin,,
2020-12-30,US,USA,United States,816372,5088392,359505,793747,4950340,349856,4847,19490,1621,4850,19582,1622,Admin,,
2020-12-31,US,USA,United States,409873,5498265,390678,398555,5348895,380201,1816,21306,1761,1816,21398,1761,Admin,,
2021-01-01,US,USA,United States,42400,5540665,395027,40484,5389379,384289,1152,22458,1919,1181,22579,1924,Admin,,
2021-01-02,US,USA,United States,246812,5787477,410744,240117,5629496,399400,2082,24540,2171,2084,24663,2176,Admin,,
2021-01-03,US,USA,United States,127948,5915425,415893,121774,5751270,403933,2046,26586,2420,2047,26710,2425,Admin,,
2021-01-04,US,USA,United States,621455,6536880,423323,567313,6318583,405636,41432,68018,8024,41436,68146,8030,Admin,,
2021-01-05,US,USA,United States,780588,7317468,435064,685935,7004518,406846,81452,149470,19261,81457,149603,19267,Admin,,
2021-01-06,US,USA,United States,971159,8288627,457176,789416,7793934,406228,164730,314200,42101,164739,314342,42108,Admin,,
2021-01-07,US,USA,United States,1111782,9400409,557449,823908,8617842,466992,266932,581132,79975,266934,581276,79982,Admin,,
2021-01-08,US,USA,United States,1176878,10577287,719517,806341,9424183,576401,348140,929272,129545,348145,929421,129548,Admin,,
2021-01-09,US,USA,United States,484192,11061479,753428,353707,9777890,592628,123167,1052439,146843,123169,1052590,146846,Admin,,
2021-01-10,US,USA,United States,234155,11295634,768601,164105,9941995,598675,66563,1119002,156059,66564,1119154,156063,Admin,,
2021-01-11,US,USA,United States,1014503,12310137,824751,685878,10627873,615613,310609,1429611,194513,310617,1429771,194517,Admin,,
2021-01-12,US,USA,United States,1188770,13498907,883062,867233,11495106,641513,302121,1731732,226037,302129,1731900,226042,Admin,,
2021-01-13,US,USA,United States,1258864,14757771,924163,982874,12477980,669149,258173,1989905,239386,258180,1990080,239391,Admin,,
2021-01-14,US,USA,United States,1251628,16009399,944141,1107597,13585577,709676,127617,2117522,219484,127624,2117704,219489,Admin,,
2021-01-15,US,USA,United States,1195497,17204896,946801,1071514,14657091,747558,112166,2229688,185774,112171,2229875,185779,Admin,,
2021-01-16,US,USA,United States,620149,17825045,966223,548337,15205428,775363,66840,2296528,177727,66846,2296721,177733,Admin,,
2021-01-17,US,USA,United States,286880,18111925,973755,246160,15451588,787085,38598,2335126,173732,38598,2335319,173737,Admin,,
2021-01-18,US,USA,United States,818773,18930698,945794,601999,16053587,775102,210545,2545671,159437,210553,2545872,159443,Admin,,
2021-01-19,US,USA,United States,1274592,20205290,958054,930422,16984009,784129,328947,2874618,163269,328951,2874823,163274,Admin,,
2021-01-20,US,USA,United States,1540427,21745717,998278,1127933,18111942,804852,394548,3269166,182752,394551,3269374,182756,Admin,,
2021-01-21,US,USA,United States,1556710,23302427,1041861,1284119,19396061,830069,253398,3522564,200720,253411,3522785,200725,Admin,,
2021-01-22,US,USA,United States,1555743,24858170,1093324,1344287,20740348,869037,194964,3717528,212549,194974,3717759,212554,Admin,,
2021-01-23,US,USA,United States,870175,25728345,1129042,720133,21460481,893579,139861,3857389,222980,139862,3857621,222985,Admin,,
2021-01-24,US,USA,United States,375182,26103527,1141657,290023,21750504,899845,80692,3938081,228994,80693,3938314,228999,Admin,,
2021-01-25,US,USA,United States,1285995,27389522,1208403,822158,22572662,931296,447995,4386076,262915,448001,4386315,262920,Admin,,
2021-01-26,US,USA,United States,1584966,28974488,1252742,1027748,23600410,945200,537155,4923231,292659,537161,4923476,292664,Admin,,
2021-01-27,US,USA,United States,1838099,30812587,1295267,1208418,24808828,956698,603890,5527121,322565,603897,5527373,322571,Admin,,
2021-01-28,US,USA,United States,1862038,32674625,1338885,1327307,26136135,962868,515250,6042371,359972,515273,6042646,359980,Admin,,
2021-01-29,US,USA,United States,1819553,34494178,1376572,1324799,27460934,960084,461818,6504189,398094,461826,6504472,398101,Admin,,
2021-01-30,US,USA,United States,978329,35472507,1392023,741531,28202465,963141,225316,6729505,410302,225317,6729789,410309,Admin,,
2021-01-31,US,USA,United States,436077,35908584,1400722,317010,28519475,966996,114196,6843701,415089,114197,6843986,415096,Admin,,
2021-02-01,US,USA,United States,1238607,37147191,1393952,705895,29225370,950387,515367,7359068,424713,515380,7359366,424721,Admin,,
2021-02-02,US,USA,United States,1586817,38734008,1394217,924103,30149473,935580,644246,8003314,440012,644257,8003623,440021,Admin,,
2021-02-03,US,USA,United States,2017780,40751788,1419885,1222322,31371795,937567,772463,8775777,464094,772473,8776096,464103,Admin,,
2021-02-04,US,USA,United States,2204274,42956062,1468776,1336603,32708398,938895,844441,9620218,511121,844453,9620549,511129,Admin,,
2021-02-05,US,USA,United States,2228881,45184943,1527252,1317993,34026391,937922,892445,10512663,572639,892462,10513011,572648,Admin,,
2021-02-06,US,USA,United States,1238979,46423922,1564487,833077,34859468,951000,394476,10907139,596805,394497,10907508,596817,Admin,,
2021-02-07,US,USA,United States,422154,46846076,1562498,272644,35132112,944662,143633,11050772,601010,143637,11051145,601022,Admin,,
2021-02-08,US,USA,United States,1464876,48310952,1594823,808160,35940272,959272,644761,11695533,619495,644771,11695916,619507,Admin,,
2021-02-09,US,USA,United States,1839394,50150346,1630905,999765,36940037,970081,826641,12522174,645551,826655,12522571,645564,Admin,,
2021-02-10,US,USA,United States,2151581,52301927,1650019,1181586,38121623,964261,956006,13478180,671772,956019,13478590,671784,Admin,,
2021-02-11,US,USA,United States,2241591,54543518,1655350,1216015,39337638,947034,1009161,14487341,695303,1009186,14487776,695318,Admin,,
2021-02-12,US,USA,United States,2421559,56965077,1682876,1320715,40658353,947423,1076499,15563840,721597,1076526,15564302,721613,Admin,,
2021-02-13,US,USA,United States,1392633,58357710,1704826,833208,41491561,947442,544914,16108754,743088,544934,16109236,743104,Admin,,
2021-02-14,US,USA,United States,547877,58905587,1722787,329290,41820851,955534,214441,16323195,753203,214444,16323680,753219,Admin,,
2021-02-15,US,USA,United States,1093538,59999125,1669739,589161,42410012,924249,489335,16812530,731000,489350,16813030,731016,Admin,,
2021-02-16,US,USA,United States,1532764,61531889,1625934,773997,43184009,891996,739932,17552462,718613,739948,17552978,718629,Admin,,
2021-02-17,US,USA,United States,1857845,63389734,1583972,903553,44087562,852277,935777,18488239,715723,935798,18488776,715740,Admin,,
2021-02-18,US,USA,United States,1741469,65131203,1512526,803966,44891528,793413,914424,19402663,702189,914444,19403220,702206,Admin,,
2021-02-19,US,USA,United States,1852968,66984171,1431299,804574,45696102,719678,1025226,20427889,694864,1025300,20428520,694888,Admin,,
2021-02-20,US,USA,United States,1233169,68217340,1408518,580944,46277046,683641,638906,21066795,708292,638919,21067439,708314,Admin,,
2021-02-21,US,USA,United States,534178,68751518,1406561,235443,46512489,670234,291161,21357956,719252,291169,21358608,719275,Admin,,
2021-02-22,US,USA,United States,1354019,70105537,1443773,594946,47107435,671060,736731,22094687,754594,736772,22095380,754621,Admin,,
2021-02-23,US,USA,United States,1793644,71899181,1481041,827982,47935417,678773,941964,23036651,783456,941999,23037379,783485,Admin,,
2021-02-24,US,USA,United States,2335635,74234816,1549297,1186855,49122272,719244,1123600,24160251,810287,1123676,24161055,810325,Admin,,
2021-02-25,US,USA,United States,2700282,76935098,1686270,1451190,50573462,811705,1218395,25378646,853712,1218431,25379486,853752,Admin,,
2021-02-26,US,USA,United States,2900480,79835578,1835915,1604568,52178030,925990,1270396,26649042,888736,1270433,26649919,888771,Admin,,
2021-02-27,US,USA,United States,1861883,81697461,1925731,1089080,53267110,998581,756647,27405689,905556,756776,27406695,905608,Admin,,
2021-02-28,US,USA,United States,777759,82475220,1960528,504911,53772021,1037076,264146,27669835,901697,264161,27670856,901749,Admin,,
2021-03-01,US,USA,United States,1756459,84231679,2018020,1047618,54819639,1101743,689562,28359397,894959,689758,28360614,895033,Admin,,
2021-03-02,US,USA,United States,2243293,86474972,2082255,1364475,56184114,1178385,861851,29221248,883514,862415,29223029,883664,Admin,,
2021-03-03,US,USA,United States,2678377,89153349,2131219,1638135,57822249,1242854,1020992,30242240,868856,1030756,30253785,870390,Admin,,
2021-03-04,US,USA,United States,2930368,92083717,2164088,1834782,59657031,1297653,1071011,31313251,847801,1117372,31371157,855953,Admin,,
2021-03-05,US,USA,United States,2960069,95043786,2172601,1882657,61539688,1337380,1062815,32376066,818146,1182969,32554126,843458,Admin,,
2021-03-06,US,USA,United States,1873269,96917055,2174227,1246006,62785694,1359798,620272,32996338,798664,789325,33343451,848108,Admin,,
2021-03-07,US,USA,United States,835777,97752832,2182516,620551,63406245,1376318,212811,33209149,791331,311434,33654885,854861,Admin,,
2021-03-08,US,USA,United States,1963317,99716149,2212067,1370236,64776481,1422406,585222,33794371,776425,764771,34419656,865577,Admin,,
2021-03-09,US,USA,United States,2457448,102173597,2242660,1673622,66450103,1466570,776017,34570388,764163,974551,35394207,881596,Admin,,
2021-03-10,US,USA,United States,2890691,105064288,2272991,1945841,68395944,1510528,932887,35503275,751576,1160684,36554891,900158,Admin,,
2021-03-11,US,USA,United States,3190310,108254598,2310125,2143395,70539339,1554615,1026386,36529661,745201,1277831,37832722,923080,Admin,,
2021-03-12,US,USA,United States,3096039,111350637,2329550,1945048,72484387,1563528,1121875,37651536,753639,1359407,39192129,948286,Admin,,
2021-03-13,US,USA,United States,1955078,113305715,2341237,1259242,73743629,1565419,680346,38331882,762221,906864,40098993,965077,Admin,,
2021-03-14,US,USA,United States,832554,114138269,2340776,572805,74316434,1558598,255973,38587855,768387,357751,40456744,971694,Admin,,
2021-03-15,US,USA,United States,2041053,116179322,2351881,1373375,75689809,1559047,660291,39248146,779111,780555,41237299,973949,Admin,,
2021-03-16,US,USA,United States,2626157,118805479,2375983,1795091,77484900,1576400,821749,40069895,785644,942997,42180296,969441,Admin,,
2021-03-17,US,USA,United States,2867456,121672935,2372663,1967308,79452208,1579466,890373,40960268,779570,1006894,43187190,947471,Admin,,
2021-03-18,US,USA,United States,3001953,124674888,2345755,2065711,81517919,1568369,927571,41887839,765454,1050471,44237661,914991,Admin,,
2021-03-19,US,USA,United States,2920927,127595815,2320739,1992613,83510532,1575164,921030,42808869,736762,1052430,45290091,871137,Admin,,
2021-03-20,US,USA,United States,1870058,129465873,2308594,1245154,84755686,1573151,620322,43429191,728187,739463,46029554,847223,Admin,,
2021-03-21,US,USA,United States,906420,130372293,2319146,622205,85377891,1580208,282231,43711422,731938,324755,46354309,842509,Admin,,
2021-03-22,US,USA,United States,2090781,132463074,2326250,1460208,86838099,1592613,625472,44336894,726964,700861,47055170,831124,Admin,,
2021-03-23,US,USA,United States,2638709,135101783,2328043,1778213,88616312,1590202,854417,45191311,731631,948973,48004143,831978,Admin,,
2021-03-24,US,USA,United States,3091750,138193533,2360085,1967179,90583491,1590183,1116707,46308018,763964,1212659,49216802,861373,Admin,,
2021-03-25,US,USA,United States,3229251,141422784,2392556,1964620,92548111,1575742,1257290,47565308,811067,1356003,50572805,905020,Admin,,
2021-03-26,US,USA,United States,2928160,144350944,2393589,1638592,94186703,1525167,1284148,48849456,862941,1368287,51941092,950143,Admin,,
