Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13394,13394,13394,11868,11868,11868,1355,1355,1355,1521,1521,1521,Admin,,
2020-12-14,US,USA,United States,3948,17342,8671,3817,15685,7843,5,1360,680,36,1557,778,Admin,,
2020-12-15,US,USA,United States,50048,67390,22463,46568,62253,20751,30,1390,463,86,1643,547,Admin,,
2020-12-16,US,USA,United States,160096,227486,56871,153071,215324,53831,214,1604,401,271,1914,478,Admin,,
2020-12-17,US,USA,United States,275092,502578,100515,263647,478971,95794,555,2159,432,597,2511,502,Admin,,
2020-12-18,US,USA,United States,419191,921769,153628,406419,885390,147565,719,2878,480,729,3240,540,Admin,,
2020-12-19,US,USA,United States,182906,1104675,157810,177249,1062639,151806,951,3829,547,954,4194,599,Admin,,
2020-12-20,US,USA,United States,104755,1209430,170862,102015,1164654,164684,544,4373,431,583,4777,465,Admin,,
2020-12-21,US,USA,United States,381783,1591213,224838,372177,1536831,217307,937,5310,564,952,5729,596,Admin,,
2020-12-22,US,USA,United States,447482,2038695,281615,437649,1974480,273175,2217,7527,877,2230,7959,902,Admin,,
2020-12-23,US,USA,United States,568798,2607493,340001,556031,2530511,330741,1828,9355,1107,1836,9795,1125,Admin,,
2020-12-24,US,USA,United States,194666,2802159,328511,188861,2719372,320057,923,10278,1160,929,10724,1173,Admin,,
2020-12-25,US,USA,United States,12289,2814448,270382,12163,2731535,263735,61,10339,1066,61,10785,1077,Admin,,
2020-12-26,US,USA,United States,138542,2952990,264045,135871,2867406,257824,430,10769,991,434,11219,1003,Admin,,
2020-12-27,US,USA,United States,93645,3046635,262457,91569,2958975,256332,390,11159,969,437,11656,982,Admin,,
2020-12-28,US,USA,United States,581085,3627720,290929,566178,3525153,284046,2630,13789,1211,2640,14296,1223,Admin,,
2020-12-29,US,USA,United States,710958,4338678,328569,688225,4213378,319843,3959,17748,1460,3968,18264,1472,Admin,,
2020-12-30,US,USA,United States,831918,5170596,366157,807162,5020540,355718,6273,24021,2095,6280,24544,2107,Admin,,
