Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13402,13402,13402,11876,11876,11876,1355,1355,1355,1522,1522,1522,Admin,,
2020-12-14,US,USA,United States,3949,17351,8675,3818,15694,7847,5,1360,680,36,1558,779,Admin,,
2020-12-15,US,USA,United States,50080,67431,22477,46600,62294,20765,30,1390,463,86,1644,548,Admin,,
2020-12-16,US,USA,United States,160173,227604,56901,153148,215442,53861,214,1604,401,271,1915,478,Admin,,
2020-12-17,US,USA,United States,275147,502751,100550,263702,479144,95829,555,2159,432,597,2512,502,Admin,,
2020-12-18,US,USA,United States,419293,922044,153674,406521,885665,147611,719,2878,480,729,3241,540,Admin,,
2020-12-19,US,USA,United States,182934,1104978,157854,177277,1062942,151849,951,3829,547,954,4195,599,Admin,,
2020-12-20,US,USA,United States,104780,1209758,170908,102039,1164981,164729,545,4374,431,585,4780,465,Admin,,
2020-12-21,US,USA,United States,381862,1591620,224895,372256,1537237,217363,937,5311,564,952,5732,596,Admin,,
2020-12-22,US,USA,United States,447614,2039234,281686,437781,1975018,273246,2217,7528,877,2231,7963,902,Admin,,
2020-12-23,US,USA,United States,568924,2608158,340079,556153,2531171,330818,1831,9359,1108,1839,9802,1126,Admin,,
2020-12-24,US,USA,United States,194712,2802870,328588,188907,2720078,320133,923,10282,1160,929,10731,1174,Admin,,
2020-12-25,US,USA,United States,12293,2815163,270445,12167,2732245,263797,61,10343,1066,61,10792,1078,Admin,,
2020-12-26,US,USA,United States,138571,2953734,264108,135899,2868144,257886,431,10774,992,435,11227,1004,Admin,,
2020-12-27,US,USA,United States,93673,3047407,262521,91597,2959741,256394,390,11164,970,437,11664,983,Admin,,
2020-12-28,US,USA,United States,581252,3628659,291005,566340,3526081,284121,2633,13797,1212,2643,14307,1225,Admin,,
2020-12-29,US,USA,United States,711082,4339741,328643,688322,4214403,319912,3983,17780,1465,3992,18299,1476,Admin,,
2020-12-30,US,USA,United States,832050,5171791,366233,807270,5021673,355786,6296,24076,2102,6303,24602,2114,Admin,,
2020-12-31,US,USA,United States,417738,5589529,398094,405420,5427093,386716,2470,26546,2323,2475,27077,2335,Admin,,
2021-01-01,US,USA,United States,55397,5644926,404251,52047,5479140,392414,2461,29007,2666,2674,29751,2708,Admin,,
2021-01-02,US,USA,United States,253226,5898152,420631,245515,5724655,408073,2487,31494,2960,2499,32250,3003,Admin,,
2021-01-03,US,USA,United States,131682,6029834,426061,124861,5849516,412825,2248,33742,3225,2253,34503,3262,Admin,,
2021-01-04,US,USA,United States,636832,6666666,434001,579719,6429235,414736,43678,77420,9089,43711,78214,9129,Admin,,
2021-01-05,US,USA,United States,808844,7475510,447967,709025,7138260,417694,85454,162874,20728,85484,163698,20771,Admin,,
2021-01-06,US,USA,United States,999628,8475138,471906,812965,7951225,418507,168317,331191,43874,168368,332066,43923,Admin,,
2021-01-07,US,USA,United States,1136898,9612036,574643,841719,8792944,480836,272739,603930,82483,272758,604824,82535,Admin,,
2021-01-08,US,USA,United States,1200883,10812919,738284,822384,9615328,590884,354764,958694,132812,354795,959619,132838,Admin,,
2021-01-09,US,USA,United States,494959,11307878,772818,361402,9976730,607439,125564,1084258,150395,125570,1085189,150419,Admin,,
2021-01-10,US,USA,United States,242131,11550009,788596,170154,10146884,613910,67844,1152102,159766,67859,1153048,159792,Admin,,
2021-01-11,US,USA,United States,1040819,12590828,846308,704115,10850999,631681,316452,1468554,198733,316481,1469529,198759,Admin,,
2021-01-12,US,USA,United States,1222008,13812836,905332,891272,11742271,657716,308341,1776895,230574,308381,1777910,230601,Admin,,
2021-01-13,US,USA,United States,1292645,15105481,947191,1005929,12748200,685282,265980,2042875,244526,266007,2043917,244550,Admin,,
2021-01-14,US,USA,United States,1283181,16388662,968089,1133332,13881532,726941,131217,2174092,224309,131240,2175157,224333,Admin,,
2021-01-15,US,USA,United States,1229929,17618591,972238,1098710,14980242,766416,116134,2290226,190219,116184,2291341,190246,Admin,,
2021-01-16,US,USA,United States,638155,18256746,992695,561244,15541486,794965,69224,2359450,182170,69241,2360582,182199,Admin,,
2021-01-17,US,USA,United States,296320,18553066,1000436,253236,15794722,806834,40302,2399752,178236,40308,2400890,178263,Admin,,
2021-01-18,US,USA,United States,853730,19406796,973709,623506,16418228,795318,220277,2620029,164496,220322,2621212,164526,Admin,,
2021-01-19,US,USA,United States,1315788,20722584,987106,954067,17372295,804289,342659,2962688,169399,342680,2963892,169426,Admin,,
2021-01-20,US,USA,United States,1585562,22308146,1028952,1153859,18526154,825422,410422,3373110,190034,410461,3374353,190062,Admin,,
2021-01-21,US,USA,United States,1600938,23909084,1074346,1315580,19841734,851457,262630,3635740,208807,262671,3637024,208838,Admin,,
2021-01-22,US,USA,United States,1592240,25501324,1126104,1370640,21212374,890305,201390,3837130,220986,201410,3838434,221013,Admin,,
2021-01-23,US,USA,United States,892348,26393672,1162418,734364,21946738,915036,144772,3981902,231779,144782,3983216,231804,Admin,,
2021-01-24,US,USA,United States,388100,26781772,1175529,297535,22244273,921364,84881,4066783,238147,84889,4068105,238173,Admin,,
2021-01-25,US,USA,United States,1328751,28110523,1243389,841356,23085629,952486,467734,4534517,273498,467756,4535861,273521,Admin,,
2021-01-26,US,USA,United States,1626411,29736934,1287764,1040833,24126462,964881,560896,5095413,304675,560923,5096784,304698,Admin,,
2021-01-27,US,USA,United States,1892111,31629045,1331557,1235379,25361841,976527,625118,5720531,335346,625141,5721925,335367,Admin,,
2021-01-28,US,USA,United States,1915463,33544508,1376489,1354827,26716668,982133,535398,6255929,374313,535440,6257365,374334,Admin,,
2021-01-29,US,USA,United States,1862529,35407037,1415101,1346929,28063597,978746,476035,6731964,413548,476065,6733430,413570,Admin,,
2021-01-30,US,USA,United States,1001973,36409010,1430762,753906,28817503,981538,232752,6964716,426116,232754,6966184,426138,Admin,,
2021-01-31,US,USA,United States,449574,36858584,1439544,321643,29139146,984982,119791,7084507,431103,119807,7085991,431126,Admin,,
2021-02-01,US,USA,United States,1294000,38152584,1434580,731650,29870796,969310,536588,7621095,440940,536862,7622853,440998,Admin,,
2021-02-02,US,USA,United States,1638510,39791094,1436308,946388,30817184,955817,668392,8289487,456296,668471,8291324,456362,Admin,,
