Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,14097,14097,14097,12597,12597,12597,1557,1557,1557,Admin,,
2020-12-14,US,USA,United States,4047,18144,9072,3954,16551,8276,45,1602,801,Admin,,
2020-12-15,US,USA,United States,49544,67688,22562,47107,63658,21219,114,1716,572,Admin,,
2020-12-16,US,USA,United States,161092,228780,57195,154468,218126,54532,302,2018,504,Admin,,
2020-12-17,US,USA,United States,274109,502889,100577,264427,482553,96511,578,2596,519,Admin,,
2020-12-18,US,USA,United States,417449,920338,153389,405871,888424,148071,801,3397,566,Admin,,
2020-12-19,US,USA,United States,182973,1103311,157615,178210,1066634,152376,901,4298,614,Admin,,
2020-12-20,US,USA,United States,105815,1209126,170718,103059,1169693,165299,609,4907,478,Admin,,
2020-12-21,US,USA,United States,382007,1591133,224712,374195,1543888,218191,991,5898,613,Admin,,
2020-12-22,US,USA,United States,448281,2039414,281675,439110,1982998,274191,2256,8154,919,Admin,,
2020-12-23,US,USA,United States,570475,2609889,340158,559260,2542258,332019,1820,9974,1136,Admin,,
2020-12-24,US,USA,United States,195241,2805130,328891,190192,2732450,321414,796,10770,1167,Admin,,
2020-12-25,US,USA,United States,12406,2817536,271028,12283,2744733,265187,75,10845,1064,Admin,,
2020-12-26,US,USA,United States,139376,2956912,264800,137098,2881831,259314,458,11303,1000,Admin,,
2020-12-27,US,USA,United States,94652,3051564,263205,92531,2974362,257810,487,11790,983,Admin,,
2020-12-28,US,USA,United States,583620,3635184,292007,571809,3546171,286040,2668,14458,1222,Admin,,
2020-12-29,US,USA,United States,712041,4347225,329687,694432,4240603,322515,4020,18478,1474,Admin,,
2020-12-30,US,USA,United States,831601,5178826,366991,814028,5054631,358910,6549,25027,2150,Admin,,
2020-12-31,US,USA,United States,415587,5594413,398469,407729,5462360,389987,2536,27563,2399,Admin,,
2021-01-01,US,USA,United States,66962,5661375,406262,62807,5525167,397205,3819,31382,2933,Admin,,
2021-01-02,US,USA,United States,257469,5918844,423133,249617,5774784,413279,2669,34051,3249,Admin,,
2021-01-03,US,USA,United States,135089,6053933,428909,128075,5902859,418357,2321,36372,3511,Admin,,
2021-01-04,US,USA,United States,642572,6696505,437331,586684,6489543,420482,44545,80917,9494,Admin,,
