Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13643,13643,13643,12148,12148,12148,1348,1348,1348,1545,1545,1545,Admin,,
2020-12-14,US,USA,United States,3978,17621,8810,3885,16033,8017,7,1355,678,43,1588,794,Admin,,
2020-12-15,US,USA,United States,49283,66904,22301,46855,62888,20963,33,1388,463,106,1694,564,Admin,,
2020-12-16,US,USA,United States,160444,227348,56837,153840,216728,54182,222,1610,403,287,1981,495,Admin,,
2020-12-17,US,USA,United States,273318,500666,100133,263668,480396,96079,505,2115,423,558,2539,507,Admin,,
2020-12-18,US,USA,United States,416467,917133,152855,404951,885347,147558,749,2864,477,765,3304,550,Admin,,
2020-12-19,US,USA,United States,182655,1099788,157112,177909,1063256,151894,883,3747,535,889,4193,599,Admin,,
2020-12-20,US,USA,United States,105384,1205172,170218,102645,1165901,164822,522,4269,417,595,4788,463,Admin,,
2020-12-21,US,USA,United States,380670,1585842,224031,372913,1538814,217540,932,5201,549,952,5740,593,Admin,,
2020-12-22,US,USA,United States,447181,2033023,280874,438136,1976950,273437,2162,7363,854,2179,7919,889,Admin,,
2020-12-23,US,USA,United States,568628,2601651,339186,557688,2534638,331130,1740,9103,1070,1751,9670,1098,Admin,,
2020-12-24,US,USA,United States,194736,2796387,327960,189718,2724356,320566,765,9868,1108,773,10443,1129,Admin,,
2020-12-25,US,USA,United States,12356,2808743,270230,12241,2736597,264464,69,9937,1010,69,10512,1029,Admin,,
2020-12-26,US,USA,United States,139042,2947785,263999,136794,2873391,258591,429,10366,946,434,10946,964,Admin,,
2020-12-27,US,USA,United States,94176,3041961,262398,92078,2965469,257081,420,10786,931,468,11414,946,Admin,,
2020-12-28,US,USA,United States,581760,3623721,291125,570177,3535646,285262,2494,13280,1154,2508,13922,1168,Admin,,
2020-12-29,US,USA,United States,709591,4333312,328612,692192,4227838,321555,3864,17144,1397,3876,17798,1411,Admin,,
2020-12-30,US,USA,United States,828474,5161786,365733,811173,5039011,357768,6331,23475,2053,6343,24141,2067,Admin,,
2020-12-31,US,USA,United States,414365,5576151,397109,406646,5445657,388757,2416,25891,2289,2427,26568,2303,Admin,,
2021-01-01,US,USA,United States,61317,5637468,404103,57676,5503333,395248,2899,28790,2693,3260,29828,2759,Admin,,
2021-01-02,US,USA,United States,255750,5893218,420776,248413,5751746,411194,2583,31373,3001,2601,32429,3069,Admin,,
2021-01-03,US,USA,United States,134098,6027316,426479,127470,5879216,416250,2247,33620,3262,2260,34689,3325,Admin,,
2021-01-04,US,USA,United States,640149,6667465,434820,584722,6463938,418327,44123,77743,9209,44164,78853,9275,Admin,,
2021-01-05,US,USA,United States,810753,7478218,449272,714956,7178894,421579,85977,163720,20939,86018,164871,21010,Admin,,
2021-01-06,US,USA,United States,1003062,8481280,474213,819421,7998315,422758,169060,332780,44186,169116,333987,44263,Admin,,
2021-01-07,US,USA,United States,1143340,9624620,578352,850381,8848696,486148,273918,606698,82972,273945,607932,83052,Admin,,
2021-01-08,US,USA,United States,1207424,10832044,742082,831516,9680212,596697,355088,961786,133285,355129,963061,133319,Admin,,
2021-01-09,US,USA,United States,498870,11330914,776813,365256,10045468,613389,126111,1087897,150932,126123,1089184,150965,Admin,,
2021-01-10,US,USA,United States,245131,11576045,792675,172883,10218351,619876,68087,1155984,160338,68106,1157290,160371,Admin,,
2021-01-11,US,USA,United States,1046941,12622986,850788,712018,10930369,638062,317038,1473022,199326,317071,1474361,199358,Admin,,
2021-01-12,US,USA,United States,1228212,13851198,910425,900136,11830505,664516,309509,1782531,231259,309556,1783917,231292,Admin,,
2021-01-13,US,USA,United States,1298562,15149760,952640,1014899,12845404,692441,266791,2049322,245220,266833,2050750,245251,Admin,,
2021-01-14,US,USA,United States,1290296,16440056,973633,1141610,13987014,734045,131888,2181210,224930,131917,2182667,224962,Admin,,
2021-01-15,US,USA,United States,1238694,17678750,978100,1108147,15095161,773564,116751,2297961,190882,116815,2299482,190917,Admin,,
2021-01-16,US,USA,United States,642932,18321682,998681,565713,15660874,802201,70004,2367965,182867,70026,2369508,182903,Admin,,
2021-01-17,US,USA,United States,298795,18620477,1006347,255031,15915905,813936,40939,2408904,178989,40947,2410455,179023,Admin,,
2021-01-18,US,USA,United States,863529,19484006,980145,631129,16547034,802381,222896,2631800,165540,222944,2633399,165576,Admin,,
2021-01-19,US,USA,United States,1322621,20806627,993632,962861,17509895,811341,345036,2976836,170615,345068,2978467,170650,Admin,,
2021-01-20,US,USA,United States,1596929,22403556,1036256,1165850,18675745,832906,412859,3389695,191482,412908,3391375,191517,Admin,,
2021-01-21,US,USA,United States,1612889,24016445,1082341,1327938,20003683,859524,265207,3654902,210527,265259,3656634,210566,Admin,,
2021-01-22,US,USA,United States,1600188,25616633,1133983,1379193,21382876,898245,202704,3857606,222806,202725,3859359,222839,Admin,,
2021-01-23,US,USA,United States,897981,26514614,1170418,739277,22122153,923040,146142,4003748,233683,146153,4005512,233714,Admin,,
2021-01-24,US,USA,United States,391464,26906078,1183657,299852,22422005,929443,85747,4089495,240084,85760,4091272,240116,Admin,,
2021-01-25,US,USA,United States,1337409,28243487,1251354,847811,23269816,960397,472600,4562095,275756,472625,4563897,275785,Admin,,
2021-01-26,US,USA,United States,1633790,29877277,1295807,1046576,24316392,972357,566333,5128428,307370,566364,5130261,307399,Admin,,
2021-01-27,US,USA,United States,1896163,31773440,1338554,1240321,25556713,982995,631739,5760167,338639,631765,5762026,338664,Admin,,
2021-01-28,US,USA,United States,1925722,33699162,1383245,1360245,26916958,987611,541151,6301318,378059,541198,6303224,378084,Admin,,
2021-01-29,US,USA,United States,1870915,35570077,1421920,1353310,28270268,983913,480700,6782018,417773,480738,6783962,417800,Admin,,
2021-01-30,US,USA,United States,1008791,36578868,1437750,758822,29029090,986705,235810,7017828,430583,235816,7019778,430609,Admin,,
2021-01-31,US,USA,United States,455509,37034377,1446899,324187,29353277,990182,123106,7140934,435920,123128,7142906,435947,Admin,,
2021-02-01,US,USA,United States,1313291,38347668,1443454,742570,30095847,975147,545559,7686493,446343,545969,7688875,446425,Admin,,
2021-02-02,US,USA,United States,1651512,39999180,1445986,954502,31050349,961994,677262,8363755,462190,677361,8366236,462282,Admin,,
2021-02-03,US,USA,United States,2102467,42101647,1475458,1257123,32307472,964394,814670,9178425,488323,814746,9180982,488422,Admin,,
2021-02-04,US,USA,United States,2304869,44406516,1529622,1385743,33693215,968037,889263,10067688,538053,889361,10070343,538159,Admin,,
2021-02-05,US,USA,United States,2309050,46715566,1592212,1348301,35041516,967321,932841,11000529,602644,932937,11003280,602759,Admin,,
2021-02-06,US,USA,United States,1284240,47999806,1631562,852256,35893772,980669,413218,11413747,627988,413279,11416559,628111,Admin,,
2021-02-07,US,USA,United States,443654,48443460,1629869,280103,36173875,974371,153708,11567455,632360,153740,11570299,632484,Admin,,
2021-02-08,US,USA,United States,1543559,49987019,1662764,833084,37006959,987302,685507,12252962,652353,685603,12255902,652432,Admin,,
2021-02-09,US,USA,United States,1935433,51922452,1703324,1036141,38043100,998964,873594,13126556,680400,873705,13129607,680481,Admin,,
2021-02-10,US,USA,United States,2259430,54181882,1725747,1219475,39262575,993586,1014112,14140668,708892,1014232,14143839,708979,Admin,,
2021-02-11,US,USA,United States,2365754,56547636,1734445,1269811,40532386,977024,1067473,15208141,734350,1067580,15211419,734439,Admin,,
2021-02-12,US,USA,United States,2540567,59088203,1767519,1373412,41905798,980612,1133146,16341287,762965,1133273,16344692,763058,Admin,,
2021-02-13,US,USA,United States,1455185,60543388,1791940,864526,42770324,982365,565688,16906975,784747,565760,16910452,784841,Admin,,
2021-02-14,US,USA,United States,579786,61123174,1811387,342395,43112719,991263,224971,17131946,794927,224999,17135451,795021,Admin,,
2021-02-15,US,USA,United States,1149563,62272737,1755102,609313,43722032,959296,515798,17647744,770683,515939,17651390,770784,Admin,,
2021-02-16,US,USA,United States,1592722,63865459,1706143,794057,44516089,924713,772857,18420601,756292,772947,18424337,756390,Admin,,
2021-02-17,US,USA,United States,1930451,65795910,1659146,928064,45444153,883083,975106,19395707,750720,975227,19399564,750817,Admin,,
2021-02-18,US,USA,United States,1821679,67617589,1581421,833214,46277367,820712,954856,20350563,734632,954965,20354529,734730,Admin,,
2021-02-19,US,USA,United States,1935032,69552621,1494916,833674,47111041,743606,1068487,21419050,725395,1068673,21423202,725501,Admin,,
2021-02-20,US,USA,United States,1292470,70845091,1471671,605853,47716894,706653,663325,22082375,739343,663402,22086604,739450,Admin,,
2021-02-21,US,USA,United States,586249,71431340,1472595,258573,47975467,694678,313897,22396272,752047,313963,22400567,752159,Admin,,
2021-02-22,US,USA,United States,1433867,72865207,1513210,627628,48603095,697295,776275,23172547,789258,776395,23176962,789367,Admin,,
2021-02-23,US,USA,United States,1906550,74771757,1558042,879673,49482768,709526,992358,24164905,820615,992475,24169437,820728,Admin,,
2021-02-24,US,USA,United States,2485677,77257434,1637360,1253930,50736698,756078,1195012,25359917,852030,1195161,25364598,852147,Admin,,
2021-02-25,US,USA,United States,2884980,80142414,1789260,1540153,52276851,857069,1297594,26657511,900993,1297819,26662417,901126,Admin,,
2021-02-26,US,USA,United States,3056821,83199235,1949516,1680746,53957597,978079,1333793,27991304,938893,1333950,27996367,939023,Admin,,
2021-02-27,US,USA,United States,1968790,85168025,2046133,1148582,55106179,1055612,791405,28782709,957191,791746,28788113,957358,Admin,,
2021-02-28,US,USA,United States,836465,86004490,2081878,536540,55642719,1095322,281043,29063752,952497,281148,29069261,952670,Admin,,
2021-03-01,US,USA,United States,1923768,87928258,2151864,1138667,56781386,1168327,743628,29807380,947833,746257,29815518,948365,Admin,,
2021-03-02,US,USA,United States,2398212,90326470,2222101,1443443,58224829,1248866,922920,30730300,937914,923927,30739445,938572,Admin,,
2021-03-03,US,USA,United States,2843346,93169816,2273197,1724325,59949154,1316065,1080741,31811041,921589,1091504,31830949,923764,Admin,,
2021-03-04,US,USA,United States,3135928,96305744,2309047,1939482,61888636,1373112,1155556,32966597,901298,1204304,33035253,910405,Admin,,
2021-03-05,US,USA,United States,3159337,99465081,2323692,1991144,63879780,1417455,1137412,34104009,873244,1261906,34297159,900113,Admin,,
2021-03-06,US,USA,United States,2018758,101483839,2330830,1337959,65217739,1444509,662072,34766081,854767,839161,35136320,906886,Admin,,
2021-03-07,US,USA,United States,908721,102392560,2341152,671264,65889003,1463755,227922,34994003,847179,333936,35470256,914427,Admin,,
2021-03-08,US,USA,United States,2111828,104504388,2368018,1464621,67353624,1510320,625844,35619847,830352,823495,36293751,925461,Admin,,
2021-03-09,US,USA,United States,2667955,107172343,2406553,1801238,69154862,1561433,844802,36464649,819193,1055138,37348889,944206,Admin,,
2021-03-10,US,USA,United States,3070037,110242380,2438937,2049599,71204461,1607901,994340,37458989,806850,1237355,38586244,965042,Admin,,
2021-03-11,US,USA,United States,3397378,113639758,2476287,2276032,73480493,1655980,1094696,38553685,798155,1366543,39952787,988219,Admin,,
2021-03-12,US,USA,United States,3375849,117015607,2507218,2117189,75597682,1673986,1225136,39778821,810687,1488769,41441556,1020628,Admin,,
2021-03-13,US,USA,United States,2169533,119185140,2528757,1391206,76988888,1681593,751850,40530671,823513,998941,42440497,1043453,Admin,,
2021-03-14,US,USA,United States,969845,120154985,2537489,647594,77636482,1678211,304992,40835663,834523,417461,42857958,1055386,Admin,,
2021-03-15,US,USA,United States,2236367,122391352,2555280,1488266,79124748,1681589,712906,41548569,846960,846676,43704634,1058697,Admin,,
2021-03-16,US,USA,United States,2839447,125230799,2579779,1923774,81048522,1699094,886089,42434658,852858,1020572,44725206,1053759,Admin,,
2021-03-17,US,USA,United States,3119298,128350097,2586816,2125137,83173659,1709885,966101,43400759,848824,1099510,45824716,1034067,Admin,,
2021-03-18,US,USA,United States,3359108,131709205,2581349,2296656,85470315,1712832,1035857,44436616,840419,1178721,47003437,1007235,Admin,,
2021-03-19,US,USA,United States,3280216,134989421,2567687,2215130,87685445,1726823,1036030,45472646,813404,1190033,48193470,964559,Admin,,
2021-03-20,US,USA,United States,2125828,137115249,2561444,1407930,89093375,1729212,700647,46173293,806089,843074,49036544,942292,Admin,,
2021-03-21,US,USA,United States,1001464,138116713,2565961,681884,89775259,1734111,309809,46483102,806777,360686,49397230,934181,Admin,,
2021-03-22,US,USA,United States,2309436,140426149,2576399,1597254,91372513,1749681,692121,47175223,803808,778065,50175295,924380,Admin,,
2021-03-23,US,USA,United States,3010584,143436733,2600847,1983949,93356462,1758277,1001546,48176769,820302,1110731,51286026,937260,Admin,,
2021-03-24,US,USA,United States,3499123,146935856,2655108,2210067,95566529,1770410,1260193,49436962,862315,1378454,52664480,977109,Admin,,
2021-03-25,US,USA,United States,3771837,150707693,2714069,2271005,97837534,1766746,1468186,50905148,924076,1596917,54261397,1036851,Admin,,
2021-03-26,US,USA,United States,3764505,154472198,2783253,2113617,99951151,1752244,1619338,52524486,1007406,1747672,56009069,1116514,Admin,,
2021-03-27,US,USA,United States,2441797,156913995,2828392,1376668,101327819,1747778,1044701,53569187,1056556,1136157,57145226,1158383,Admin,,
