Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13394,13394,13394,11868,11868,11868,1355,1355,1355,1521,1521,1521,Admin,,
2020-12-14,US,USA,United States,3948,17342,8671,3817,15685,7843,5,1360,680,36,1557,778,Admin,,
2020-12-15,US,USA,United States,50049,67391,22463,46569,62254,20751,30,1390,463,86,1643,547,Admin,,
2020-12-16,US,USA,United States,160097,227488,56872,153072,215326,53832,214,1604,401,271,1914,478,Admin,,
2020-12-17,US,USA,United States,275094,502582,100516,263649,478975,95795,555,2159,432,597,2511,502,Admin,,
2020-12-18,US,USA,United States,419199,921781,153630,406427,885402,147567,719,2878,480,729,3240,540,Admin,,
2020-12-19,US,USA,United States,182917,1104698,157814,177260,1062662,151809,951,3829,547,954,4194,599,Admin,,
2020-12-20,US,USA,United States,104761,1209459,170866,102021,1164683,164688,544,4373,431,584,4778,465,Admin,,
2020-12-21,US,USA,United States,381790,1591249,224843,372184,1536867,217312,937,5310,564,952,5730,596,Admin,,
2020-12-22,US,USA,United States,447493,2038742,281621,437660,1974527,273182,2217,7527,877,2230,7960,902,Admin,,
2020-12-23,US,USA,United States,568817,2607559,340010,556049,2530576,330750,1828,9355,1107,1836,9796,1126,Admin,,
2020-12-24,US,USA,United States,194677,2802236,328522,188872,2719448,320068,923,10278,1160,929,10725,1173,Admin,,
2020-12-25,US,USA,United States,12289,2814525,270392,12163,2731611,263744,61,10339,1066,61,10786,1078,Admin,,
2020-12-26,US,USA,United States,138545,2953070,264053,135874,2867485,257832,430,10769,991,434,11220,1003,Admin,,
2020-12-27,US,USA,United States,93645,3046715,262465,91569,2959054,256339,390,11159,969,437,11657,982,Admin,,
2020-12-28,US,USA,United States,581111,3627826,290939,566202,3525256,284056,2631,13790,1211,2641,14298,1224,Admin,,
2020-12-29,US,USA,United States,710980,4338806,328580,688246,4213502,319854,3959,17749,1460,3968,18266,1472,Admin,,
2020-12-30,US,USA,United States,831935,5170741,366168,807176,5020678,355729,6276,24025,2096,6283,24549,2107,Admin,,
