Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,23629,23629,23629,20058,20058,20058,4204,4204,4204,Admin,,
2020-12-14,US,USA,United States,4414,28043,14021,4275,24333,12167,99,4303,2151,Admin,,
2020-12-15,US,USA,United States,50778,78821,26273,48556,72889,24296,223,4526,1508,Admin,,
2020-12-16,US,USA,United States,161356,240177,60044,155902,228791,57198,413,4939,1234,Admin,,
2020-12-17,US,USA,United States,273493,513670,102734,266460,495251,99050,613,5552,1110,Admin,,
2020-12-18,US,USA,United States,416554,930224,155037,407751,903002,150500,1039,6591,1098,Admin,,
2020-12-19,US,USA,United States,181856,1112080,158868,177880,1080882,154412,974,7565,1080,Admin,,
2020-12-20,US,USA,United States,104698,1216778,170449,102769,1183651,166228,686,8251,578,Admin,,
2020-12-21,US,USA,United States,381832,1598610,224366,375341,1558992,219237,1149,9400,728,Admin,,
2020-12-22,US,USA,United States,450302,2048912,281441,441821,2000813,275418,2406,11806,1040,Admin,,
2020-12-23,US,USA,United States,580026,2628938,341251,567927,2568740,334278,2242,14048,1301,Admin,,
2020-12-24,US,USA,United States,197857,2826795,330446,192805,2761545,323756,990,15038,1355,Admin,,
2020-12-25,US,USA,United States,12623,2839418,272742,12484,2774029,267290,92,15130,1219,Admin,,
2020-12-26,US,USA,United States,142748,2982166,267155,139123,2913152,261753,708,15838,1181,Admin,,
2020-12-27,US,USA,United States,97506,3079672,266127,94354,3007506,260551,634,16472,1174,Admin,,
2020-12-28,US,USA,United States,590602,3670274,295952,577567,3585073,289440,3160,19632,1461,Admin,,
2020-12-29,US,USA,United States,720855,4391129,334602,703282,4288355,326792,4359,23991,1740,Admin,,
2020-12-30,US,USA,United States,844556,5235685,372392,826905,5115260,363789,6010,30001,2279,Admin,,
2020-12-31,US,USA,United States,420545,5656230,404205,411374,5526634,395013,2712,32713,2525,Admin,,
2021-01-01,US,USA,United States,88666,5744896,415068,81392,5608026,404857,5661,38374,3320,Admin,,
2021-01-02,US,USA,United States,263037,6007933,432252,254097,5862123,421282,2645,41019,3597,Admin,,
2021-01-03,US,USA,United States,137021,6144954,437897,129885,5992008,426357,2309,43328,3836,Admin,,
2021-01-04,US,USA,United States,656229,6801183,447272,597701,6589709,429234,44913,88241,9801,Admin,,
2021-01-05,US,USA,United States,829208,7630391,462751,728370,7318079,432818,87806,176047,21722,Admin,,
2021-01-06,US,USA,United States,1023303,8653694,488287,831710,8149789,433504,173925,349972,45710,Admin,,
2021-01-07,US,USA,United States,1176514,9830208,596282,873321,9023110,499497,280356,630328,85373,Admin,,
2021-01-08,US,USA,United States,1244450,11074658,761394,856113,9879223,610171,361901,992229,136265,Admin,,
2021-01-09,US,USA,United States,510243,11584901,796709,371909,10251132,627001,128378,1120607,154226,Admin,,
2021-01-10,US,USA,United States,250214,11835115,812880,176107,10427239,633604,68621,1189228,163700,Admin,,
2021-01-11,US,USA,United States,1070379,12905494,872044,725249,11152488,651826,321184,1510412,203167,Admin,,
2021-01-12,US,USA,United States,1259527,14165021,933518,918892,12071380,679043,313879,1824291,235463,Admin,,
2021-01-13,US,USA,United States,1325275,15490296,976657,1031993,13103373,707655,271161,2095452,249354,Admin,,
2021-01-14,US,USA,United States,1320446,16810742,997219,1162754,14266127,749002,135443,2230895,228652,Admin,,
2021-01-15,US,USA,United States,1263977,18074719,1000008,1125105,15391232,787430,119950,2350845,194088,Admin,,
2021-01-16,US,USA,United States,648543,18723262,1019765,566233,15957465,815190,71380,2422225,185945,Admin,,
2021-01-17,US,USA,United States,305106,19028368,1027607,255775,16213240,826572,41866,2464091,182123,Admin,,
2021-01-18,US,USA,United States,883679,19912047,1000936,638920,16852160,814239,226045,2690136,168532,Admin,,
2021-01-19,US,USA,United States,1342727,21254774,1012821,964781,17816941,820794,352104,3042240,173992,Admin,,
2021-01-20,US,USA,United States,1600116,22854890,1052084,1152749,18969690,838045,418531,3460771,195045,Admin,,
