Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12767,12767,12767,11243,11243,11243,1355,1355,1355,1436,1436,1436,Admin,,
2020-12-14,US,USA,United States,3816,16583,8291,3688,14931,7466,5,1360,680,23,1459,729,Admin,,
2020-12-15,US,USA,United States,49468,66051,22017,45997,60928,20309,27,1387,462,49,1508,502,Admin,,
2020-12-16,US,USA,United States,159820,225871,56467,152877,213805,53451,207,1594,399,232,1740,435,Admin,,
2020-12-17,US,USA,United States,272776,498647,99729,261713,475518,95104,513,2107,421,534,2274,454,Admin,,
2020-12-18,US,USA,United States,415325,913972,152328,403429,878947,146491,652,2759,460,656,2930,488,Admin,,
2020-12-19,US,USA,United States,181150,1095122,156446,176303,1055250,150750,735,3494,499,736,3666,523,Admin,,
2020-12-20,US,USA,United States,103662,1198784,169431,101299,1156549,163615,523,4017,380,561,4227,398,Admin,,
2020-12-21,US,USA,United States,379094,1577878,223042,370391,1526940,216001,868,4885,504,872,5099,520,Admin,,
2020-12-22,US,USA,United States,445486,2023364,279616,435995,1962935,271715,2111,6996,801,2116,7215,815,Admin,,
2020-12-23,US,USA,United States,566043,2589407,337648,553718,2516653,328978,1723,8719,1018,1728,8943,1029,Admin,,
2020-12-24,US,USA,United States,193714,2783121,326353,188085,2704738,318460,889,9608,1072,892,9835,1080,Admin,,
2020-12-25,US,USA,United States,12146,2795267,268756,12033,2716771,262546,55,9663,986,55,9890,994,Admin,,
2020-12-26,US,USA,United States,137970,2933237,262587,135371,2852142,256699,390,10053,937,393,10283,945,Admin,,
2020-12-27,US,USA,United States,92999,3026236,261064,90968,2943110,255223,356,10409,913,403,10686,922,Admin,,
2020-12-28,US,USA,United States,575927,3602163,289183,561413,3504523,282512,2435,12844,1137,2442,13128,1147,Admin,,
2020-12-29,US,USA,United States,705376,4307539,326310,683736,4188259,317903,3193,16037,1292,3199,16327,1301,Admin,,
2020-12-30,US,USA,United States,824556,5132095,363241,800751,4989010,353194,5698,21735,1859,5703,22030,1869,Admin,,
2020-12-31,US,USA,United States,414309,5546404,394754,402488,5391498,383823,2131,23866,2037,2133,24163,2046,Admin,,
2021-01-01,US,USA,United States,49825,5596229,400137,47166,5438664,388842,1823,25689,2289,1938,26101,2315,Admin,,
2021-01-02,US,USA,United States,250215,5846444,416172,243180,5681844,404243,2305,27994,2563,2313,28414,2590,Admin,,
2021-01-03,US,USA,United States,129935,5976379,421449,123599,5805443,408905,2148,30142,2819,2150,30564,2839,Admin,,
2021-01-04,US,USA,United States,630930,6607309,429306,575536,6380979,410922,42418,72560,8531,42432,72996,8552,Admin,,
2021-01-05,US,USA,United States,795497,7402806,442181,699383,7080362,413158,82679,155239,19886,82694,155690,19909,Admin,,
2021-01-06,US,USA,United States,991251,8394057,465994,807129,7887491,414069,166695,321934,42886,166720,322410,42911,Admin,,
2021-01-07,US,USA,United States,1128260,9522317,567987,836593,8724084,476084,270028,591962,81157,270041,592451,81184,Admin,,
2021-01-08,US,USA,United States,1192467,10714784,731222,817736,9541820,586165,351612,943574,131126,351634,944085,131140,Admin,,
2021-01-09,US,USA,United States,489725,11204509,765437,357503,9899323,602497,124589,1068163,148596,124594,1068679,148609,Admin,,
2021-01-10,US,USA,United States,238643,11443152,780967,167905,10067228,608826,67104,1135267,157875,67115,1135794,157890,Admin,,
2021-01-11,US,USA,United States,1031003,12474155,838120,697402,10764630,626236,314256,1449523,196709,314276,1450070,196724,Admin,,
2021-01-12,US,USA,United States,1210173,13684328,897360,883061,11647691,652476,305711,1755234,228571,305734,1755804,228587,Admin,,
2021-01-13,US,USA,United States,1282505,14966833,938968,998876,12646567,679868,263953,2019187,242465,263969,2019773,242480,Admin,,
2021-01-14,US,USA,United States,1272960,16239793,959639,1125755,13772322,721177,129591,2148778,222402,129607,2149380,222418,Admin,,
2021-01-15,US,USA,United States,1218431,17458224,963348,1090132,14862454,760091,114244,2263022,188493,114267,2263647,188508,Admin,,
2021-01-16,US,USA,United States,632546,18090770,983751,557487,15419941,788660,68085,2331107,180421,68097,2331744,180437,Admin,,
2021-01-17,US,USA,United States,293513,18384283,991590,251454,15671395,800595,39595,2370702,176491,39597,2371341,176506,Admin,,
2021-01-18,US,USA,United States,843725,19228008,964836,618079,16289474,789263,217782,2588484,162709,217801,2589142,162724,Admin,,
2021-01-19,US,USA,United States,1300531,20528539,977744,946240,17235714,798289,337606,2926090,167265,337618,2926760,167279,Admin,,
2021-01-20,US,USA,United States,1567491,22096030,1018456,1143071,18378785,818888,404442,3330532,187335,404456,3331216,187349,Admin,,
2021-01-21,US,USA,United States,1582068,23678098,1062615,1302028,19680813,844070,258727,3589259,205783,258752,3589968,205798,Admin,,
2021-01-22,US,USA,United States,1577395,25255493,1113895,1359945,21040758,882615,198667,3787926,217843,198683,3788651,217857,Admin,,
2021-01-23,US,USA,United States,883523,26139016,1149749,729480,21770238,907185,142628,3930554,228492,142636,3931287,228506,Admin,,
2021-01-24,US,USA,United States,382271,26521287,1162429,294617,22064855,913351,82655,4013209,234644,82660,4013947,234658,Admin,,
2021-01-25,US,USA,United States,1312376,27833663,1229379,833822,22898677,944172,460894,4474103,269374,460908,4474855,269387,Admin,,
2021-01-26,US,USA,United States,1612892,29446555,1274002,1036069,23934746,957005,554502,5028605,300359,554521,5029376,300373,Admin,,
2021-01-27,US,USA,United States,1865067,31311622,1316513,1218743,25153489,967815,617831,5646436,330843,617846,5647222,330858,Admin,,
2021-01-28,US,USA,United States,1895843,33207465,1361338,1345800,26499289,974068,527642,6174078,369260,527672,6174894,369275,Admin,,
2021-01-29,US,USA,United States,1846076,35053541,1399721,1338464,27837753,970999,470738,6644816,408127,470754,6645648,408142,Admin,,
2021-01-30,US,USA,United States,992688,36046229,1415316,750606,28588359,974017,229272,6874088,420505,229274,6874922,420519,Admin,,
2021-01-31,US,USA,United States,443617,36489846,1424079,319940,28908299,977635,117578,6991666,425494,117587,6992509,425508,Admin,,
2021-02-01,US,USA,United States,1272417,37762263,1418371,721898,29630197,961646,528588,7520254,435164,528726,7521235,435197,Admin,,
2021-02-02,US,USA,United States,1620254,39382517,1419423,939240,30569437,947813,660134,8180388,450255,660182,8181417,450291,Admin,,
2021-02-03,US,USA,United States,2064941,41447458,1447976,1240890,31810327,950977,794631,8975019,475512,794665,8976082,475551,Admin,,
2021-02-04,US,USA,United States,2257757,43705215,1499678,1361701,33172028,953248,868928,9843947,524267,868977,9845059,524309,Admin,,
2021-02-05,US,USA,United States,2265615,45970830,1559612,1330980,34503008,952179,911865,10755812,587285,911909,10756968,587331,Admin,,
2021-02-06,US,USA,United States,1258057,47228887,1597522,840851,35343859,965071,403126,11158938,612121,403161,11160129,612172,Admin,,
2021-02-07,US,USA,United States,432374,47661261,1595916,277103,35620962,958952,148528,11307466,616543,148545,11308674,616595,Admin,,
2021-02-08,US,USA,United States,1499870,49161131,1628409,818540,36439502,972758,665475,11972941,636098,665522,11974196,636137,Admin,,
2021-02-09,US,USA,United States,1886186,51047317,1666400,1018988,37458490,984150,849962,12822903,663216,850014,12824210,663256,Admin,,
2021-02-10,US,USA,United States,2202526,53249843,1686055,1200076,38658566,978320,983954,13806857,690263,984008,13808218,690305,Admin,,
