Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13089,13089,13089,11563,11563,11563,1355,1355,1355,1468,1468,1468,Admin,,
2020-12-14,US,USA,United States,3896,16985,8492,3767,15330,7665,5,1360,680,33,1501,750,Admin,,
2020-12-15,US,USA,United States,49684,66669,22223,46211,61541,20514,27,1387,462,65,1566,522,Admin,,
2020-12-16,US,USA,United States,159452,226121,56530,152480,214021,53505,208,1595,399,246,1812,453,Admin,,
2020-12-17,US,USA,United States,273648,499769,99953,262359,476380,95276,544,2139,428,573,2385,477,Admin,,
2020-12-18,US,USA,United States,416647,916416,152736,404293,880673,146779,680,2819,470,690,3075,512,Admin,,
2020-12-19,US,USA,United States,181664,1098080,156868,176486,1057159,151023,786,3605,515,788,3863,551,Admin,,
2020-12-20,US,USA,United States,104146,1202226,169876,101590,1158749,163884,529,4134,397,568,4431,423,Admin,,
2020-12-21,US,USA,United States,380467,1582693,223672,371217,1529966,216377,905,5039,526,919,5350,549,Admin,,
2020-12-22,US,USA,United States,446265,2028958,280327,436622,1966588,272150,2145,7184,828,2156,7506,848,Admin,,
2020-12-23,US,USA,United States,567342,2596300,338597,554755,2521343,329617,1781,8965,1053,1787,9293,1068,Admin,,
2020-12-24,US,USA,United States,193990,2790290,327217,188307,2709650,319039,905,9870,1104,910,10203,1116,Admin,,
2020-12-25,US,USA,United States,12202,2802492,269439,12086,2721736,263009,58,9928,1016,58,10261,1026,Admin,,
2020-12-26,US,USA,United States,138215,2940707,263232,135584,2857320,257166,412,10340,962,416,10677,973,Admin,,
2020-12-27,US,USA,United States,93131,3033838,261658,91077,2948397,255664,374,10714,940,421,11098,952,Admin,,
2020-12-28,US,USA,United States,578003,3611841,289878,563316,3511713,283107,2530,13244,1172,2538,13636,1183,Admin,,
2020-12-29,US,USA,United States,707340,4319181,327174,684891,4196604,318574,3841,17085,1414,3849,17485,1425,Admin,,
2020-12-30,US,USA,United States,826982,5146163,364266,802683,4999287,353992,6040,23125,2023,6047,23532,2034,Admin,,
2020-12-31,US,USA,United States,414994,5561157,395838,402878,5402165,384645,2369,25494,2232,2372,25904,2243,Admin,,
2021-01-01,US,USA,United States,52104,5613261,401538,49014,5451179,389920,2225,27719,2542,2390,28294,2576,Admin,,
2021-01-02,US,USA,United States,251519,5864780,417724,244121,5695300,405426,2436,30155,2831,2446,30740,2866,Admin,,
2021-01-03,US,USA,United States,130610,5995390,423078,124037,5819337,410134,2209,32364,3093,2212,32952,3122,Admin,,
2021-01-04,US,USA,United States,633151,6628541,430957,577055,6396392,412097,42914,75278,8862,42941,75893,8893,Admin,,
2021-01-05,US,USA,United States,799435,7427976,444113,702361,7098753,414593,83195,158473,20198,83219,159112,20232,Admin,,
2021-01-06,US,USA,United States,994366,8422342,468025,809022,7907775,415498,167509,325982,43265,167557,326669,43305,Admin,,
2021-01-07,US,USA,United States,1131346,9553688,570361,838165,8745940,477682,271142,597124,81661,271159,597828,81703,Admin,,
2021-01-08,US,USA,United States,1196026,10749714,733779,819565,9565505,587761,353070,950194,131782,353098,950926,131804,Admin,,
2021-01-09,US,USA,United States,492012,11241726,768135,359401,9924906,604229,124829,1075023,149267,124835,1075761,149288,Admin,,
2021-01-10,US,USA,United States,240068,11481794,783772,168610,10093516,610597,67591,1142614,158607,67604,1143365,158630,Admin,,
2021-01-11,US,USA,United States,1034912,12516706,841166,699673,10793189,628114,315395,1458009,197533,315422,1458787,197556,Admin,,
2021-01-12,US,USA,United States,1214153,13730859,900411,884903,11678092,654191,307218,1765227,229536,307250,1766037,229560,Admin,,
2021-01-13,US,USA,United States,1286944,15017803,942208,1001530,12679622,681692,264965,2030192,243459,264987,2031024,243479,Admin,,
2021-01-14,US,USA,United States,1277644,16295447,963108,1128803,13808425,723212,130424,2160616,223356,130446,2161470,223377,Admin,,
2021-01-15,US,USA,United States,1223042,17518489,966967,1092987,14901412,762272,115269,2275885,189384,115310,2276780,189407,Admin,,
2021-01-16,US,USA,United States,634980,18153469,987391,558546,15459958,790722,68886,2344771,181393,68900,2345680,181417,Admin,,
2021-01-17,US,USA,United States,294305,18447774,995140,251601,15711559,802578,40040,2384811,177457,40043,2385723,177479,Admin,,
2021-01-18,US,USA,United States,848360,19296134,968489,619775,16331334,791164,218957,2603768,163680,218991,2604714,163703,Admin,,
2021-01-19,US,USA,United States,1306606,20602740,981697,948691,17280025,800276,339202,2942970,168249,339219,2943933,168270,Admin,,
2021-01-20,US,USA,United States,1573965,22176705,1022700,1147002,18427027,821058,406273,3349243,188436,406304,3350237,188459,Admin,,
2021-01-21,US,USA,United States,1589120,23765825,1067196,1306553,19733580,846451,260370,3609613,207000,260407,3610644,207024,Admin,,
2021-01-22,US,USA,United States,1584698,25350523,1118862,1364905,21098485,885296,199992,3809605,219103,200012,3810656,219125,Admin,,
2021-01-23,US,USA,United States,887541,26238064,1154942,730903,21829388,909919,143623,3953228,229780,143632,3954288,229801,Admin,,
2021-01-24,US,USA,United States,384083,26622147,1167767,295084,22124472,916130,83442,4036670,235980,83449,4037737,236002,Admin,,
2021-01-25,US,USA,United States,1319057,27941204,1235010,836815,22961287,947136,463105,4499775,270858,463125,4500862,270878,Admin,,
2021-01-26,US,USA,United States,1619003,29560207,1279638,1038178,23999465,959920,556787,5056562,301942,556810,5057672,301962,Admin,,
2021-01-27,US,USA,United States,1878558,31438765,1323151,1227256,25226721,971385,620467,5677029,332541,620489,5678161,332560,Admin,,
2021-01-28,US,USA,United States,1904582,33343347,1368217,1349377,26576098,977503,530763,6207792,371168,530797,6208958,371187,Admin,,
2021-01-29,US,USA,United States,1854134,35197481,1406708,1342409,27918507,974289,472724,6680516,410130,472748,6681706,410150,Admin,,
2021-01-30,US,USA,United States,997500,36194981,1422416,752190,28670697,977330,230418,6910934,422529,230420,6912126,422548,Admin,,
2021-01-31,US,USA,United States,446513,36641494,1431335,320311,28991008,980934,118744,7029678,427573,118755,7030881,427592,Admin,,
2021-02-01,US,USA,United States,1281346,37922840,1425948,725636,29716644,965051,531557,7561235,437351,531764,7562645,437397,Admin,,
2021-02-02,US,USA,United States,1628245,39551085,1427268,943115,30659759,951471,662208,8223443,452412,662276,8224921,452464,Admin,,
2021-02-03,US,USA,United States,2078371,41629456,1455813,1243483,31903242,953789,801637,9025080,478293,801688,9026609,478349,Admin,,
2021-02-04,US,USA,United States,2272253,43901709,1508337,1369901,33273143,956721,872489,9897569,527111,872565,9899174,527173,Admin,,
2021-02-05,US,USA,United States,2276014,46177723,1568606,1334285,34607428,955560,915147,10812716,590314,915208,10814382,590382,Admin,,
2021-02-06,US,USA,United States,1265730,47443453,1606924,842112,35449540,968406,405064,11217780,615264,405104,11219486,615337,Admin,,
2021-02-07,US,USA,United States,436152,47879605,1605444,277083,35726623,962231,150003,11367783,619729,150023,11369509,619804,Admin,,
2021-02-08,US,USA,United States,1510511,49390116,1638182,820544,36547167,975789,667888,12035671,639205,667957,12037466,639260,Admin,,
2021-02-09,US,USA,United States,1895106,51285222,1676305,1020056,37567223,986781,852697,12888368,666418,852773,12890239,666474,Admin,,
2021-02-10,US,USA,United States,2214512,53499734,1695754,1203023,38770246,981001,988668,13877036,693137,988740,13878979,693195,Admin,,
2021-02-11,US,USA,United States,2319422,55819156,1702492,1251550,40021796,964093,1042598,14919634,717438,1042679,14921658,717497,Admin,,
2021-02-12,US,USA,United States,2500259,58319415,1734527,1351820,41373616,966598,1114727,16034361,745949,1114816,16036474,746013,Admin,,
2021-02-13,US,USA,United States,1431027,59750442,1758141,850841,42224457,967845,558844,16593205,767918,558899,16595373,767983,Admin,,
2021-02-14,US,USA,United States,567300,60317742,1776876,334760,42559217,976085,221380,16814585,778115,221394,16816767,778179,Admin,,
2021-02-15,US,USA,United States,1128010,61445752,1722233,601261,43160478,944759,504779,17319364,754813,504865,17321632,754880,Admin,,
2021-02-16,US,USA,United States,1574539,63020291,1676438,789145,43949623,911771,759192,18078556,741455,759249,18080881,741520,Admin,,
2021-02-17,US,USA,United States,1911137,64931428,1633099,924182,44873805,871937,960716,19039272,737462,960795,19041676,737528,Admin,,
2021-02-18,US,USA,United States,1790159,66721587,1557490,822051,45695856,810580,937799,19977071,722491,937889,19979565,722558,Admin,,
2021-02-19,US,USA,United States,1898722,68620309,1471556,819400,46515256,734520,1048706,21025777,713059,1048866,21028431,713136,Admin,,
2021-02-20,US,USA,United States,1270505,69890814,1448624,594307,47109563,697872,654815,21680592,726770,654867,21683298,726846,Admin,,
2021-02-21,US,USA,United States,570250,70461064,1449046,249012,47358575,685623,308754,21989346,739252,308799,21992097,739332,Admin,,
2021-02-22,US,USA,United States,1403715,71864779,1488432,612003,47970578,687157,761936,22751282,775988,762031,22754128,776070,Admin,,
2021-02-23,US,USA,United States,1873362,73738141,1531121,861386,48831964,697477,976406,23727688,807019,976492,23730620,807105,Admin,,
2021-02-24,US,USA,United States,2435918,76174059,1606090,1227853,50059817,740859,1172470,24900158,837269,1172602,24903222,837363,Admin,,
2021-02-25,US,USA,United States,2823539,78997598,1753715,1506285,51566102,838607,1274047,26174205,885305,1274253,26177475,885415,Admin,,
2021-02-26,US,USA,United States,2997714,81995312,1910714,1647618,53213720,956923,1310304,27484509,922676,1310421,27487896,922780,Admin,,
2021-02-27,US,USA,United States,1930009,83925321,2004929,1123484,54337204,1032520,778393,28262902,940330,778682,28266578,940468,Admin,,
2021-02-28,US,USA,United States,813462,84738783,2039674,523010,54860214,1071663,273760,28536662,935331,273830,28540408,935473,Admin,,
2021-03-01,US,USA,United States,1857178,86595961,2104454,1101188,55961402,1141546,720515,29257177,929414,721875,29262283,929736,Admin,,
2021-03-02,US,USA,United States,2355002,88950963,2173260,1423632,57385034,1221867,902871,30160048,918909,903687,30165970,919335,Admin,,
2021-03-03,US,USA,United States,2799898,91750861,2225257,1703659,59088693,1289839,1060699,31220747,902941,1070997,31236967,904820,Admin,,
2021-03-04,US,USA,United States,3082046,94832907,2262187,1912733,61001426,1347903,1132441,32353188,882712,1180400,32417367,891413,Admin,,
2021-03-05,US,USA,United States,3112800,97945707,2278627,1969564,62970990,1393896,1115008,33468196,854812,1238233,33655600,881100,Admin,,
2021-03-06,US,USA,United States,1992029,99937736,2287487,1322163,64293153,1422278,653361,34121557,836951,827185,34482785,888029,Admin,,
2021-03-07,US,USA,United States,889427,100827163,2298340,658299,64951452,1441605,223039,34344596,829705,324719,34807504,895299,Admin,,
2021-03-08,US,USA,United States,2072271,102899434,2329067,1441670,66393122,1490246,612462,34957058,814269,807275,35614779,907499,Admin,,
2021-03-09,US,USA,United States,2608230,105507664,2365243,1769267,68162389,1539622,820496,35777554,802501,1027861,36642640,925238,Admin,,
2021-03-10,US,USA,United States,3039831,108547495,2399519,2036143,70198532,1587120,979665,36757219,790925,1220260,37862900,946561,Admin,,
2021-03-11,US,USA,United States,3368509,111916004,2440442,2251859,72450391,1635566,1084587,37841806,784088,1352911,39215811,971206,Admin,,
2021-03-12,US,USA,United States,3335995,115251999,2472327,2087805,74538196,1652458,1205198,39047004,796973,1465430,40681241,1003663,Admin,,
2021-03-13,US,USA,United States,2135282,117387281,2492792,1373438,75911634,1659783,737196,39784200,808949,980986,41662227,1025634,Admin,,
2021-03-14,US,USA,United States,943955,118331236,2500581,634647,76546281,1656404,294529,40078729,819162,405283,42067510,1037143,Admin,,
2021-03-15,US,USA,United States,2180629,120511865,2516061,1455200,78001481,1658337,697486,40776215,831308,828525,42896035,1040179,Admin,,
2021-03-16,US,USA,United States,2784248,123296113,2541207,1895231,79896712,1676332,867588,41643803,838036,1000250,43896285,1036235,Admin,,
2021-03-17,US,USA,United States,3070864,126366977,2545640,2100362,81997074,1685506,948679,42592482,833609,1080335,44976620,1016245,Admin,,
2021-03-18,US,USA,United States,3299543,129666520,2535788,2263067,84260141,1687107,1014079,43606561,823536,1154458,46131078,987895,Admin,,
2021-03-19,US,USA,United States,3216119,132882639,2518662,2181637,86441778,1700512,1010107,44616668,795666,1161872,47292950,944529,Admin,,
2021-03-20,US,USA,United States,2083239,134965878,2511228,1382245,87824023,1701770,686188,45302856,788379,823622,48116572,922049,Admin,,
2021-03-21,US,USA,United States,972774,135938652,2515345,666280,88490303,1706289,298254,45601110,788912,347827,48464399,913841,Admin,,
2021-03-22,US,USA,United States,2259958,138198610,2526677,1568194,90058497,1722431,675637,46276747,785790,760383,49224782,904106,Admin,,
2021-03-23,US,USA,United States,2957678,141156288,2551453,1955112,92013609,1730985,981351,47258098,802042,1088741,50313523,916748,Admin,,
2021-03-24,US,USA,United States,3441213,144597501,2604360,2180878,94194487,1742488,1235936,48494034,843079,1352027,51665550,955561,Admin,,
2021-03-25,US,USA,United States,3709880,148307381,2662980,2241310,96435797,1739379,1440763,49934797,904034,1566696,53232246,1014452,Admin,,
2021-03-26,US,USA,United States,3696013,152003394,2731536,2082031,98517828,1725150,1588013,51522810,986592,1712905,54945151,1093171,Admin,,
2021-03-27,US,USA,United States,2400597,154403991,2776873,1355219,99873047,1721289,1027621,52550431,1035368,1116843,56061994,1135060,Admin,,
2021-03-28,US,USA,United States,1164050,155568041,2804198,660343,100533390,1720441,491269,53041700,1062941,521216,56583210,1159830,Admin,,
2021-03-29,US,USA,United States,2705541,158273582,2867853,1576005,102109395,1721557,1108669,54150369,1124803,1193182,57776392,1221658,Admin,,
2021-03-30,US,USA,United States,3430151,161703733,2935349,1980997,104090392,1725255,1427397,55577766,1188524,1551047,59327439,1287702,Admin,,
2021-03-31,US,USA,United States,4015275,165719008,3017358,2372096,106462488,1752572,1617051,57194817,1242969,1837222,61164661,1357015,Admin,,
2021-04-01,US,USA,United States,4315980,170034988,3103943,2465214,108927702,1784558,1817362,59012179,1296769,2099242,63263903,1433093,Admin,,
2021-04-02,US,USA,United States,3525841,173560829,3079633,2029165,110956867,1777006,1466153,60478332,1279360,1720693,64984596,1434206,Admin,,
2021-04-03,US,USA,United States,2228869,175789698,3055101,1306369,112263236,1770027,905239,61383571,1261877,1101081,66085677,1431954,Admin,,
2021-04-04,US,USA,United States,720601,176510299,2991751,422731,112685967,1736082,290420,61673991,1233184,344896,66430573,1406766,Admin,,
2021-04-05,US,USA,United States,2963820,179474119,3028648,1700302,114386269,1753839,1243723,62917714,1252478,1503610,67934183,1451113,Admin,,
2021-04-06,US,USA,United States,3795078,183269197,3080780,2230481,116616750,1789480,1541794,64459508,1268820,1960045,69894228,1509541,Admin,,
2021-04-07,US,USA,United States,4091587,187360784,3091682,2451532,119068282,1800828,1617218,66076726,1268844,2149963,72044191,1554218,Admin,,
2021-04-08,US,USA,United States,4111788,191472572,3062512,2396215,121464497,1790971,1690883,67767609,1250776,2269070,74313261,1578479,Admin,,
2021-04-09,US,USA,United States,4155104,195627676,3152406,2393506,123858003,1843019,1731177,69498786,1288636,2319096,76632357,1663965,Admin,,
2021-04-10,US,USA,United States,2780165,198407841,3231163,1688892,125546895,1897666,1073737,70572523,1312707,1582652,78215009,1732761,Admin,,
2021-04-11,US,USA,United States,1349931,199757772,3321067,822020,126368915,1954707,519348,71091871,1345411,762791,78977800,1792461,Admin,,
2021-04-12,US,USA,United States,2888504,202646276,3310308,1609930,127978845,1941797,1260614,72352485,1347824,1626124,80603924,1809963,Admin,,
2021-04-13,US,USA,United States,3350347,205996623,3246775,1721470,129700315,1869081,1608721,73961206,1357385,1631830,82235754,1763075,Admin,,
2021-04-14,US,USA,United States,3564171,209560794,3171430,1720240,131420555,1764610,1824527,75785733,1387001,1827849,84063603,1717058,Admin,,
2021-04-15,US,USA,United States,3589948,213150742,3096881,1728764,133149319,1669260,1840632,77626365,1408394,1842543,85906146,1656126,Admin,,
2021-04-16,US,USA,United States,3473979,216624721,2999577,1624713,134774032,1559433,1827994,79454359,1422225,1829738,87735884,1586218,Admin,,
2021-04-17,US,USA,United States,2275786,218900507,2927523,1150339,135924371,1482497,1115111,80569470,1428135,1115572,88851456,1519492,Admin,,
2021-04-18,US,USA,United States,1038591,219939098,2883046,512051,136436422,1438215,522113,81091583,1428530,522415,89373871,1485153,Admin,,
2021-04-19,US,USA,United States,2452618,222391716,2820777,1070269,137506691,1361121,1368430,82460013,1443933,1369869,90743740,1448545,Admin,,
2021-04-20,US,USA,United States,3064797,225456513,2779984,1342728,138849419,1307015,1705810,84165823,1457802,1706647,92450387,1459233,Admin,,
2021-04-21,US,USA,United States,3220966,228677479,2730955,1315275,140164694,1249163,1889373,86055196,1467066,1890228,94340615,1468144,Admin,,
2021-04-22,US,USA,United States,3298258,231975737,2689285,1362459,141527153,1196833,1920802,87975998,1478519,1921506,96262121,1479425,Admin,,
2021-04-23,US,USA,United States,3094805,235070542,2635117,1305086,142832239,1151172,1773262,89749260,1470700,1773959,98036080,1471456,Admin,,
2021-04-24,US,USA,United States,2107720,237178262,2611107,980284,143812523,1126879,1117951,90867211,1471106,1121573,99157653,1472313,Admin,,
2021-04-25,US,USA,United States,946215,238124477,2597911,483847,144296370,1122850,458168,91325379,1461971,462569,99620222,1463764,Admin,,
2021-04-26,US,USA,United States,2148018,240272495,2554397,873283,145169653,1094709,1263949,92589328,1447045,1279234,100899456,1450816,Admin,,
2021-04-27,US,USA,United States,2630730,242903225,2492387,1045120,146214773,1052193,1573284,94162612,1428113,1617753,102517209,1438117,Admin,,
2021-04-28,US,USA,United States,2859031,245762256,2440682,1106175,147320948,1022322,1739506,95902118,1406703,1803077,104320286,1425667,Admin,,
