Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13201,13201,13201,11675,11675,11675,1355,1355,1355,1495,1495,1495,Admin,,
2020-12-14,US,USA,United States,3908,17109,8554,3778,15453,7727,5,1360,680,33,1528,764,Admin,,
2020-12-15,US,USA,United States,49731,66840,22280,46258,61711,20570,27,1387,462,65,1593,531,Admin,,
2020-12-16,US,USA,United States,159552,226392,56598,152558,214269,53567,209,1596,399,248,1841,460,Admin,,
2020-12-17,US,USA,United States,273949,500341,100068,262561,476830,95366,548,2144,429,577,2418,483,Admin,,
2020-12-18,US,USA,United States,417160,917501,152916,404569,881399,146900,690,2834,472,700,3118,519,Admin,,
2020-12-19,US,USA,United States,181957,1099458,157065,176580,1057979,151140,790,3624,518,792,3910,558,Admin,,
2020-12-20,US,USA,United States,104358,1203816,170087,101717,1159696,164003,529,4153,400,568,4478,426,Admin,,
2020-12-21,US,USA,United States,381029,1584845,223962,371599,1531295,216549,908,5061,529,922,5400,553,Admin,,
2020-12-22,US,USA,United States,446708,2031553,280673,437015,1968310,272371,2152,7213,832,2163,7563,852,Admin,,
2020-12-23,US,USA,United States,567754,2599307,338987,555131,2523441,329882,1793,9006,1059,1799,9362,1074,Admin,,
2020-12-24,US,USA,United States,194175,2793482,327591,188484,2711925,319299,908,9914,1110,914,10276,1122,Admin,,
2020-12-25,US,USA,United States,12232,2805714,269744,12115,2724040,263234,58,9972,1020,58,10334,1030,Admin,,
2020-12-26,US,USA,United States,138300,2944014,263508,135663,2859703,257389,413,10385,966,417,10751,977,Admin,,
2020-12-27,US,USA,United States,93176,3037190,261910,91120,2950823,255875,375,10760,944,422,11173,956,Admin,,
2020-12-28,US,USA,United States,578335,3615525,290097,563604,3514427,283305,2552,13312,1179,2560,13733,1190,Admin,,
2020-12-29,US,USA,United States,707716,4323241,327384,685239,4199666,318765,3858,17170,1422,3867,17600,1433,Admin,,
2020-12-30,US,USA,United States,827602,5150843,364505,803265,5002931,354213,6070,23240,2033,6077,23677,2045,Admin,,
2020-12-31,US,USA,United States,415322,5566165,396097,403187,5406118,384885,2384,25624,2244,2387,26064,2255,Admin,,
2021-01-01,US,USA,United States,52697,5618862,401878,49565,5455683,390235,2265,27889,2560,2440,28504,2595,Admin,,
2021-01-02,US,USA,United States,251983,5870845,418118,244386,5700069,405767,2451,30340,2851,2462,30966,2887,Admin,,
2021-01-03,US,USA,United States,130882,6001727,423505,124135,5824204,410483,2215,32555,3114,2218,33184,3144,Admin,,
2021-01-04,US,USA,United States,634118,6635845,431474,577804,6402008,412512,42969,75524,8887,42997,76181,8921,Admin,,
2021-01-05,US,USA,United States,800544,7436389,444735,703028,7105036,415053,83289,158813,20235,83313,159494,20270,Admin,,
2021-01-06,US,USA,United States,995439,8431828,468712,809786,7914822,415984,167622,326435,43314,167670,327164,43355,Admin,,
2021-01-07,US,USA,United States,1132361,9564189,571146,838803,8753625,478215,271356,597791,81738,271373,598537,81781,Admin,,
2021-01-08,US,USA,United States,1197164,10761353,734641,820302,9573927,588321,353353,951144,131894,353382,951919,131916,Admin,,
2021-01-09,US,USA,United States,492871,11254224,769054,360110,9934037,604853,124894,1076038,149385,124900,1076819,149407,Admin,,
2021-01-10,US,USA,United States,240437,11494661,784704,168749,10102786,611226,67649,1143687,158733,67663,1144482,158756,Admin,,
2021-01-11,US,USA,United States,1036648,12531309,842209,701114,10803900,628842,315654,1459341,197688,315682,1460164,197711,Admin,,
2021-01-12,US,USA,United States,1215636,13746945,901508,886073,11689973,654991,307457,1766798,229712,307491,1767655,229737,Admin,,
2021-01-13,US,USA,United States,1288920,15035865,943433,1003079,12693052,682604,265291,2032089,243665,265313,2032968,243686,Admin,,
2021-01-14,US,USA,United States,1279039,16314904,964387,1129819,13822871,724178,130700,2162789,223571,130722,2163690,223593,Admin,,
2021-01-15,US,USA,United States,1224482,17539386,968290,1094121,14916992,763295,115449,2278238,189585,115490,2279180,189608,Admin,,
2021-01-16,US,USA,United States,635519,18174905,988668,558948,15475940,791700,68978,2347216,181597,68993,2348173,181622,Admin,,
2021-01-17,US,USA,United States,294779,18469684,996431,251937,15727877,803584,40118,2387334,177664,40122,2388295,177687,Admin,,
2021-01-18,US,USA,United States,849698,19319382,969724,620842,16348719,792117,219137,2606471,163876,219174,2607469,163900,Admin,,
2021-01-19,US,USA,United States,1307861,20627243,982899,949588,17298307,801191,339449,2945920,168446,339467,2946936,168468,Admin,,
2021-01-20,US,USA,United States,1575436,22202679,1023830,1147976,18446283,821890,406584,3352504,188631,406616,3353552,188654,Admin,,
2021-01-21,US,USA,United States,1590939,23793618,1068387,1307961,19754244,847339,260558,3613062,207182,260596,3614148,207208,Admin,,
2021-01-22,US,USA,United States,1586193,25379811,1120060,1366072,21120316,886189,200172,3813234,219285,200192,3814340,219308,Admin,,
2021-01-23,US,USA,United States,888834,26268645,1156248,731801,21852117,910882,143956,3957190,229996,143965,3958305,230018,Admin,,
2021-01-24,US,USA,United States,385463,26654108,1169203,296235,22148352,917211,83604,4040794,236209,83612,4041917,236231,Admin,,
2021-01-25,US,USA,United States,1320465,27974573,1236455,837598,22985950,948176,463578,4504372,271129,463598,4505515,271149,Admin,,
2021-01-26,US,USA,United States,1620759,29595332,1281155,1039287,24025237,960990,557308,5061680,302251,557332,5062847,302273,Admin,,
2021-01-27,US,USA,United States,1885128,31480460,1325397,1232118,25257355,973010,621988,5683668,333023,622010,5684857,333043,Admin,,
2021-01-28,US,USA,United States,1908056,33388516,1370699,1351469,26608824,979226,531986,6215654,371799,532022,6216879,371818,Admin,,
2021-01-29,US,USA,United States,1856291,35244807,1409285,1343973,27952797,976069,473198,6688852,410803,473223,6690102,410823,Admin,,
2021-01-30,US,USA,United States,998562,36243369,1424960,752657,28705454,979048,230938,6919790,423229,230940,6921042,423248,Admin,,
2021-01-31,US,USA,United States,447230,36690599,1433784,320859,29026313,982566,118864,7038654,428266,118878,7039920,428286,Admin,,
2021-02-01,US,USA,United States,1284746,37975345,1428681,727431,29753744,966828,532911,7571565,438170,533128,7573048,438219,Admin,,
2021-02-02,US,USA,United States,1630652,39605997,1430095,944432,30698176,953277,663130,8234695,453288,663201,8236249,453343,Admin,,
2021-02-03,US,USA,United States,2081603,41687600,1458162,1245102,31943278,955132,803075,9037770,479157,803128,9039377,479217,Admin,,
2021-02-04,US,USA,United States,2275247,43962847,1510618,1371542,33314820,957999,873555,9911325,527953,873632,9913009,528018,Admin,,
