Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12122,12122,12122,10608,10608,10608,1355,1355,1355,Admin,,
2020-12-14,US,USA,United States,3625,15747,7873,3506,14114,7057,4,1359,680,Admin,,
2020-12-15,US,USA,United States,48809,64556,21518,45384,59498,19833,25,1384,461,Admin,,
2020-12-16,US,USA,United States,157663,222219,55554,150817,210315,52579,193,1577,394,Admin,,
2020-12-17,US,USA,United States,270211,492430,98486,259423,469738,93948,475,2052,410,Admin,,
2020-12-18,US,USA,United States,409570,902000,150333,398378,868116,144686,550,2602,434,Admin,,
2020-12-19,US,USA,United States,178563,1080563,154366,174008,1042124,148875,687,3289,470,Admin,,
2020-12-20,US,USA,United States,101898,1182461,167191,99781,1141905,161614,450,3739,341,Admin,,
2020-12-21,US,USA,United States,374611,1557072,220189,366363,1508268,213451,722,4461,443,Admin,,
2020-12-22,US,USA,United States,440929,1998001,276206,431870,1940138,268663,1862,6323,706,Admin,,
2020-12-23,US,USA,United States,558701,2556702,333497,546764,2486902,325227,1565,7888,902,Admin,,
2020-12-24,US,USA,United States,191090,2747792,322194,185545,2672447,314673,880,8768,959,Admin,,
2020-12-25,US,USA,United States,11896,2759688,265384,11807,2684254,259448,35,8803,886,Admin,,
2020-12-26,US,USA,United States,136404,2896092,259361,133976,2818230,253729,300,9103,831,Admin,,
2020-12-27,US,USA,United States,91487,2987579,257874,89646,2907876,252282,283,9386,807,Admin,,
2020-12-28,US,USA,United States,566650,3554229,285308,552889,3460765,278928,2112,11498,1005,Admin,,
2020-12-29,US,USA,United States,695192,4249421,321631,674660,4135425,313612,2609,14107,1112,Admin,,
2020-12-30,US,USA,United States,812539,5061960,357894,790328,4925753,348407,4680,18787,1557,Admin,,
2020-12-31,US,USA,United States,408012,5469972,388882,397018,5322771,378618,1529,20316,1650,Admin,,
2021-01-01,US,USA,United States,40271,5510243,392936,38714,5361485,382462,830,21146,1763,Admin,,
2021-01-02,US,USA,United States,245229,5755472,408482,238790,5600275,397435,1849,22995,1985,Admin,,
2021-01-03,US,USA,United States,126700,5882172,413513,121040,5721315,401920,1893,24888,2215,Admin,,
2021-01-04,US,USA,United States,618363,6500535,420900,564908,6286223,403637,41099,65987,7784,Admin,,
2021-01-05,US,USA,United States,777617,7278152,432675,684215,6970438,405002,80583,146570,18923,Admin,,
2021-01-06,US,USA,United States,963028,8241180,454174,783534,7753972,404031,162927,309497,41530,Admin,,
2021-01-07,US,USA,United States,1104563,9345743,553681,819682,8573654,464412,264195,573692,79054,Admin,,
2021-01-08,US,USA,United States,1168164,10513907,714809,801377,9375031,573364,344985,918677,128219,Admin,,
2021-01-09,US,USA,United States,480680,10994587,748445,351568,9726599,589475,121882,1040559,145366,Admin,,
2021-01-10,US,USA,United States,231923,11226510,763476,162561,9889160,595406,65927,1106486,154514,Admin,,
2021-01-11,US,USA,United States,1008550,12235060,819217,683105,10572265,612292,307789,1414275,192613,Admin,,
2021-01-12,US,USA,United States,1178041,13413101,876421,859939,11432204,637395,299406,1713681,223873,Admin,,
2021-01-13,US,USA,United States,1249062,14662163,917283,976323,12408527,664936,255755,1969436,237134,Admin,,
2021-01-14,US,USA,United States,1244609,15906772,937289,1102302,13510829,705311,126276,2095712,217431,Admin,,
2021-01-15,US,USA,United States,1185135,17091907,939714,1062566,14573395,742623,111046,2206758,184012,Admin,,
2021-01-16,US,USA,United States,615088,17706995,958915,544300,15117695,770157,65963,2272721,176023,Admin,,
2021-01-17,US,USA,United States,283480,17990475,966280,243703,15361398,781748,37842,2310563,172011,Admin,,
2021-01-18,US,USA,United States,809617,18800092,937861,595536,15956934,769238,208554,2519117,157835,Admin,,
