Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,22853,22853,22853,19408,19408,19408,4064,4064,4064,Admin,,
2020-12-14,US,USA,United States,4389,27242,13621,4251,23659,11830,98,4162,2081,Admin,,
2020-12-15,US,USA,United States,50709,77951,25983,48491,72150,24050,217,4379,1459,Admin,,
2020-12-16,US,USA,United States,161255,239206,59801,155814,227964,56991,406,4785,1196,Admin,,
2020-12-17,US,USA,United States,273321,512527,102505,266304,494268,98854,601,5386,1077,Admin,,
2020-12-18,US,USA,United States,416255,928782,154797,407494,901762,150294,1022,6408,1068,Admin,,
2020-12-19,US,USA,United States,181668,1110450,158635,177761,1079523,154218,962,7370,1052,Admin,,
2020-12-20,US,USA,United States,104565,1215015,170308,102650,1182173,166109,674,8044,568,Admin,,
2020-12-21,US,USA,United States,381443,1596458,224173,375003,1557176,219074,1120,9164,714,Admin,,
2020-12-22,US,USA,United States,449963,2046421,281210,441529,1998705,275222,2376,11540,1023,Admin,,
2020-12-23,US,USA,United States,579409,2625830,340946,567370,2566075,334016,2205,13745,1280,Admin,,
2020-12-24,US,USA,United States,197569,2823399,330124,192609,2758684,323488,982,14727,1334,Admin,,
2020-12-25,US,USA,United States,12602,2836001,272459,12465,2771149,267055,90,14817,1201,Admin,,
2020-12-26,US,USA,United States,142482,2978483,266861,138954,2910103,261511,701,15518,1164,Admin,,
2020-12-27,US,USA,United States,97234,3075717,265814,94093,3004196,260289,625,16143,1157,Admin,,
2020-12-28,US,USA,United States,589419,3665136,295525,576751,3580947,289110,3106,19249,1440,Admin,,
2020-12-29,US,USA,United States,719514,4384650,334032,702363,4283310,326372,4314,23563,1717,Admin,,
2020-12-30,US,USA,United States,842113,5226763,371561,825400,5108710,363234,5950,29513,2252,Admin,,
2020-12-31,US,USA,United States,418938,5645701,403186,410317,5519027,394335,2671,32184,2493,Admin,,
2021-01-01,US,USA,United States,87330,5733031,413861,80242,5599269,404017,5545,37729,3273,Admin,,
2021-01-02,US,USA,United States,262027,5995058,430939,253365,5852634,420362,2614,40343,3546,Admin,,
2021-01-03,US,USA,United States,136834,6131892,436596,129751,5982385,425456,2303,42646,3786,Admin,,
2021-01-04,US,USA,United States,654355,6786247,445873,596452,6578837,428270,44847,87493,9749,Admin,,
2021-01-05,US,USA,United States,826939,7613186,461219,726857,7305694,431769,87688,175181,21659,Admin,,
2021-01-06,US,USA,United States,1020908,8634094,486761,830319,8136013,432472,173786,348967,45636,Admin,,
2021-01-07,US,USA,United States,1174009,9808103,594628,871794,9007807,498397,280112,629079,85270,Admin,,
2021-01-08,US,USA,United States,1241704,11049807,759539,854394,9862201,608990,361670,990749,136145,Admin,,
2021-01-09,US,USA,United States,509494,11559301,794891,371415,10233616,625855,128258,1119007,154094,Admin,,
2021-01-10,US,USA,United States,249928,11809229,811048,175953,10409569,632455,68535,1187542,163556,Admin,,
2021-01-11,US,USA,United States,1067571,12876800,870079,723972,11133541,650672,320847,1508389,202985,Admin,,
2021-01-12,US,USA,United States,1256524,14133324,931448,917728,12051269,677939,313561,1821950,235252,Admin,,
2021-01-13,US,USA,United States,1321668,15454992,974414,1030375,13081644,706519,270828,2092778,249115,Admin,,
2021-01-14,US,USA,United States,1317206,16772198,994870,1161084,14242728,747846,135191,2227969,228412,Admin,,
2021-01-15,US,USA,United States,1260468,18032666,997551,1123259,15365987,786255,119670,2347639,193841,Admin,,
2021-01-16,US,USA,United States,647892,18680558,1017322,565858,15931845,814033,71263,2418902,185699,Admin,,
2021-01-17,US,USA,United States,304796,18985354,1025160,255596,16187441,825410,41774,2460676,181876,Admin,,
2021-01-18,US,USA,United States,880756,19866110,998472,637741,16825182,813092,225513,2686189,168257,Admin,,
2021-01-19,US,USA,United States,1339353,21205463,1010305,963815,17788997,819675,351384,3037573,173660,Admin,,
2021-01-20,US,USA,United States,1595991,22801454,1049494,1151552,18940549,836986,417586,3455159,194625,Admin,,
2021-01-21,US,USA,United States,1630907,24432361,1094309,1333215,20273764,861577,271943,3727102,214161,Admin,,
2021-01-22,US,USA,United States,1635253,26067614,1147849,1403410,21677174,901598,207701,3934803,226737,Admin,,
2021-01-23,US,USA,United States,913782,26981396,1185834,750417,22427591,927964,148509,4083312,237772,Admin,,
2021-01-24,US,USA,United States,397217,27378613,1199037,302738,22730329,934698,87015,4170327,244235,Admin,,
2021-01-25,US,USA,United States,1372479,28751092,1269283,862575,23592904,966817,483810,4654137,281135,Admin,,
2021-01-26,US,USA,United States,1660020,30411112,1315092,1056078,24648982,979998,574249,5228386,312973,Admin,,
2021-01-27,US,USA,United States,1932830,32343942,1363212,1255275,25904257,994815,640919,5869305,344878,Admin,,
2021-01-28,US,USA,United States,1970316,34314258,1411699,1380116,27284373,1001516,551797,6421102,384857,Admin,,
2021-01-29,US,USA,United States,1922939,36237197,1452797,1381760,28666133,998423,489712,6910814,425144,Admin,,
2021-01-30,US,USA,United States,1023395,37260592,1468456,764931,29431064,1000496,239675,7150489,438168,Admin,,
2021-01-31,US,USA,United States,462838,37723430,1477831,327078,29758142,1003973,124400,7274889,443508,Admin,,
2021-02-01,US,USA,United States,1373838,39097268,1478025,768932,30527074,990596,560368,7835257,454445,Admin,,
