Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12897,12897,12897,11372,11372,11372,1355,1355,1355,1464,1464,1464,Admin,,
2020-12-14,US,USA,United States,3869,16766,8383,3740,15112,7556,5,1360,680,32,1496,748,Admin,,
2020-12-15,US,USA,United States,49617,66383,22127,46146,61258,20419,27,1387,462,63,1559,519,Admin,,
2020-12-16,US,USA,United States,160408,226791,56697,153437,214695,53674,208,1595,399,246,1805,451,Admin,,
2020-12-17,US,USA,United States,273442,500233,100046,262196,476891,95378,542,2137,427,571,2376,475,Admin,,
2020-12-18,US,USA,United States,416201,916434,152739,404051,880942,146824,674,2811,469,684,3060,510,Admin,,
2020-12-19,US,USA,United States,181308,1097742,156820,176401,1057343,151049,784,3595,514,786,3846,549,Admin,,
2020-12-20,US,USA,United States,103847,1201589,169813,101477,1158820,163921,527,4122,395,566,4412,421,Admin,,
2020-12-21,US,USA,United States,379842,1581431,223523,370986,1529806,216385,886,5008,521,899,5311,545,Admin,,
2020-12-22,US,USA,United States,445961,2027392,280144,436367,1966173,272131,2141,7149,823,2152,7463,843,Admin,,
2020-12-23,US,USA,United States,567000,2594392,338228,554438,2520611,329417,1771,8920,1046,1777,9240,1062,Admin,,
2020-12-24,US,USA,United States,193866,2788258,326860,188189,2708800,318844,904,9824,1098,909,10149,1110,Admin,,
2020-12-25,US,USA,United States,12178,2800436,269143,12063,2720863,262846,57,9881,1010,57,10206,1020,Admin,,
2020-12-26,US,USA,United States,138156,2938592,262978,135534,2856397,257008,406,10287,956,409,10615,967,Admin,,
2020-12-27,US,USA,United States,93093,3031685,261442,91046,2947443,255518,370,10657,934,417,11032,945,Admin,,
2020-12-28,US,USA,United States,577798,3609483,289721,563146,3510589,282969,2504,13161,1165,2512,13544,1176,Admin,,
2020-12-29,US,USA,United States,707069,4316552,327022,684649,4195238,318438,3823,16984,1405,3831,17375,1416,Admin,,
2020-12-30,US,USA,United States,826664,5143216,364117,802420,4997658,353864,6006,22990,2010,6013,23388,2021,Admin,,
2020-12-31,US,USA,United States,414827,5558043,395683,402726,5400384,384512,2358,25348,2218,2361,25749,2228,Admin,,
2021-01-01,US,USA,United States,51414,5609457,401288,48378,5448762,389700,2177,27525,2521,2333,28082,2553,Admin,,
2021-01-02,US,USA,United States,251354,5860811,417459,243974,5692736,405191,2429,29954,2810,2438,30520,2843,Admin,,
2021-01-03,US,USA,United States,130532,5991343,422808,123969,5816705,409895,2203,32157,3071,2206,32726,3099,Admin,,
2021-01-04,US,USA,United States,632661,6624004,430645,576670,6393375,411827,42817,74974,8830,42843,75569,8860,Admin,,
2021-01-05,US,USA,United States,799014,7423018,443780,702055,7095430,414313,83096,158070,20155,83119,158688,20187,Admin,,
2021-01-06,US,USA,United States,993760,8416778,467651,808601,7904031,415196,167364,325434,43206,167409,326097,43244,Admin,,
2021-01-07,US,USA,United States,1130791,9547569,569932,837831,8741862,477354,270950,596384,81577,270967,597064,81616,Admin,,
2021-01-08,US,USA,United States,1195376,10742945,733355,819190,9561052,587470,352827,949211,131669,352855,949919,131691,Admin,,
2021-01-09,US,USA,United States,491800,11234745,767704,359262,9920314,603940,124776,1073987,149148,124782,1074701,149168,Admin,,
2021-01-10,US,USA,United States,239953,11474698,783336,168534,10088848,610306,67561,1141548,158484,67574,1142275,158507,Admin,,
2021-01-11,US,USA,United States,1034237,12508935,840704,699279,10788127,627822,315158,1456706,197390,315184,1457459,197412,Admin,,
2021-01-12,US,USA,United States,1213616,13722551,899933,884574,11672701,653896,307053,1763759,229384,307083,1764542,229407,Admin,,
2021-01-13,US,USA,United States,1286131,15008682,941700,1000945,12673646,681374,264778,2028537,243300,264800,2029342,243320,Admin,,
2021-01-14,US,USA,United States,1277080,16285762,962599,1128398,13802044,722883,130303,2158840,223208,130324,2159666,223228,Admin,,
2021-01-15,US,USA,United States,1222353,17508115,966452,1092447,14894491,761920,115151,2273991,189254,115191,2274857,189276,Admin,,
2021-01-16,US,USA,United States,634654,18142769,986860,558282,15452773,790351,68844,2342835,181264,68858,2343715,181287,Admin,,
2021-01-17,US,USA,United States,294136,18436905,994601,251478,15704251,802200,40002,2382837,177327,40005,2383720,177349,Admin,,
2021-01-18,US,USA,United States,847450,19284355,967917,619500,16323751,790803,218864,2601701,163571,218897,2602617,163594,Admin,,
2021-01-19,US,USA,United States,1304993,20589348,980971,947926,17271677,799854,338858,2940559,168114,338874,2941491,168135,Admin,,
2021-01-20,US,USA,United States,1572621,22161969,1021898,1146071,18417748,820586,405932,3346491,188279,405961,3347452,188301,Admin,,
2021-01-21,US,USA,United States,1587421,23749390,1066232,1305160,19722908,845838,260107,3606598,206823,260140,3607592,206846,Admin,,
2021-01-22,US,USA,United States,1582386,25331776,1117665,1362833,21085741,884464,199816,3806414,218918,199834,3807426,218938,Admin,,
2021-01-23,US,USA,United States,886202,26217978,1153601,730283,21816024,909036,143519,3949933,229585,143528,3950954,229605,Admin,,
2021-01-24,US,USA,United States,383529,26601507,1166371,294708,22110732,915212,83345,4033278,235777,83352,4034306,235798,Admin,,
2021-01-25,US,USA,United States,1317562,27919069,1233530,835817,22946549,946114,462662,4495940,270606,462681,4496987,270624,Admin,,
2021-01-26,US,USA,United States,1617989,29537058,1278244,1037584,23984133,958922,556432,5052372,301688,556454,5053441,301707,Admin,,
2021-01-27,US,USA,United States,1874675,31411733,1321394,1224356,25208489,970106,619715,5672087,332228,619734,5673175,332246,Admin,,
2021-01-28,US,USA,United States,1901543,33313276,1366269,1348075,26556564,976237,529194,6201281,370669,529225,6202400,370686,Admin,,
2021-01-29,US,USA,United States,1851696,35164972,1404742,1340585,27897149,973058,472242,6673523,409587,472265,6674665,409605,Admin,,
2021-01-30,US,USA,United States,996910,36161882,1420557,751834,28648983,976137,230250,6903773,421977,230252,6904917,421994,Admin,,
2021-01-31,US,USA,United States,446197,36608079,1429510,320166,28969149,979774,118620,7022393,427016,118631,7023548,427034,Admin,,
2021-02-01,US,USA,United States,1279319,37887398,1424047,724476,29693625,963868,530890,7553283,436763,531078,7554626,436805,Admin,,
2021-02-02,US,USA,United States,1626736,39514134,1425296,942199,30635824,950242,661737,8215020,451807,661790,8216416,451853,Admin,,
2021-02-03,US,USA,United States,2076648,41590782,1454149,1242783,31878607,952874,800746,9015766,477668,800795,9017211,477719,Admin,,
2021-02-04,US,USA,United States,2261842,43852624,1505621,1360649,33239256,954670,871475,9887241,526566,871533,9888744,526620,Admin,,
2021-02-05,US,USA,United States,2272693,46125317,1565763,1332623,34571879,953533,914550,10801791,589753,914609,10803353,589812,Admin,,
2021-02-06,US,USA,United States,1263559,47388876,1603856,841765,35413644,966380,404752,11206543,614681,404791,11208144,614746,Admin,,
2021-02-07,US,USA,United States,434308,47823184,1602157,276791,35690435,960184,149878,11356421,619147,149897,11358041,619213,Admin,,
2021-02-08,US,USA,United States,1507644,49330828,1634775,820083,36510518,973842,667406,12023827,638649,667472,12025513,638698,Admin,,
2021-02-09,US,USA,United States,1893706,51224534,1672914,1021361,37531879,985151,852096,12875923,665843,852169,12877682,665895,Admin,,
2021-02-10,US,USA,United States,2211401,53435935,1692164,1202299,38734178,979367,987720,13863643,692554,987788,13865470,692608,Admin,,
2021-02-11,US,USA,United States,2316042,55751977,1699907,1250880,39985058,963686,1041476,14905119,716840,1041553,14907023,716897,Admin,,
2021-02-12,US,USA,United States,2495785,58247762,1731777,1350857,41335915,966291,1112652,16017771,745140,1112740,16019763,745201,Admin,,
2021-02-13,US,USA,United States,1427798,59675560,1755240,849358,42185273,967376,558380,16576151,767087,558433,16578196,767150,Admin,,
2021-02-14,US,USA,United States,566100,60241660,1774068,334606,42519879,975635,221174,16797325,777272,221186,16799382,777334,Admin,,
2021-02-15,US,USA,United States,1125853,61367513,1719526,600831,43120710,944313,504065,17301390,753938,504146,17303528,754002,Admin,,
2021-02-16,US,USA,United States,1572425,62939938,1673629,788707,43909417,911077,758532,18059922,740571,758588,18062116,740633,Admin,,
2021-02-17,US,USA,United States,1909022,64848960,1630432,923776,44833193,871288,959928,19019850,736601,960003,19022119,736664,Admin,,
2021-02-18,US,USA,United States,1788236,66637196,1555031,821843,45655036,809997,937023,19956873,721679,937109,19959228,721743,Admin,,
2021-02-19,US,USA,United States,1896678,68533874,1469444,819419,46474455,734077,1047684,21004557,712398,1047842,21007070,712472,Admin,,
2021-02-20,US,USA,United States,1266585,69800459,1446414,592987,47067442,697453,653301,21657858,725958,653353,21660423,726032,Admin,,
2021-02-21,US,USA,United States,568186,70368645,1446712,248602,47316044,685166,308048,21965906,738369,308093,21968516,738447,Admin,,
2021-02-22,US,USA,United States,1400144,71768789,1485896,611142,47927186,686639,760337,22726243,774979,760431,22728947,775059,Admin,,
2021-02-23,US,USA,United States,1869799,73638588,1528378,860620,48787806,696913,974559,23700802,805840,974643,23703590,805924,Admin,,
2021-02-24,US,USA,United States,2428488,76067076,1602588,1226221,50014027,740119,1167863,24868665,835545,1167993,24871583,835637,Admin,,
2021-02-25,US,USA,United States,2819006,78886082,1749840,1514094,51528121,839012,1262765,26131430,882080,1262969,26134552,882189,Admin,,
2021-02-26,US,USA,United States,2990580,81876662,1906112,1647219,53175340,957269,1306473,27437903,919049,1306585,27441137,919152,Admin,,
2021-02-27,US,USA,United States,1923810,83800472,2000001,1121478,54296818,1032768,777215,28215118,936751,777499,28218636,936887,Admin,,
2021-02-28,US,USA,United States,808986,84609458,2034401,521680,54818498,1071779,273361,28488479,931796,273429,28492065,931935,Admin,,
2021-03-01,US,USA,United States,1849394,86458852,2098580,1097830,55916328,1141306,719344,29207823,925940,720597,29212662,926245,Admin,,
2021-03-02,US,USA,United States,2349213,88808065,2167068,1420514,57336842,1221291,903331,30111154,915765,904128,30116790,916171,Admin,,
2021-03-03,US,USA,United States,2794550,91602615,2219362,1702215,59039057,1289290,1059187,31170341,900239,1069458,31186248,902095,Admin,,
2021-03-04,US,USA,United States,3077288,94679903,2256260,1911164,60950221,1346014,1131463,32301804,881482,1179399,32365647,890156,Admin,,
2021-03-05,US,USA,United States,3106928,97786831,2272881,1966778,62916999,1391666,1113812,33415616,853959,1236953,33602600,880209,Admin,,
2021-03-06,US,USA,United States,1988803,99775634,2282166,1320740,64237739,1420132,652572,34068188,836153,826087,34428687,887150,Admin,,
2021-03-07,US,USA,United States,885403,100661037,2293082,655897,64893636,1439305,222637,34290825,828907,324165,34752852,894398,Admin,,
2021-03-08,US,USA,United States,2067143,102728180,2324189,1439087,66332723,1488056,611416,34902241,813488,806053,35558905,906606,Admin,,
2021-03-09,US,USA,United States,2603988,105332168,2360586,1767284,68100007,1537595,819660,35721901,801535,1026875,36585780,924141,Admin,,
2021-03-10,US,USA,United States,3035340,108367508,2394984,2034418,70134425,1585053,978347,36700248,789987,1218737,37804517,945467,Admin,,
2021-03-11,US,USA,United States,3361896,111729404,2435643,2248993,72383418,1633314,1081994,37782242,782920,1349910,39154427,969825,Admin,,
2021-03-12,US,USA,United States,3329134,115058538,2467386,2084968,74468386,1650198,1202882,38985124,795644,1462778,40617205,1002086,Admin,,
2021-03-13,US,USA,United States,2128420,117186958,2487332,1370518,75838904,1657309,734440,39719564,807339,977932,41595137,1023778,Admin,,
