Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13564,13564,13564,12038,12038,12038,1355,1355,1355,1543,1543,1543,Admin,,
2020-12-14,US,USA,United States,4008,17572,8786,3874,15912,7956,7,1362,681,39,1582,791,Admin,,
2020-12-15,US,USA,United States,50362,67934,22644,46873,62785,20928,32,1394,465,93,1675,558,Admin,,
2020-12-16,US,USA,United States,160987,228921,57230,153951,216736,54184,220,1614,404,280,1955,488,Admin,,
2020-12-17,US,USA,United States,275939,504860,100972,264464,481200,96240,570,2184,437,615,2570,514,Admin,,
2020-12-18,US,USA,United States,420466,925326,154221,407619,888819,148137,734,2918,486,749,3319,553,Admin,,
2020-12-19,US,USA,United States,183547,1108873,158410,177765,1066584,152369,966,3884,555,972,4291,613,Admin,,
2020-12-20,US,USA,United States,105201,1214074,171501,102433,1169017,165283,553,4437,440,626,4917,482,Admin,,
2020-12-21,US,USA,United States,382874,1596948,225625,373214,1542231,218046,951,5388,575,969,5886,614,Admin,,
2020-12-22,US,USA,United States,448964,2045912,282568,439078,1981309,274075,2252,7640,892,2267,8153,925,Admin,,
2020-12-23,US,USA,United States,570776,2616688,341109,557941,2539250,331788,1854,9494,1126,1864,10017,1151,Admin,,
2020-12-24,US,USA,United States,195335,2812023,329594,189507,2728757,321080,939,10433,1178,946,10963,1199,Admin,,
2020-12-25,US,USA,United States,12340,2824363,271291,12211,2740968,264593,63,10496,1083,63,11026,1101,Admin,,
2020-12-26,US,USA,United States,139226,2963589,264959,136519,2877487,258700,442,10938,1008,447,11473,1026,Admin,,
2020-12-27,US,USA,United States,94063,3057652,263368,91972,2969459,257206,403,11341,986,450,11923,1000,Admin,,
2020-12-28,US,USA,United States,585117,3642769,292260,570052,3539511,285326,2700,14041,1236,2711,14634,1249,Admin,,
2020-12-29,US,USA,United States,715622,4358391,330354,692570,4232081,321539,4117,18158,1503,4128,18762,1515,Admin,,
2020-12-30,US,USA,United States,836600,5194991,368329,811482,5043563,357759,6410,24568,2153,6419,25181,2166,Admin,,
2020-12-31,US,USA,United States,419039,5614030,400286,406528,5450091,388762,2477,27045,2373,2487,27668,2386,Admin,,
2021-01-01,US,USA,United States,57909,5671939,406796,54328,5504419,394779,2651,29696,2743,2927,30595,2795,Admin,,
2021-01-02,US,USA,United States,255640,5927579,423427,247764,5752183,410671,2551,32247,3044,2565,33160,3098,Admin,,
2021-01-03,US,USA,United States,134043,6061622,429138,127113,5879296,415691,2266,34513,3310,2274,35434,3358,Admin,,
2021-01-04,US,USA,United States,641770,6703392,437231,584085,6463381,417696,44092,78605,9223,44131,79565,9275,Admin,,
2021-01-05,US,USA,United States,814951,7518343,451421,714362,7177743,420809,86044,164649,20927,86081,165646,20983,Admin,,
2021-01-06,US,USA,United States,1006187,8524530,475648,818460,7996203,421806,169131,333780,44173,169185,334831,44235,Admin,,
2021-01-07,US,USA,United States,1146147,9670677,579521,849034,8845237,485021,274199,607979,82991,274225,609056,83055,Admin,,
2021-01-08,US,USA,United States,1210300,10880977,744148,829749,9674986,595795,356384,964363,133524,356422,965478,133554,Admin,,
2021-01-09,US,USA,United States,499058,11380035,778922,364854,10039840,612522,125995,1090358,151159,126004,1091482,151188,Admin,,
2021-01-10,US,USA,United States,244694,11624729,794729,172419,10212259,618995,68039,1158397,160555,68057,1159539,160586,Admin,,
2021-01-11,US,USA,United States,1049288,12674017,852946,711240,10923499,637160,317436,1475833,199604,317467,1477006,199634,Admin,,
2021-01-12,US,USA,United States,1232129,13906146,912543,899671,11823170,663632,309740,1785573,231561,309785,1786791,231592,Admin,,
2021-01-13,US,USA,United States,1302291,15208437,954843,1014289,12837459,691608,266956,2052529,245536,266994,2053785,245564,Admin,,
2021-01-14,US,USA,United States,1291349,16499786,975587,1140584,13978043,733258,131784,2184313,225191,131812,2185597,225220,Admin,,
2021-01-15,US,USA,United States,1238967,17738753,979682,1106784,15084827,772834,116775,2301088,190961,116833,2302430,190993,Admin,,
2021-01-16,US,USA,United States,642650,18381403,1000195,565081,15649908,801438,69789,2370877,182931,69808,2372238,182965,Admin,,
2021-01-17,US,USA,United States,298296,18679699,1007852,254780,15904688,813204,40678,2411555,179023,40685,2412923,179054,Admin,,
2021-01-18,US,USA,United States,862684,19542383,981195,630296,16534984,801641,222164,2633719,165412,222210,2635133,165446,Admin,,
2021-01-19,US,USA,United States,1325434,20867817,994524,961188,17496172,810429,344820,2978539,170424,344850,2979983,170456,Admin,,
2021-01-20,US,USA,United States,1596744,22464561,1036589,1162265,18658437,831568,412739,3391278,191250,412785,3392768,191283,Admin,,
2021-01-21,US,USA,United States,1611770,24076331,1082363,1323886,19982323,857754,264514,3655792,210211,264561,3657329,210247,Admin,,
2021-01-22,US,USA,United States,1602144,25678475,1134246,1378707,21361030,896600,202499,3858291,222458,202521,3859850,222488,Admin,,
