Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,23881,23881,23881,20226,20226,20226,4283,4283,4283,Admin,,
2020-12-14,US,USA,United States,4418,28299,14149,4279,24505,12253,99,4382,2191,Admin,,
2020-12-15,US,USA,United States,50803,79102,26367,48580,73085,24362,224,4606,1535,Admin,,
2020-12-16,US,USA,United States,161384,240486,60121,155929,229014,57254,415,5021,1255,Admin,,
2020-12-17,US,USA,United States,273574,514060,102812,266538,495552,99110,615,5636,1127,Admin,,
2020-12-18,US,USA,United States,416712,930772,155128,407903,903455,150576,1041,6677,1112,Admin,,
2020-12-19,US,USA,United States,181923,1112695,158956,177942,1081397,154485,977,7654,1093,Admin,,
2020-12-20,US,USA,United States,104763,1217458,170511,102826,1184223,166285,690,8344,580,Admin,,
2020-12-21,US,USA,United States,381929,1599387,224441,375429,1559652,219307,1154,9498,730,Admin,,
2020-12-22,US,USA,United States,450410,2049797,281527,441916,2001568,275498,2411,11909,1043,Admin,,
2020-12-23,US,USA,United States,580200,2629997,341358,568089,2569657,334378,2247,14156,1305,Admin,,
2020-12-24,US,USA,United States,197916,2827913,330550,192860,2762517,323852,991,15147,1358,Admin,,
2020-12-25,US,USA,United States,12627,2840540,272824,12487,2775004,267364,92,15239,1223,Admin,,
2020-12-26,US,USA,United States,142793,2983333,267234,139164,2914168,261824,710,15949,1185,Admin,,
2020-12-27,US,USA,United States,97532,3080865,266201,94379,3008547,260618,634,16583,1177,Admin,,
2020-12-28,US,USA,United States,590768,3671633,296035,577717,3586264,289516,3175,19758,1465,Admin,,
2020-12-29,US,USA,United States,721046,4392679,334697,703457,4289721,326879,4366,24124,1745,Admin,,
2020-12-30,US,USA,United States,844783,5237462,372495,827113,5116834,363882,6023,30147,2284,Admin,,
2020-12-31,US,USA,United States,420670,5658132,404317,411486,5528320,395115,2721,32868,2531,Admin,,
2021-01-01,US,USA,United States,89140,5747272,415247,81823,5610143,405020,5698,38566,3332,Admin,,
2021-01-02,US,USA,United States,263164,6010436,432443,254216,5864359,421456,2651,41217,3609,Admin,,
2021-01-03,US,USA,United States,137070,6147506,438091,129929,5994288,426534,2313,43530,3849,Admin,,
2021-01-04,US,USA,United States,656474,6803980,447478,597926,6592214,429421,44927,88457,9814,Admin,,
2021-01-05,US,USA,United States,829439,7633419,462962,728555,7320769,433007,87841,176298,21739,Admin,,
2021-01-06,US,USA,United States,1023614,8657033,488510,831951,8152720,433698,173977,350275,45732,Admin,,
2021-01-07,US,USA,United States,1176909,9833942,596544,873588,9026308,499713,280468,630743,85410,Admin,,
2021-01-08,US,USA,United States,1244800,11078742,761638,856295,9882603,610351,362030,992773,136315,Admin,,
2021-01-09,US,USA,United States,510423,11589165,796961,372034,10254637,627183,128421,1121194,154282,Admin,,
