Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,28936,28936,28936,24152,24152,24152,5527,5527,5527,Admin,,
2020-12-14,US,USA,United States,4552,33488,16744,4393,28545,14273,118,5645,2822,Admin,,
2020-12-15,US,USA,United States,49670,83158,27719,47343,75888,25296,259,5904,1968,Admin,,
2020-12-16,US,USA,United States,159730,242888,60722,154347,230235,57559,465,6369,1592,Admin,,
2020-12-17,US,USA,United States,272365,515253,103050,265257,495492,99098,738,7107,1421,Admin,,
2020-12-18,US,USA,United States,416044,931297,155216,407512,903004,150501,1195,8302,1383,Admin,,
2020-12-19,US,USA,United States,181759,1113056,159008,177840,1080844,154406,1044,9346,1335,Admin,,
2020-12-20,US,USA,United States,105154,1218210,169896,103225,1184069,165702,697,10043,645,Admin,,
2020-12-21,US,USA,United States,381572,1599782,223756,375054,1559123,218654,1475,11518,839,Admin,,
2020-12-22,US,USA,United States,447328,2047110,280564,438853,1997976,274584,2854,14372,1209,Admin,,
2020-12-23,US,USA,United States,574664,2621774,339840,562236,2560212,332854,2902,17274,1557,Admin,,
2020-12-24,US,USA,United States,195803,2817577,328903,190802,2751014,322217,1087,18361,1607,Admin,,
2020-12-25,US,USA,United States,12642,2830219,271274,12490,2763504,265786,101,18462,1451,Admin,,
2020-12-26,US,USA,United States,141841,2972060,265572,137904,2901408,260081,963,19425,1439,Admin,,
2020-12-27,US,USA,United States,96641,3068701,264355,93368,2994776,258672,716,20141,1442,Admin,,
2020-12-28,US,USA,United States,590493,3659194,294201,576182,3570958,287405,4085,24226,1815,Admin,,
2020-12-29,US,USA,United States,721432,4380626,333359,702448,4273406,325061,5203,29429,2151,Admin,,
2020-12-30,US,USA,United States,842619,5223245,371638,822861,5096267,362294,7705,37134,2837,Admin,,
2020-12-31,US,USA,United States,419883,5643128,403650,410031,5506298,393612,3107,40241,3125,Admin,,
2021-01-01,US,USA,United States,100395,5743523,416186,91109,5597407,404843,6615,46856,4056,Admin,,
2021-01-02,US,USA,United States,264172,6007695,433662,255339,5852746,421620,2821,49677,4321,Admin,,
2021-01-03,US,USA,United States,138728,6146423,439674,131740,5984486,427101,2432,52109,4566,Admin,,
2021-01-04,US,USA,United States,656729,6803152,449136,597585,6582071,430159,45654,97763,10505,Admin,,
2021-01-05,US,USA,United States,830763,7633915,464755,728992,7311063,433951,88223,185986,22365,Admin,,
2021-01-06,US,USA,United States,1020520,8654435,490170,830267,8141330,435009,171953,357939,45829,Admin,,
2021-01-07,US,USA,United States,1169313,9823748,597231,865901,9007231,500133,280282,638221,85425,Admin,,
2021-01-08,US,USA,United States,1235603,11059351,759404,846984,9854215,608115,362692,1000913,136293,Admin,,
2021-01-09,US,USA,United States,508632,11567983,794326,370251,10224466,624531,128318,1129231,154222,Admin,,
2021-01-10,US,USA,United States,250917,11818900,810353,176240,10400706,630889,69407,1198638,163789,Admin,,
