Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12602,12602,12602,11079,11079,11079,1355,1355,1355,1422,1422,1422,Admin,,
2020-12-14,US,USA,United States,3766,16368,8184,3638,14717,7359,5,1360,680,19,1441,720,Admin,,
2020-12-15,US,USA,United States,49456,65824,21941,45988,60705,20235,26,1386,462,38,1479,493,Admin,,
2020-12-16,US,USA,United States,159327,225151,56287,152418,213123,53281,203,1589,397,212,1691,422,Admin,,
2020-12-17,US,USA,United States,271852,497003,99400,260811,473934,94787,511,2100,420,527,2218,443,Admin,,
2020-12-18,US,USA,United States,414311,911314,151885,402571,876505,146084,621,2721,454,621,2839,473,Admin,,
2020-12-19,US,USA,United States,180722,1092036,156005,175867,1052372,150339,732,3453,493,733,3572,510,Admin,,
2020-12-20,US,USA,United States,103406,1195442,168977,101065,1153437,163194,508,3961,372,543,4115,384,Admin,,
2020-12-21,US,USA,United States,378260,1573702,222476,369659,1523096,215483,846,4807,492,850,4965,503,Admin,,
2020-12-22,US,USA,United States,445071,2018773,278992,435675,1958771,271152,2097,6904,788,2100,7065,798,Admin,,
2020-12-23,US,USA,United States,564816,2583589,336919,552579,2511350,328318,1680,8584,999,1682,8747,1008,Admin,,
2020-12-24,US,USA,United States,193214,2776803,325685,187607,2698957,317860,873,9457,1051,876,9623,1057,Admin,,
2020-12-25,US,USA,United States,12069,2788872,268222,11958,2710915,262059,53,9510,970,53,9676,976,Admin,,
2020-12-26,US,USA,United States,137746,2926618,262083,135177,2846092,256246,366,9876,918,368,10044,924,Admin,,
2020-12-27,US,USA,United States,92757,3019375,260561,90796,2936888,254779,335,10211,893,382,10426,901,Admin,,
2020-12-28,US,USA,United States,573294,3592669,288423,558957,3495845,281821,2352,12563,1108,2356,12782,1116,Admin,,
2020-12-29,US,USA,United States,702449,4295118,325192,681100,4176945,316882,3058,15621,1245,3063,15845,1254,Admin,,
2020-12-30,US,USA,United States,820990,5116108,361788,797513,4974458,351873,5553,21174,1799,5556,21401,1807,Admin,,
2020-12-31,US,USA,United States,412438,5528546,393106,400791,5375249,382327,2051,23225,1967,2052,23453,1975,Admin,,
2021-01-01,US,USA,United States,46731,5575277,398057,44309,5419558,386949,1616,24841,2190,1688,25141,2209,Admin,,
2021-01-02,US,USA,United States,249304,5824581,413994,242349,5661907,402259,2237,27078,2457,2244,27385,2477,Admin,,
2021-01-03,US,USA,United States,129567,5954148,419253,123281,5785188,406900,2110,29188,2711,2112,29497,2724,Admin,,
2021-01-04,US,USA,United States,627691,6581839,427024,572693,6357881,408862,42110,71298,8391,42122,71619,8405,Admin,,
2021-01-05,US,USA,United States,790089,7371928,439544,694350,7052231,410755,82367,153665,19721,82378,153997,19736,Admin,,
2021-01-06,US,USA,United States,985902,8357830,463103,802624,7854855,411485,165970,319635,42637,165989,319986,42655,Admin,,
2021-01-07,US,USA,United States,1123020,9480850,564614,832568,8687423,473168,268969,588604,80768,268977,588963,80787,Admin,,
2021-01-08,US,USA,United States,1188007,10668857,727654,814501,9501924,583195,350572,939176,130619,350589,939552,130630,Admin,,
2021-01-09,US,USA,United States,487835,11156692,761730,356523,9858447,599506,123774,1062950,147982,123778,1063330,147992,Admin,,
2021-01-10,US,USA,United States,237576,11394268,777160,167036,10025483,605756,66948,1129898,157244,66957,1130287,157255,Admin,,
2021-01-11,US,USA,United States,1025579,12419847,834001,693722,10719205,623046,313084,1442982,195955,313099,1443386,195966,Admin,,
2021-01-12,US,USA,United States,1201450,13621297,892767,876467,11595672,649063,304950,1747932,227752,304969,1748355,227765,Admin,,
2021-01-13,US,USA,United States,1276016,14897313,934211,994652,12590324,676496,263002,2010934,241614,263013,2011368,241626,Admin,,
2021-01-14,US,USA,United States,1265457,16162770,954560,1119867,13710191,717538,128824,2139758,221593,128834,2140202,221605,Admin,,
2021-01-15,US,USA,United States,1209140,17371910,957579,1082825,14793016,755870,113456,2253214,187720,113473,2253675,187731,Admin,,
2021-01-16,US,USA,United States,626622,17998532,977405,553749,15346765,784045,67759,2320973,179718,67769,2321444,179730,Admin,,
2021-01-17,US,USA,United States,292197,18290729,985208,250564,15597329,795978,39390,2360363,175781,39391,2360835,175792,Admin,,
2021-01-18,US,USA,United States,836748,19127477,958232,615549,16212878,784810,214513,2574876,161699,214528,2575363,161711,Admin,,
2021-01-19,US,USA,United States,1294129,20421606,971472,943183,17156061,794341,335309,2910185,166036,335316,2910679,166046,Admin,,
2021-01-20,US,USA,United States,1558749,21980355,1011863,1138359,18294420,814871,400869,3311054,185731,400879,3311558,185741,Admin,,
2021-01-21,US,USA,United States,1574470,23554825,1056007,1297244,19591664,840210,256769,3567823,204009,256792,3568350,204021,Admin,,
2021-01-22,US,USA,United States,1570464,25125289,1107625,1355263,20946927,879130,197416,3765239,216004,197430,3765780,216015,Admin,,
