Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,32738,32738,32738,27113,27113,27113,6637,6637,6637,Admin,,
2020-12-14,US,USA,United States,4610,37348,18674,4448,31561,15781,130,6767,3384,Admin,,
2020-12-15,US,USA,United States,48153,85501,28500,45983,77544,25848,267,7034,2345,Admin,,
2020-12-16,US,USA,United States,160121,245622,61406,154897,232441,58110,457,7491,1873,Admin,,
2020-12-17,US,USA,United States,273309,518931,103786,266406,498847,99769,768,8259,1652,Admin,,
2020-12-18,US,USA,United States,416800,935731,155955,408334,907181,151197,1219,9478,1580,Admin,,
2020-12-19,US,USA,United States,182200,1117931,159704,178326,1085507,155072,1074,10552,1507,Admin,,
2020-12-20,US,USA,United States,105777,1223708,170139,103803,1189310,166028,738,11290,665,Admin,,
2020-12-21,US,USA,United States,384589,1608297,224421,377824,1567134,219368,1536,12826,866,Admin,,
2020-12-22,US,USA,United States,448891,2057188,281670,440246,2007380,275691,2967,15793,1251,Admin,,
2020-12-23,US,USA,United States,575129,2632317,340956,563622,2571002,334080,3082,18875,1626,Admin,,
2020-12-24,US,USA,United States,196832,2829149,330031,192003,2763005,323451,1106,19981,1675,Admin,,
2020-12-25,US,USA,United States,12675,2841824,272299,12522,2775527,266907,100,20081,1515,Admin,,
2020-12-26,US,USA,United States,141869,2983693,266537,138646,2914173,261238,963,21044,1499,Admin,,
2020-12-27,US,USA,United States,96225,3079918,265173,93508,3007681,259767,743,21787,1500,Admin,,
2020-12-28,US,USA,United States,593520,3673438,295020,579473,3587154,288574,4291,26078,1893,Admin,,
2020-12-29,US,USA,United States,724156,4397594,334344,706031,4293185,326544,5290,31368,2225,Admin,,
2020-12-30,US,USA,United States,844271,5241865,372793,825641,5118826,363975,7879,39247,2910,Admin,,
2020-12-31,US,USA,United States,421753,5663618,404924,412383,5531209,395458,3236,42483,3215,Admin,,
2021-01-01,US,USA,United States,111706,5775324,419071,100959,5632168,408092,7476,49959,4268,Admin,,
2021-01-02,US,USA,United States,264521,6039845,436593,256464,5888632,424923,2982,52941,4557,Admin,,
2021-01-03,US,USA,United States,139312,6179157,442748,132371,6021003,430475,2511,55452,4809,Admin,,
2021-01-04,US,USA,United States,660273,6839430,452285,602522,6623525,433767,45108,100560,10640,Admin,,
2021-01-05,US,USA,United States,835404,7674834,468177,735265,7358790,437944,87845,188405,22434,Admin,,
2021-01-06,US,USA,United States,1026246,8701080,494174,833991,8192781,439136,173951,362356,46158,Admin,,
2021-01-07,US,USA,United States,1171189,9872269,601236,867810,9060591,504197,281589,643945,85923,Admin,,
2021-01-08,US,USA,United States,1237299,11109568,762035,849070,9909661,611070,364103,1008048,136870,Admin,,
2021-01-09,US,USA,United States,508819,11618387,796935,370945,10280606,627425,128890,1136938,154857,Admin,,
2021-01-10,US,USA,United States,251830,11870217,813009,176825,10457431,633775,69785,1206723,164467,Admin,,
2021-01-11,US,USA,United States,1071508,12941725,871756,723680,11181111,651084,324893,1531616,204437,Admin,,
2021-01-12,US,USA,United States,1260166,14201891,932437,918321,12099432,677235,315674,1847290,236984,Admin,,
2021-01-13,US,USA,United States,1325324,15527215,975162,1031521,13130953,705453,271351,2118641,250898,Admin,,
2021-01-14,US,USA,United States,1316799,16844014,995964,1158405,14289358,746967,136112,2254753,230115,Admin,,
2021-01-15,US,USA,United States,1258509,18102523,998994,1118651,15408009,785478,121114,2375867,195403,Admin,,
2021-01-16,US,USA,United States,649442,18751965,1019083,566859,15974868,813466,72167,2448034,187299,Admin,,
2021-01-17,US,USA,United States,305734,19057699,1026783,256082,16230950,824788,42275,2490309,183369,Admin,,
2021-01-18,US,USA,United States,888679,19946378,1000665,641806,16872756,813092,228411,2718720,169586,Admin,,
2021-01-19,US,USA,United States,1350775,21297153,1013609,968931,17841687,820322,358457,3077177,175698,Admin,,
2021-01-20,US,USA,United States,1607883,22905036,1053974,1159025,19000712,838537,422459,3499636,197285,Admin,,
2021-01-21,US,USA,United States,1634383,24539419,1099344,1332979,20333691,863476,275699,3775335,217226,Admin,,
2021-01-22,US,USA,United States,1636007,26175426,1153272,1401087,21734778,903824,210451,3985786,229988,Admin,,
2021-01-23,US,USA,United States,908648,27084074,1190301,743487,22478265,929057,151400,4137186,241307,Admin,,
2021-01-24,US,USA,United States,401696,27485770,1204010,306224,22784489,936220,88601,4225787,247925,Admin,,
2021-01-25,US,USA,United States,1375186,28860956,1273511,860636,23645125,967481,490916,4716703,285426,Admin,,
2021-01-26,US,USA,United States,1664111,30525067,1318273,1053681,24698806,979588,583586,5300289,317587,Admin,,
2021-01-27,US,USA,United States,1934500,32459567,1364933,1251262,25950068,992765,650152,5950441,350115,Admin,,
2021-01-28,US,USA,United States,1963637,34423204,1411969,1370269,27320337,998092,559791,6510232,390700,Admin,,
2021-01-29,US,USA,United States,1916043,36339247,1451974,1372830,28693167,994056,497507,7007739,431708,Admin,,
2021-01-30,US,USA,United States,1018249,37357496,1467632,757453,29450620,996051,243242,7250981,444828,Admin,,
2021-01-31,US,USA,United States,458735,37816231,1475780,320792,29771412,998132,127683,7378664,450411,Admin,,
2021-02-01,US,USA,United States,1391613,39207844,1478127,772091,30543503,985483,576970,7955634,462704,Admin,,
2021-02-02,US,USA,United States,1697559,40905403,1482905,962137,31505640,972405,701392,8657026,479534,Admin,,
2021-02-03,US,USA,United States,2140497,43045900,1512333,1259317,32764957,973556,836883,9493909,506210,Admin,,
2021-02-04,US,USA,United States,2347457,45393357,1567165,1387642,34152599,976037,915163,10409072,556977,Admin,,
2021-02-05,US,USA,United States,2357102,47750459,1630173,1354315,35506914,973392,963025,11372097,623480,Admin,,
2021-02-06,US,USA,United States,1301660,49052119,1670660,852040,36358954,986905,422618,11794715,649105,Admin,,
2021-02-07,US,USA,United States,443757,49495876,1668521,275973,36634927,980502,157132,11951847,653312,Admin,,
2021-02-08,US,USA,United States,1581187,51077063,1695603,836795,37471722,989746,706897,12658744,671873,Admin,,
2021-02-09,US,USA,United States,1976074,53053137,1735391,1036353,38508075,1000348,898036,13556780,699965,Admin,,
2021-02-10,US,USA,United States,2308079,55361216,1759331,1229047,39737122,996024,1038481,14595261,728765,Admin,,
2021-02-11,US,USA,United States,2409022,57770238,1768126,1276526,41013648,980150,1091633,15686894,753975,Admin,,
2021-02-12,US,USA,United States,2588864,60359102,1801235,1379238,42392886,983710,1160007,16846901,782115,Admin,,
2021-02-13,US,USA,United States,1479897,61838999,1826697,872858,43265744,986684,573054,17419955,803606,Admin,,
2021-02-14,US,USA,United States,592108,62431107,1847890,344911,43610655,996533,230269,17650224,814054,Admin,,
2021-02-15,US,USA,United States,1180052,63611159,1790585,609602,44220257,964076,536568,18186792,789721,Admin,,
2021-02-16,US,USA,United States,1623138,65234297,1740166,795888,45016145,929724,789878,18976670,774270,Admin,,
2021-02-17,US,USA,United States,1967213,67201510,1691471,932920,45949065,887420,991663,19968333,767582,Admin,,
2021-02-18,US,USA,United States,1860431,69061941,1613100,834918,46783983,824334,976235,20944568,751096,Admin,,
2021-02-19,US,USA,United States,1968912,71030853,1524536,823008,47606991,744872,1097637,22042205,742186,Admin,,
2021-02-20,US,USA,United States,1308123,72338976,1499997,596733,48203724,705426,681858,22724063,757730,Admin,,
2021-02-21,US,USA,United States,597401,72936377,1500753,253798,48457522,692410,325211,23049274,771293,Admin,,
2021-02-22,US,USA,United States,1465114,74401491,1541476,616993,49074515,693465,804947,23854221,809633,Admin,,
2021-02-23,US,USA,United States,1942851,76344342,1587149,866684,49941199,703579,1029897,24884118,843921,Admin,,
2021-02-24,US,USA,United States,2531633,78875975,1667781,1245075,51186274,748173,1236820,26120938,878944,Admin,,
2021-02-25,US,USA,United States,2943569,81819544,1822515,1537883,52724157,848596,1344799,27465737,931596,Admin,,
2021-02-26,US,USA,United States,3118667,84938211,1986765,1673760,54397917,970132,1384887,28850624,972631,Admin,,
2021-02-27,US,USA,United States,1999521,86937732,2085537,1141808,55539725,1048000,819366,29669990,992275,Admin,,
2021-02-28,US,USA,United States,856765,87794497,2122589,533571,56073296,1087968,296963,29966953,988240,Admin,,
2021-03-01,US,USA,United States,2066523,89861020,2208504,1205449,57278745,1172033,800934,30767887,987667,Admin,,
2021-03-02,US,USA,United States,2471352,92332372,2284004,1465799,58744544,1257621,964946,31732833,978388,Admin,,
2021-03-03,US,USA,United States,2912880,95245252,2338468,1743346,60487890,1328802,1130281,32863114,963168,Admin,,
2021-03-04,US,USA,United States,3210222,98455474,2376561,1958153,62446043,1388841,1248177,34111291,949365,Admin,,
2021-03-05,US,USA,United States,3237879,101693353,2393592,2005858,64451901,1436283,1312568,35423859,939034,Admin,,
2021-03-06,US,USA,United States,2064662,103758015,2402898,1351634,65803535,1466259,867446,36291305,945902,Admin,,
2021-03-07,US,USA,United States,930004,104688019,2413360,678279,66481814,1486931,348016,36639321,953195,Admin,,
2021-03-08,US,USA,United States,2170707,106858726,2428244,1485029,67966843,1526871,855039,37494360,960925,Admin,,
2021-03-09,US,USA,United States,2720065,109578791,2463774,1814640,69781483,1576706,1088672,38583032,978600,Admin,,
2021-03-10,US,USA,United States,3136205,112714996,2495678,2067246,71848729,1622977,1275177,39858209,999299,Admin,,
2021-03-11,US,USA,United States,3451389,116166385,2530130,2281621,74130350,1669187,1405916,41264125,1021833,Admin,,
2021-03-12,US,USA,United States,3435447,119601832,2558354,2121389,76251739,1685691,1531856,42795981,1053160,Admin,,
2021-03-13,US,USA,United States,2198041,121799873,2577408,1385837,77637576,1690577,1024604,43820585,1075611,Admin,,
2021-03-14,US,USA,United States,987722,122787595,2585654,648358,78285934,1686303,430008,44250593,1087325,Admin,,
2021-03-15,US,USA,United States,2292530,125080125,2603057,1501055,79786989,1688592,875627,45126220,1090266,Admin,,
2021-03-16,US,USA,United States,2906388,127986513,2629675,1938276,81725265,1706255,1058602,46184822,1085970,Admin,,
2021-03-17,US,USA,United States,3181921,131168434,2636205,2132743,83858008,1715611,1137904,47322726,1066360,Admin,,
2021-03-18,US,USA,United States,3418368,134586802,2631488,2301143,86159151,1718400,1214230,48536956,1038976,Admin,,
2021-03-19,US,USA,United States,3350827,137937629,2619400,2220236,88379387,1732521,1228664,49765620,995663,Admin,,
2021-03-20,US,USA,United States,2166554,140104183,2614901,1418395,89797782,1737172,862839,50628459,972553,Admin,,
2021-03-21,US,USA,United States,1026481,141130664,2620438,683949,90481731,1742257,376987,51005446,964979,Admin,,
2021-03-22,US,USA,United States,2375340,143506004,2632268,1609667,92091398,1757773,811667,51817113,955842,Admin,,
2021-03-23,US,USA,United States,3076816,146582820,2656615,1987589,94078987,1764817,1158346,52975459,970091,Admin,,
2021-03-24,US,USA,United States,3569564,150152384,2711993,2212514,96291501,1776213,1429885,54405344,1011803,Admin,,
2021-03-25,US,USA,United States,3847312,153999696,2773271,2269815,98561316,1771738,1655108,56060452,1074785,Admin,,
2021-03-26,US,USA,United States,3838034,157837730,2842872,2104855,100666171,1755255,1806540,57866992,1157339,Admin,,
2021-03-27,US,USA,United States,2478833,160316563,2887483,1373081,102039252,1748781,1167187,59034179,1200817,Admin,,
2021-03-28,US,USA,United States,1211947,161528510,2913978,671452,102710704,1746996,552453,59586632,1225884,Admin,,
2021-03-29,US,USA,United States,2850409,164378919,2981845,1612079,104322783,1747341,1281184,60867816,1292958,Admin,,
2021-03-30,US,USA,United States,3605474,167984393,3057368,2018594,106341377,1751770,1667397,62535213,1365679,Admin,,
2021-03-31,US,USA,United States,4182722,172167115,3144962,2416379,108757756,1780894,1945305,64480518,1439311,Admin,,
2021-04-01,US,USA,United States,4575099,176742214,3248931,2537247,111295003,1819098,2250259,66730777,1524332,Admin,,
2021-04-02,US,USA,United States,3665796,180408010,3224326,2062270,113357273,1813015,1821210,68551987,1526428,Admin,,
2021-04-03,US,USA,United States,2306315,182714325,3199680,1326603,114683876,1806375,1160996,69712983,1525543,Admin,,
2021-04-04,US,USA,United States,765074,183479399,3135841,438077,115121953,1773036,372536,70085519,1499841,Admin,,
2021-04-05,US,USA,United States,3113901,186593300,3173483,1738371,116860324,1791077,1605794,71691313,1546214,Admin,,
2021-04-06,US,USA,United States,3989745,190583045,3228379,2291431,119151755,1830054,2087868,73779181,1606281,Admin,,
2021-04-07,US,USA,United States,4368989,194952034,3254988,2565671,121717426,1851381,2311579,76090760,1658606,Admin,,
2021-04-08,US,USA,United States,4512834,199464868,3246093,2571155,124288581,1856225,2523671,78614431,1697665,Admin,,
2021-04-09,US,USA,United States,4329763,203794631,3340946,2444004,126732585,1910759,2444523,81058954,1786710,Admin,,
2021-04-10,US,USA,United States,2892825,206687456,3424733,1725453,128458038,1967737,1660464,82719418,1858062,Admin,,
2021-04-11,US,USA,United States,1402224,208089680,3515754,833448,129291486,2024219,802617,83522035,1919502,Admin,,
2021-04-12,US,USA,United States,3028239,211117919,3503517,1638426,130929912,2009941,1730600,85252635,1937332,Admin,,
2021-04-13,US,USA,United States,3482822,214600741,3431099,1739719,132669631,1931125,1725269,86977904,1885532,Admin,,
2021-04-14,US,USA,United States,3699904,218300645,3335516,1729821,134399452,1811718,1933312,88911216,1831494,Admin,,
2021-04-15,US,USA,United States,3749025,222049670,3226400,1750550,136150002,1694489,1958027,90869243,1750687,Admin,,
2021-04-16,US,USA,United States,3604509,225654179,3122793,1631829,137781831,1578464,1936270,92805513,1678080,Admin,,
2021-04-17,US,USA,United States,2364097,228018276,3047260,1159753,138941584,1497649,1183955,93989468,1610007,Admin,,
2021-04-18,US,USA,United States,1133116,229151392,3008816,537242,139478826,1455334,584353,94573821,1578827,Admin,,
2021-04-19,US,USA,United States,2583141,231734533,2945231,1082030,140560856,1375849,1471116,96044937,1541757,Admin,,
2021-04-20,US,USA,United States,3231326,234965859,2909303,1356190,141917046,1321059,1842853,97887790,1558555,Admin,,
