Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,22913,22913,22913,19459,19459,19459,4073,4073,4073,Admin,,
2020-12-14,US,USA,United States,4391,27304,13652,4253,23712,11856,98,4171,2085,Admin,,
2020-12-15,US,USA,United States,50716,78020,26006,48497,72209,24070,217,4388,1462,Admin,,
2020-12-16,US,USA,United States,161257,239277,59819,155815,228024,57006,407,4795,1198,Admin,,
2020-12-17,US,USA,United States,273331,512608,102521,266311,494335,98867,602,5397,1079,Admin,,
2020-12-18,US,USA,United States,416260,928868,154811,407496,901831,150305,1023,6420,1070,Admin,,
2020-12-19,US,USA,United States,181670,1110538,158648,177759,1079590,154227,963,7383,1054,Admin,,
2020-12-20,US,USA,United States,104578,1215116,170314,102663,1182253,166113,674,8057,569,Admin,,
2020-12-21,US,USA,United States,381479,1596595,224184,375033,1557286,219082,1123,9180,715,Admin,,
2020-12-22,US,USA,United States,450001,2046596,281225,441565,1998851,275235,2377,11557,1024,Admin,,
2020-12-23,US,USA,United States,579538,2626134,340979,567496,2566347,334046,2208,13765,1281,Admin,,
2020-12-24,US,USA,United States,197589,2823723,330159,192630,2758977,323520,981,14746,1335,Admin,,
2020-12-25,US,USA,United States,12602,2836325,272493,12465,2771442,267087,90,14836,1202,Admin,,
2020-12-26,US,USA,United States,142489,2978814,266896,138958,2910400,261544,703,15539,1165,Admin,,
2020-12-27,US,USA,United States,97242,3076056,265848,94100,3004500,260321,626,16165,1158,Admin,,
2020-12-28,US,USA,United States,589441,3665497,295557,576771,3581271,289141,3108,19273,1441,Admin,,
2020-12-29,US,USA,United States,719552,4385049,334064,702396,4283667,326402,4318,23591,1719,Admin,,
2020-12-30,US,USA,United States,842150,5227199,371580,825432,5109099,363250,5954,29545,2254,Admin,,
2020-12-31,US,USA,United States,418974,5646173,403207,410350,5519449,394353,2674,32219,2496,Admin,,
2021-01-01,US,USA,United States,87478,5733651,413903,80370,5599819,404054,5557,37776,3277,Admin,,
2021-01-02,US,USA,United States,262012,5995663,430978,253347,5853166,420395,2614,40390,3550,Admin,,
2021-01-03,US,USA,United States,136833,6132496,436634,129750,5982916,425488,2302,42692,3789,Admin,,
2021-01-04,US,USA,United States,654400,6786896,445914,596491,6579407,428305,44852,87544,9753,Admin,,
2021-01-05,US,USA,United States,827009,7613905,461265,726911,7306318,431807,87700,175244,21664,Admin,,
2021-01-06,US,USA,United States,1021391,8635296,486871,830790,8137108,432573,173793,349037,45641,Admin,,
2021-01-07,US,USA,United States,1174053,9809349,594739,871820,9008928,498497,280118,629155,85276,Admin,,
2021-01-08,US,USA,United States,1241701,11051050,759628,854404,9863332,609073,361654,990809,136147,Admin,,
2021-01-09,US,USA,United States,509539,11560589,794989,371437,10234769,625943,128277,1119086,154099,Admin,,
2021-01-10,US,USA,United States,249905,11810494,811142,175914,10410683,632538,68548,1187634,163563,Admin,,
2021-01-11,US,USA,United States,1067642,12878136,870177,723998,11134681,650753,320883,1508517,202996,Admin,,
2021-01-12,US,USA,United States,1256583,14134719,931544,917736,12052417,678014,313603,1822120,235268,Admin,,
2021-01-13,US,USA,United States,1321744,15456463,974452,1030424,13082841,706533,270847,2092967,249132,Admin,,
2021-01-14,US,USA,United States,1317271,16773734,994912,1161119,14243960,747862,135211,2228178,228431,Admin,,
2021-01-15,US,USA,United States,1260577,18034311,997608,1123345,15367305,786282,119689,2347867,193865,Admin,,
2021-01-16,US,USA,United States,647932,18682243,1017379,565876,15933181,814059,71271,2419138,185721,Admin,,
2021-01-17,US,USA,United States,304820,18987063,1025224,255609,16188790,825444,41782,2460920,181898,Admin,,
2021-01-18,US,USA,United States,880778,19867841,998529,637752,16826542,813123,225518,2686438,168274,Admin,,
2021-01-19,US,USA,United States,1339426,21207267,1010364,963863,17790405,819713,351398,3037836,173673,Admin,,
2021-01-20,US,USA,United States,1596169,22803436,1049567,1151601,18942006,837024,417700,3455536,194652,Admin,,
2021-01-21,US,USA,United States,1631007,24434443,1094387,1333271,20275277,861617,271975,3727511,214190,Admin,,
2021-01-22,US,USA,United States,1635333,26069776,1147923,1403431,21678708,901629,207748,3935259,226770,Admin,,
2021-01-23,US,USA,United States,913812,26983588,1185906,750459,22429167,927998,148490,4083749,237801,Admin,,
2021-01-24,US,USA,United States,397219,27380807,1199106,302737,22731904,934731,87014,4170763,244263,Admin,,
2021-01-25,US,USA,United States,1372604,28753411,1269367,862656,23594560,966860,483833,4654596,281165,Admin,,
2021-01-26,US,USA,United States,1659974,30413385,1315159,1056029,24650589,980026,574232,5228828,312998,Admin,,
2021-01-27,US,USA,United States,1932898,32346283,1363263,1255298,25905887,994840,640953,5869781,344892,Admin,,
2021-01-28,US,USA,United States,1970437,34316720,1411753,1380191,27286078,1001543,551839,6421620,384872,Admin,,
2021-01-29,US,USA,United States,1923278,36239998,1452888,1382052,28668130,998489,489734,6911354,425156,Admin,,
2021-01-30,US,USA,United States,1023792,37263790,1468600,764925,29433055,1000555,240059,7151413,438237,Admin,,
2021-01-31,US,USA,United States,462819,37726609,1477971,327086,29760141,1004034,124364,7275777,443573,Admin,,
2021-02-01,US,USA,United States,1374509,39101118,1478243,769017,30529158,990657,560899,7836676,454582,Admin,,
2021-02-02,US,USA,United States,1691343,40792461,1482725,964248,31493406,977545,687346,8524022,470742,Admin,,
2021-02-03,US,USA,United States,2145390,42937851,1513081,1267882,32761288,979343,825277,9349299,497074,Admin,,
2021-02-04,US,USA,United States,2354248,45292099,1567911,1398247,34159535,981922,904732,10254031,547487,Admin,,
2021-02-05,US,USA,United States,2378731,47670830,1632976,1374141,35533676,980792,953672,11207703,613764,Admin,,
2021-02-06,US,USA,United States,1306328,48977158,1673338,859079,36392755,994243,419668,11627371,639422,Admin,,
2021-02-07,US,USA,United States,449127,49426285,1671382,281162,36673917,987682,154259,11781630,643693,Admin,,
2021-02-08,US,USA,United States,1576484,51002769,1700235,841145,37515062,997986,695406,12477036,662908,Admin,,
2021-02-09,US,USA,United States,1971505,52974274,1740259,1043930,38558992,1009369,881314,13358350,690618,Admin,,
2021-02-10,US,USA,United States,2304220,55278494,1762949,1237357,39796349,1005009,1022260,14380610,718758,Admin,,
2021-02-11,US,USA,United States,2406245,57684739,1770377,1283644,41079993,988637,1075560,15456170,743162,Admin,,
2021-02-12,US,USA,United States,2603623,60288362,1802504,1397168,42477161,991926,1151296,16607466,771394,Admin,,
2021-02-13,US,USA,United States,1483332,61771694,1827790,876369,43353530,994396,570682,17178148,792968,Admin,,
2021-02-14,US,USA,United States,594250,62365944,1848522,349380,43702910,1004142,227542,17405690,803437,Admin,,
2021-02-15,US,USA,United States,1179993,63545937,1791881,618762,44321672,972373,528071,17933761,779532,Admin,,
2021-02-16,US,USA,United States,1622318,65168255,1741997,805608,45127280,938327,775077,18708838,764355,Admin,,
