Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13241,13241,13241,11715,11715,11715,1355,1355,1355,1512,1512,1512,Admin,,
2020-12-14,US,USA,United States,3916,17157,8578,3785,15500,7750,5,1360,680,34,1546,773,Admin,,
2020-12-15,US,USA,United States,49764,66921,22307,46291,61791,20597,27,1387,462,69,1615,538,Admin,,
2020-12-16,US,USA,United States,159616,226537,56634,152612,214403,53601,210,1597,399,255,1870,467,Admin,,
2020-12-17,US,USA,United States,274465,501002,100200,263031,477434,95487,550,2147,429,587,2457,491,Admin,,
2020-12-18,US,USA,United States,418286,919288,153214,405549,882983,147164,694,2841,474,704,3161,526,Admin,,
2020-12-19,US,USA,United States,182124,1101412,157344,176638,1059621,151374,795,3636,519,797,3958,565,Admin,,
2020-12-20,US,USA,United States,104525,1205937,170385,101805,1161426,164244,532,4168,402,571,4529,431,Admin,,
2020-12-21,US,USA,United States,381324,1587261,224300,371755,1533181,216812,913,5081,532,927,5456,558,Admin,,
2020-12-22,US,USA,United States,446977,2034238,281045,437194,1970375,272655,2180,7261,839,2191,7647,861,Admin,,
2020-12-23,US,USA,United States,568059,2602297,339394,555353,2525728,330189,1801,9062,1066,1807,9454,1083,Admin,,
2020-12-24,US,USA,United States,194316,2796613,327944,188566,2714294,319551,914,9976,1118,920,10374,1131,Admin,,
2020-12-25,US,USA,United States,12244,2808857,269938,12122,2726416,263348,58,10034,1028,58,10432,1038,Admin,,
2020-12-26,US,USA,United States,138352,2947209,263685,135698,2862114,257499,416,10450,973,420,10852,984,Admin,,
2020-12-27,US,USA,United States,93214,3040423,262069,91154,2953268,255977,376,10826,951,423,11275,963,Admin,,
2020-12-28,US,USA,United States,578591,3619014,290250,563797,3517065,283412,2565,13391,1187,2573,13848,1198,Admin,,
2020-12-29,US,USA,United States,708067,4327081,327549,685440,4202505,318876,3890,17281,1431,3899,17747,1442,Admin,,
2020-12-30,US,USA,United States,827945,5155026,364675,803476,5005981,354322,6098,23379,2045,6105,23852,2056,Admin,,
2020-12-31,US,USA,United States,415509,5570535,396274,403299,5409280,384998,2402,25781,2258,2406,26258,2269,Admin,,
2021-01-01,US,USA,United States,53200,5623735,402125,50031,5459311,390414,2294,28075,2577,2478,28736,2614,Admin,,
2021-01-02,US,USA,United States,252192,5875927,418388,244517,5703828,405959,2456,30531,2869,2467,31203,2907,Admin,,
2021-01-03,US,USA,United States,130983,6006910,423783,124193,5828021,410679,2225,32756,3133,2228,33431,3165,Admin,,
2021-01-04,US,USA,United States,634450,6641360,431763,577990,6406011,412707,43068,75824,8919,43096,76527,8954,Admin,,
2021-01-05,US,USA,United States,801021,7442381,445042,703255,7109266,415252,83476,159300,20288,83502,160029,20326,Admin,,
2021-01-06,US,USA,United States,996004,8438385,469051,809986,7919252,416182,167858,327158,43397,167907,327936,43440,Admin,,
2021-01-07,US,USA,United States,1132929,9571314,571539,838781,8758033,478393,271823,598981,81886,271840,599776,81931,Admin,,
2021-01-08,US,USA,United States,1197801,10769115,735054,820204,9578237,588418,353977,952958,132126,354007,953783,132149,Admin,,
2021-01-09,US,USA,United States,493054,11262169,769463,360165,9938402,604939,124965,1077923,149627,124971,1078754,149650,Admin,,
2021-01-10,US,USA,United States,240572,11502741,785118,168804,10107206,611312,67695,1145618,158980,67709,1146463,159004,Admin,,
2021-01-11,US,USA,United States,1037232,12539973,842659,701495,10808701,628956,315782,1461400,197939,315810,1462273,197963,Admin,,
2021-01-12,US,USA,United States,1216175,13756148,901966,886320,11695021,655108,307652,1769052,229965,307687,1769960,229990,Admin,,
2021-01-13,US,USA,United States,1289446,15045594,943887,1003423,12698444,682742,265404,2034456,243900,265427,2035387,243921,Admin,,
2021-01-14,US,USA,United States,1279412,16325006,964813,1130080,13828524,724356,130789,2165245,223752,130811,2166198,223774,Admin,,
2021-01-15,US,USA,United States,1224964,17549970,968693,1094451,14922975,763534,115564,2280809,189693,115608,2281806,189717,Admin,,
2021-01-16,US,USA,United States,635721,18185691,989074,559092,15482067,791952,69009,2349818,181699,69024,2350830,181725,Admin,,
2021-01-17,US,USA,United States,294904,18480595,996836,252004,15734071,803838,40154,2389972,177765,40158,2390988,177789,Admin,,
2021-01-18,US,USA,United States,850326,19330921,970135,621229,16355300,792371,219308,2609280,163983,219346,2610334,164008,Admin,,
2021-01-19,US,USA,United States,1308605,20639526,983339,950010,17305310,801470,339718,2948998,168564,339737,2950071,168587,Admin,,
2021-01-20,US,USA,United States,1576796,22216322,1024389,1148830,18454140,822242,407023,3356021,188795,407056,3357127,188820,Admin,,
2021-01-21,US,USA,United States,1592029,23808351,1069049,1308798,19762938,847773,260736,3616757,207359,260774,3617901,207386,Admin,,
2021-01-22,US,USA,United States,1587218,25395569,1120799,1366928,21129866,886699,200299,3817056,219464,200319,3818220,219487,Admin,,
2021-01-23,US,USA,United States,889691,26285260,1157081,732561,21862427,911480,144023,3961079,230180,144032,3962252,230203,Admin,,
2021-01-24,US,USA,United States,385697,26670957,1170051,296412,22158839,917824,83642,4044721,236393,83650,4045902,236416,Admin,,
2021-01-25,US,USA,United States,1321323,27992280,1237337,838099,22996938,948805,463833,4508554,271325,463853,4509755,271345,Admin,,
2021-01-26,US,USA,United States,1621866,29614146,1282088,1040018,24036956,961664,557610,5066164,302452,557634,5067389,302474,Admin,,
2021-01-27,US,USA,United States,1886765,31500911,1326369,1233110,25270066,973704,622489,5688653,333233,622511,5689900,333253,Admin,,
2021-01-28,US,USA,United States,1909567,33410478,1371732,1352504,26622570,979947,532311,6220964,372030,532348,6222248,372049,Admin,,
2021-01-29,US,USA,United States,1857733,35268211,1410377,1344982,27967552,976812,473516,6694480,411061,473542,6695790,411081,Admin,,
2021-01-30,US,USA,United States,999181,36267392,1426018,752943,28720495,979724,231118,6925598,423503,231120,6926910,423522,Admin,,
2021-01-31,US,USA,United States,447918,36715310,1434907,320981,29041476,983234,118934,7044532,428544,118949,7045859,428565,Admin,,
2021-02-01,US,USA,United States,1286673,38001983,1429957,728304,29769780,967549,533382,7577914,438480,533609,7579468,438530,Admin,,
2021-02-02,US,USA,United States,1631825,39633808,1431380,945024,30714804,953978,663611,8241525,453623,663685,8243153,453680,Admin,,
2021-02-03,US,USA,United States,2082642,41716450,1459362,1245610,31960414,955764,803466,9044991,479477,803521,9046674,479539,Admin,,
2021-02-04,US,USA,United States,2276486,43992936,1511779,1372135,33332549,958568,874059,9919050,528298,874139,9920813,528366,Admin,,
2021-02-05,US,USA,United States,2281694,46274630,1572345,1336893,34669442,957413,917579,10836629,591736,917643,10838456,591809,Admin,,
2021-02-06,US,USA,United States,1267094,47541724,1610618,842728,35512170,970239,405633,11242262,616666,405673,11244129,616745,Admin,,
2021-02-07,US,USA,United States,436726,47978450,1609020,277323,35789493,964002,150218,11392480,621135,150239,11394368,621215,Admin,,
2021-02-08,US,USA,United States,1513570,49492020,1641433,821320,36610813,977290,669831,12062311,640628,669904,12064272,640686,Admin,,
2021-02-09,US,USA,United States,1899077,51391097,1679612,1022531,37633344,988363,853818,12916129,667801,853897,12918169,667859,Admin,,
2021-02-10,US,USA,United States,2217564,53608661,1698887,1204246,38837590,982454,990138,13906267,694468,990217,13908386,694530,Admin,,
2021-02-11,US,USA,United States,2323186,55931847,1705558,1253405,40090995,965492,1044094,14950361,718759,1044179,14952565,718821,Admin,,
2021-02-12,US,USA,United States,2503582,58435429,1737257,1353281,41444276,967833,1116138,16066499,747124,1116229,16068794,747191,Admin,,
2021-02-13,US,USA,United States,1432603,59868032,1760901,851353,42295629,969066,559647,16626146,769126,559705,16628499,769195,Admin,,
2021-02-14,US,USA,United States,568440,60436472,1779717,335043,42630672,977311,222101,16848247,779395,222117,16850616,779464,Admin,,
2021-02-15,US,USA,United States,1130194,61566666,1724949,601766,43232438,945946,506077,17354324,756002,506167,17356783,756073,Admin,,
2021-02-16,US,USA,United States,1577193,63143859,1678966,789758,44022196,912693,760882,18115206,742725,760940,18117723,742793,Admin,,
2021-02-17,US,USA,United States,1914132,65057991,1635618,924073,44946269,872668,963353,19078559,738899,963434,19081157,738967,Admin,,
2021-02-18,US,USA,United States,1792885,66850876,1559861,821595,45767864,810981,940591,20019150,724113,940681,20021838,724181,Admin,,
2021-02-19,US,USA,United States,1902187,68753063,1473947,819955,46587819,734792,1051278,21070428,714847,1051443,21073281,714926,Admin,,
2021-02-20,US,USA,United States,1273211,70026274,1451177,595187,47183006,698197,656353,21726781,728662,656407,21729688,728741,Admin,,
2021-02-21,US,USA,United States,572046,70598320,1451692,249646,47432652,685997,309713,22036494,741178,309759,22039447,741261,Admin,,
2021-02-22,US,USA,United States,1407404,72005724,1491294,612960,48045612,687596,764184,22800678,778051,764284,22803731,778135,Admin,,
2021-02-23,US,USA,United States,1876970,73882694,1534119,862694,48908306,698016,978267,23778945,809106,978360,23782091,809195,Admin,,
2021-02-24,US,USA,United States,2431204,76313898,1607986,1229196,50137502,741605,1165920,24944865,838044,1166053,24948144,838141,Admin,,
2021-02-25,US,USA,United States,2830599,79144497,1756231,1509346,51646848,839855,1277303,26222168,886145,1277514,26225658,886260,Admin,,
2021-02-26,US,USA,United States,3005209,82149706,1913806,1650409,53297257,958491,1314420,27536588,923737,1314540,27540198,923845,Admin,,
2021-02-27,US,USA,United States,1935053,84084759,2008355,1126668,54423925,1034417,779918,28316506,941389,780213,28320411,941531,Admin,,
2021-02-28,US,USA,United States,819567,84904326,2043715,527149,54951074,1074060,275425,28591931,936491,275501,28595912,936637,Admin,,
2021-03-01,US,USA,United States,1866705,86771031,2109329,1106267,56057341,1144533,724015,29315946,930753,725525,29321437,931100,Admin,,
2021-03-02,US,USA,United States,2359186,89130217,2178217,1424033,57481374,1224724,906121,30222067,920446,906975,30228412,920903,Admin,,
2021-03-03,US,USA,United States,2805934,91936151,2231750,1706223,59187597,1292871,1063753,31285820,905851,1074096,31302508,907766,Admin,,
2021-03-04,US,USA,United States,3088129,95024280,2268540,1914841,61102438,1350799,1136010,32421830,885666,1184044,32486552,894413,Admin,,
2021-03-05,US,USA,United States,3119060,98143340,2284804,1972093,63074531,1396753,1118330,33540160,857653,1241633,33728185,883998,Admin,,
2021-03-06,US,USA,United States,1996438,100139778,2293574,1325475,64400006,1425154,654027,34194187,839669,829485,34557670,891037,Admin,,
2021-03-07,US,USA,United States,891435,101031213,2303841,659769,65059775,1444100,223449,34417636,832244,325444,34883114,898171,Admin,,
2021-03-08,US,USA,United States,2075953,103107166,2333733,1443917,66503692,1492336,613547,35031183,816462,808923,35692037,910085,Admin,,
2021-03-09,US,USA,United States,2621086,105728252,2371147,1776506,68280198,1542689,825606,35856789,804960,1033531,36725568,928165,Admin,,
2021-03-10,US,USA,United States,3044873,108773125,2405282,2039256,70319454,1590265,981123,36837912,793156,1222198,37947766,949322,Admin,,
2021-03-11,US,USA,United States,3373040,112146165,2445983,2254425,72573879,1638777,1086152,37924064,786033,1354922,39302688,973733,Admin,,
2021-03-12,US,USA,United States,3343750,115489915,2478082,2091640,74665519,1655855,1208376,39132440,798897,1469265,40771953,1006252,Admin,,
2021-03-13,US,USA,United States,2140444,117630359,2498654,1376990,76042509,1663215,738516,39870956,810967,982642,41754595,1028132,Admin,,
2021-03-14,US,USA,United States,946301,118576660,2506492,635974,76678483,1659815,295307,40166263,821232,406234,42160829,1039673,Admin,,
2021-03-15,US,USA,United States,2184821,120761481,2522045,1456974,78135457,1661681,699411,40865674,833499,830685,42991514,1042782,Admin,,
2021-03-16,US,USA,United States,2789362,123550843,2546084,1897395,80032852,1678951,869997,41735671,839840,1002933,43994447,1038411,Admin,,
2021-03-17,US,USA,United States,3076691,126627534,2550629,2103257,82136109,1688094,950990,42686661,835536,1082967,45077414,1018521,Admin,,
2021-03-18,US,USA,United States,3304698,129932232,2540866,2265131,84401240,1689623,1016760,43703421,825622,1157504,46234918,990318,Admin,,
2021-03-19,US,USA,United States,3221026,133153258,2523334,2183010,86584250,1702676,1013204,44716625,797741,1165224,47400142,946884,Admin,,
2021-03-20,US,USA,United States,2089032,135242290,2515990,1384521,87968771,1703752,689248,45405873,790702,826946,48227088,924641,Admin,,
2021-03-21,US,USA,United States,975375,136217665,2520143,666140,88634911,1708061,300786,45706659,791485,350440,48577528,916671,Admin,,
2021-03-22,US,USA,United States,2264270,138481935,2531493,1569219,90204130,1724096,678351,46385010,788477,763315,49340843,907047,Admin,,
2021-03-23,US,USA,United States,2962972,141444907,2556294,1957153,92161283,1732633,984029,47369039,804767,1091808,50432651,919743,Admin,,
2021-03-24,US,USA,United States,3446861,144891768,2609176,2183189,94344472,1744052,1238659,48607698,845862,1355086,51787737,958617,Admin,,
2021-03-25,US,USA,United States,3717099,148608867,2668090,2244615,96589087,1741121,1443936,50051634,906888,1570168,53357905,1017569,Admin,,
2021-03-26,US,USA,United States,3703473,152312340,2737011,2084775,98673862,1727087,1591994,51643628,989572,1717164,55075069,1096418,Admin,,
2021-03-27,US,USA,United States,2405376,154717716,2782203,1357172,100031034,1723180,1029887,52673515,1038235,1119246,56194315,1138175,Admin,,
2021-03-28,US,USA,United States,1167368,155885084,2809631,661129,100692163,1722465,493590,53167105,1065778,523603,56717918,1162912,Admin,,
2021-03-29,US,USA,United States,2711087,158596171,2873462,1578425,102270588,1723780,1111081,54278186,1127597,1195814,57913732,1224698,Admin,,
2021-03-30,US,USA,United States,3437405,162033576,2941238,1982942,104253530,1727464,1431183,55709369,1191476,1555161,59468893,1290891,Admin,,
2021-03-31,US,USA,United States,4023496,166057072,3023614,2375573,106629103,1754947,1620977,57330346,1246093,1841582,61310475,1360391,Admin,,
2021-04-01,US,USA,United States,4326763,170383835,3110709,2470375,109099478,1787199,1821610,59151956,1300046,2104445,63414920,1436716,Admin,,
2021-04-02,US,USA,United States,3533758,173917593,3086464,2033466,111132944,1779869,1468978,60620934,1282472,1724669,65139589,1437788,Admin,,
2021-04-03,US,USA,United States,2235306,176152899,3062169,1310572,112443516,1773212,907120,61528054,1264934,1104301,66243890,1435653,Admin,,
2021-04-04,US,USA,United States,722845,176875744,2998665,423964,112867480,1739331,291247,61819301,1236028,345874,66589764,1410263,Admin,,
2021-04-05,US,USA,United States,2973047,179848791,3036088,1703795,114571275,1757241,1248649,63067950,1255681,1509617,68099381,1455092,Admin,,
2021-04-06,US,USA,United States,3802908,183651699,3088303,2233170,116804445,1792988,1546082,64614032,1272095,1965720,70065101,1513744,Admin,,
2021-04-07,US,USA,United States,4109153,187760852,3100540,2456960,119261405,1804615,1628425,66242457,1273159,2162819,72227920,1559635,Admin,,
2021-04-08,US,USA,United States,4122235,191883087,3071321,2402110,121663515,1794862,1694497,67936954,1255000,2274614,74502534,1583944,Admin,,
2021-04-09,US,USA,United States,4166107,196049194,3161657,2399813,124063328,1847198,1734826,69671780,1292978,2324779,76827313,1669674,Admin,,
2021-04-10,US,USA,United States,2789249,198838443,3240792,1694272,125757600,1902012,1077027,70748807,1317250,1587529,78414842,1738707,Admin,,
2021-04-11,US,USA,United States,1353977,200192420,3330953,824123,126581723,1959178,520949,71269756,1350065,764828,79179670,1798558,Admin,,
2021-04-12,US,USA,United States,2897388,203089808,3320145,1615228,128196951,1946525,1263622,72533378,1352204,1630238,80809908,1815789,Admin,,
2021-04-13,US,USA,United States,3358812,206448620,3256703,1725992,129922943,1874071,1612117,74145495,1361638,1635289,82445197,1768585,Admin,,
2021-04-14,US,USA,United States,3573352,210021972,3180160,1724085,131647028,1769375,1829149,75974644,1390312,1832494,84277691,1721395,Admin,,
2021-04-15,US,USA,United States,3598350,213620322,3105319,1732511,133379539,1673718,1844355,77818999,1411721,1846318,86124009,1660210,Admin,,
2021-04-16,US,USA,United States,3481402,217101724,3007504,1627246,135006785,1563351,1832089,79651088,1425615,1833850,87957859,1590078,Admin,,
2021-04-17,US,USA,United States,2281690,219383414,2934995,1152219,136159004,1485915,1118804,80769892,1431584,1119284,89077143,1523185,Admin,,
2021-04-18,US,USA,United States,1043031,220426445,2890575,513683,136672687,1441566,524692,81294584,1432118,524997,89602140,1488924,Admin,,
2021-04-19,US,USA,United States,2458662,222885107,2827899,1072055,137744742,1363970,1371874,82666458,1447583,1373329,90975469,1452223,Admin,,
2021-04-20,US,USA,United States,3072065,225957172,2786936,1345224,139089966,1309575,1709760,84376218,1461532,1710612,92686081,1462983,Admin,,
2021-04-21,US,USA,United States,3229979,229187151,2737882,1318984,140408950,1251703,1893738,86269956,1470759,1894606,94580687,1471856,Admin,,
2021-04-22,US,USA,United States,3308446,232495597,2696467,1365947,141774897,1199337,1926375,88196331,1482476,1927084,96507771,1483394,Admin,,
2021-04-23,US,USA,United States,3104492,235600089,2642623,1308643,143083540,1153822,1777928,89974259,1474739,1778636,98286407,1475506,Admin,,
2021-04-24,US,USA,United States,2115314,237715403,2618855,983301,144066841,1129691,1121923,91096182,1475184,1125563,99411970,1476403,Admin,,
2021-04-25,US,USA,United States,949328,238664731,2605469,484830,144551671,1125569,460109,91556291,1465958,464620,99876590,1467778,Admin,,
2021-04-26,US,USA,United States,2197573,240862304,2568171,896330,145448001,1100466,1289860,92846151,1454242,1305228,101181818,1458049,Admin,,
2021-04-27,US,USA,United States,2679507,243541811,2512091,1066809,146514810,1060692,1599442,94445593,1438482,1646914,102828732,1448950,Admin,,
2021-04-28,US,USA,United States,2873001,246414812,2461094,1113830,147628640,1031384,1745059,96190652,1417242,1808926,104637658,1436710,Admin,,
2021-04-29,US,USA,United States,2853604,249268416,2396117,1106101,148734741,994263,1733269,97923921,1389656,1810812,106448470,1420099,Admin,,
2021-04-30,US,USA,United States,2719024,251987440,2341050,1067116,149801857,959760,1637437,99561358,1369586,1722008,108170478,1412010,Admin,,
2021-05-01,US,USA,United States,1710045,253697485,2283154,675878,150477735,915842,1025546,100586904,1355817,1083247,109253725,1405965,Admin,,
2021-05-02,US,USA,United States,839467,254536952,2267460,324714,150802449,892968,511293,101098197,1363129,549481,109803206,1418088,Admin,,
2021-05-03,US,USA,United States,1874981,256411933,2221375,635379,151437828,855690,1227812,102326009,1354265,1328616,111131822,1421429,Admin,,
2021-05-04,US,USA,United States,2353608,258765541,2174818,811470,152249298,819213,1530736,103856745,1344450,1628535,112760357,1418803,Admin,,
2021-05-05,US,USA,United States,2369622,261135163,2102907,805016,153054314,775096,1553256,105410001,1317050,1649251,114409608,1395992,Admin,,
2021-05-06,US,USA,United States,2363627,263498790,2032910,777775,153832089,728193,1566962,106976963,1293292,1662417,116072025,1374793,Admin,,
2021-05-07,US,USA,United States,2357672,265856462,1981288,784189,154616278,687774,1560995,108537958,1282371,1657459,117729484,1365572,Admin,,
2021-05-08,US,USA,United States,1428398,267284860,1941053,485154,155101432,660528,932565,109470523,1269088,1002012,118731496,1353967,Admin,,
2021-05-09,US,USA,United States,572992,267857852,1902985,206298,155307730,643612,364252,109834775,1248083,395876,119127372,1332023,Admin,,
2021-05-10,US,USA,United States,1470714,269328566,1845233,468640,155776370,619792,993048,110827823,1214545,1068573,120195945,1294874,Admin,,
2021-05-11,US,USA,United States,1845624,271174190,1772664,621286,156397656,592623,1214341,112042164,1169346,1296940,121492885,1247504,Admin,,
2021-05-12,US,USA,United States,1816188,272990378,1693602,615040,157012696,565483,1190869,113233033,1117576,1273666,122766551,1193849,Admin,,
2021-05-13,US,USA,United States,2039249,275029627,1647262,851455,157864151,576009,1177733,114410766,1061972,1253125,124019676,1135378,Admin,,
2021-05-14,US,USA,United States,2277404,277307031,1635795,1048620,158912771,613785,1217441,115628207,1012893,1314049,125333725,1086320,Admin,,
2021-05-15,US,USA,United States,1733196,279040227,1679338,874701,159787472,669434,850804,116479011,1001213,920798,126254523,1074718,Admin,,
2021-05-16,US,USA,United States,848142,279888369,1718645,436997,160224469,702391,406997,116886008,1007319,444689,126699212,1081691,Admin,,
2021-05-17,US,USA,United States,1686183,281574552,1749426,851171,161075640,757039,827631,117713639,983688,915689,127614901,1059850,Admin,,
2021-05-18,US,USA,United States,1939654,283514206,1762859,966780,162042420,806395,964692,118678331,948024,1062647,128677548,1026380,Admin,,
2021-05-19,US,USA,United States,1955167,285469373,1782713,975651,163018071,857911,970829,119649160,916590,1066526,129744074,996789,Admin,,
2021-05-20,US,USA,United States,1733450,287202823,1739028,826742,163844813,854380,899237,120548397,876804,989941,130734015,959191,Admin,,
2021-05-21,US,USA,United States,1798270,289001093,1670580,860117,164704930,827451,930137,121478534,835761,1021635,131755650,917417,Admin,,
2021-05-22,US,USA,United States,1249047,290250140,1601416,653841,165358771,795900,590847,122069381,798624,650736,132406386,878837,Admin,,
2021-05-23,US,USA,United States,516473,290766613,1554034,279777,165638548,773440,234852,122304233,774032,264779,132671165,853136,Admin,,
2021-05-24,US,USA,United States,1196823,291963436,1484126,593388,166231936,736614,598559,122902792,741308,674634,133345799,818699,Admin,,
2021-05-25,US,USA,United States,1337047,293300483,1398039,649132,166881068,691235,682291,123585083,700965,763296,134109095,775935,Admin,,
2021-05-26,US,USA,United States,1318408,294618891,1307074,640401,167521469,643343,672219,124257302,658306,747438,134856533,730351,Admin,,
2021-05-27,US,USA,United States,1235625,295854516,1235956,598114,168119583,610681,632099,124889401,620143,705344,135561877,689694,Admin,,
2021-05-28,US,USA,United States,1220238,297074754,1153380,588871,168708454,571932,626623,125516024,576784,697310,136259187,643362,Admin,,
2021-05-29,US,USA,United States,704313,297779067,1075561,377565,169086019,532464,324450,125840474,538728,366585,136625772,602769,Admin,,
2021-05-30,US,USA,United States,351062,298130129,1051930,193325,169279344,520114,156746,125997220,527570,181020,136806792,590803,Admin,,
2021-05-31,US,USA,United States,182177,298312306,906981,85737,169365081,447592,95693,126092913,455732,109995,136916787,510141,Admin,,
2021-06-01,US,USA,United States,1145064,299457370,879555,525629,169890710,429949,614768,126707681,446085,675738,137592525,497632,Admin,,
2021-06-02,US,USA,United States,1009091,300466461,835367,490712,170381422,408565,514386,127222067,423538,577051,138169576,473291,Admin,,
2021-06-03,US,USA,United States,1123380,301589841,819332,479401,170860823,391606,640183,127862250,424693,699839,138869415,472505,Admin,,
2021-06-04,US,USA,United States,1247228,302837069,823187,488425,171349248,377256,754714,128616964,442991,816073,139685488,489471,Admin,,
2021-06-05,US,USA,United States,941709,303778778,857101,340545,171689793,371968,598690,129215654,482169,636723,140322211,528062,Admin,,
2021-06-06,US,USA,United States,437115,304215893,869394,171648,171861441,368871,264401,129480055,497548,285405,140607616,542974,Admin,,
