Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12637,12637,12637,11114,11114,11114,1355,1355,1355,1425,1425,1425,Admin,,
2020-12-14,US,USA,United States,3785,16422,8211,3657,14771,7386,5,1360,680,23,1448,724,Admin,,
2020-12-15,US,USA,United States,49509,65931,21977,46041,60812,20271,26,1386,462,45,1493,497,Admin,,
2020-12-16,US,USA,United States,159436,225367,56341,152524,213336,53334,205,1591,398,224,1717,429,Admin,,
2020-12-17,US,USA,United States,272108,497475,99495,261058,474394,94879,516,2107,421,535,2252,450,Admin,,
2020-12-18,US,USA,United States,414541,912016,152002,402752,877146,146191,628,2735,456,629,2881,480,Admin,,
2020-12-19,US,USA,United States,180770,1092786,156112,175911,1053057,150437,734,3469,496,735,3616,516,Admin,,
2020-12-20,US,USA,United States,103471,1196257,169088,101127,1154184,163296,510,3979,375,545,4161,390,Admin,,
2020-12-21,US,USA,United States,378570,1574827,222629,369911,1524095,215618,851,4830,496,855,5016,509,Admin,,
2020-12-22,US,USA,United States,445447,2020274,279191,436018,1960113,271329,2107,6937,793,2110,7126,804,Admin,,
2020-12-23,US,USA,United States,565351,2585625,337179,553092,2513205,328553,1694,8631,1006,1696,8822,1015,Admin,,
2020-12-24,US,USA,United States,193320,2778945,325924,187705,2700910,318074,878,9509,1057,881,9703,1064,Admin,,
2020-12-25,US,USA,United States,12081,2791026,268430,11969,2712879,262248,54,9563,975,54,9757,982,Admin,,
2020-12-26,US,USA,United States,137804,2928830,262292,135230,2848109,256436,370,9933,923,373,10130,930,Admin,,
2020-12-27,US,USA,United States,92810,3021640,260769,90845,2938954,254967,338,10271,899,385,10515,907,Admin,,
2020-12-28,US,USA,United States,574146,3595786,288708,559777,3498731,282091,2373,12644,1116,2378,12893,1125,Admin,,
2020-12-29,US,USA,United States,703110,4298896,325517,681723,4180454,317192,3087,15731,1256,3092,15985,1265,Admin,,
2020-12-30,US,USA,United States,822010,5120906,362183,798491,4978945,352249,5591,21322,1813,5596,21581,1822,Admin,,
2020-12-31,US,USA,United States,413114,5534020,393582,401401,5380346,382777,2089,23411,1986,2090,23671,1995,Admin,,
2021-01-01,US,USA,United States,47597,5581617,398655,45113,5425459,387511,1671,25082,2217,1751,25422,2237,Admin,,
2021-01-02,US,USA,United States,249593,5831210,414625,242620,5668079,402853,2253,27335,2486,2260,27682,2507,Admin,,
2021-01-03,US,USA,United States,129673,5960883,419891,123372,5791451,407500,2123,29458,2741,2125,29807,2756,Admin,,
2021-01-04,US,USA,United States,628675,6589558,427681,573584,6365035,409472,42176,71634,8427,42189,71996,8443,Admin,,
2021-01-05,US,USA,United States,792927,7382485,440512,697095,7062130,411668,82442,154076,19764,82454,154450,19780,Admin,,
2021-01-06,US,USA,United States,987858,8370343,464205,804376,7866506,412509,166150,320226,42701,166171,320621,42720,Admin,,
2021-01-07,US,USA,United States,1125438,9495781,565965,834496,8701002,474379,269420,589646,80891,269430,590051,80911,Admin,,
2021-01-08,US,USA,United States,1189293,10685074,729065,815543,9516545,584441,350785,940431,130764,350803,940854,130776,Admin,,
2021-01-09,US,USA,United States,488074,11173148,763134,356691,9873236,600737,123834,1064265,148133,123838,1064692,148144,Admin,,
2021-01-10,US,USA,United States,237802,11410950,778581,167226,10040462,607002,66972,1131237,157397,66982,1131674,157409,Admin,,
