Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13600,13600,13600,12105,12105,12105,1348,1348,1348,1542,1542,1542,Admin,,
2020-12-14,US,USA,United States,4044,17644,8822,3910,16015,8008,7,1355,678,43,1585,792,Admin,,
2020-12-15,US,USA,United States,50395,68039,22679,46972,62987,20996,33,1388,463,106,1691,563,Admin,,
2020-12-16,US,USA,United States,160901,228940,57235,154253,217240,54310,224,1612,403,289,1980,495,Admin,,
2020-12-17,US,USA,United States,274540,503480,100696,264694,481934,96387,586,2198,440,638,2618,523,Admin,,
2020-12-18,US,USA,United States,419394,922874,153812,407848,889782,148297,770,2968,495,786,3404,567,Admin,,
2020-12-19,US,USA,United States,182749,1105623,157946,177912,1067694,152528,961,3929,561,967,4371,624,Admin,,
2020-12-20,US,USA,United States,105376,1210999,171057,102600,1170294,165456,559,4488,449,632,5003,494,Admin,,
2020-12-21,US,USA,United States,381275,1592274,224947,373482,1543776,218252,963,5451,585,982,5985,628,Admin,,
2020-12-22,US,USA,United States,448578,2040852,281830,439494,1983270,274326,2271,7722,905,2288,8273,940,Admin,,
2020-12-23,US,USA,United States,569280,2610132,340170,558323,2541593,332050,1834,9556,1135,1844,10117,1162,Admin,,
2020-12-24,US,USA,United States,194732,2804864,328769,189625,2731218,321326,857,10413,1174,865,10982,1194,Admin,,
2020-12-25,US,USA,United States,12348,2817212,270619,12235,2743453,264810,68,10481,1073,68,11050,1092,Admin,,
2020-12-26,US,USA,United States,139025,2956237,264373,136758,2880211,258931,444,10925,999,449,11499,1018,Admin,,
2020-12-27,US,USA,United States,94164,3050401,262771,92067,2972278,257426,414,11339,979,462,11961,994,Admin,,
2020-12-28,US,USA,United States,582401,3632802,291504,570645,3542923,285592,2670,14009,1223,2683,14644,1237,Admin,,
2020-12-29,US,USA,United States,710357,4343159,328901,692743,4235666,321771,4085,18094,1482,4096,18740,1495,Admin,,
2020-12-30,US,USA,United States,828710,5171869,365962,811387,5047053,357923,6354,24448,2127,6366,25106,2141,Admin,,
2020-12-31,US,USA,United States,414433,5586302,397348,406717,5453770,388936,2415,26863,2350,2426,27532,2364,Admin,,
2021-01-01,US,USA,United States,60068,5646370,404165,56522,5510292,395263,2809,29672,2742,3147,30679,2804,Admin,,
2021-01-02,US,USA,United States,255613,5901983,420820,248297,5758589,411197,2569,32241,3045,2586,33265,3109,Admin,,
