Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,12193,12193,12193,10679,10679,10679,1355,1355,1355,1370,1370,1370,Admin,,
2020-12-14,US,USA,United States,3639,15832,7916,3520,14199,7100,4,1359,680,4,1374,687,Admin,,
2020-12-15,US,USA,United States,48894,64726,21575,45469,59668,19889,25,1384,461,26,1400,466,Admin,,
2020-12-16,US,USA,United States,158189,222915,55728,151334,211002,52751,198,1582,396,198,1598,399,Admin,,
2020-12-17,US,USA,United States,271033,493948,98789,260229,471231,94246,476,2058,412,476,2074,414,Admin,,
2020-12-18,US,USA,United States,411904,905852,150975,400580,871811,145302,561,2619,437,561,2635,439,Admin,,
2020-12-19,US,USA,United States,179837,1085689,155098,175200,1047011,149573,695,3314,473,695,3330,475,Admin,,
2020-12-20,US,USA,United States,102578,1188267,168010,100430,1147441,162395,468,3782,347,469,3799,347,Admin,,
2020-12-21,US,USA,United States,376412,1564679,221263,368061,1515502,214472,776,4558,457,779,4578,457,Admin,,
2020-12-22,US,USA,United States,442667,2007346,277517,433558,1949060,269913,1894,6452,724,1895,6473,724,Admin,,
2020-12-23,US,USA,United States,560115,2567461,334935,548134,2497194,326599,1582,8034,922,1582,8055,922,Admin,,
2020-12-24,US,USA,United States,191387,2758848,323557,185885,2683079,315978,832,8866,973,832,8887,973,Admin,,
2020-12-25,US,USA,United States,11934,2770782,266418,11844,2694923,260445,36,8902,898,36,8923,898,Admin,,
2020-12-26,US,USA,United States,136639,2907421,260247,134193,2829116,254586,315,9217,843,315,9238,844,Admin,,
2020-12-27,US,USA,United States,91744,2999165,258699,89890,2919006,253081,296,9513,819,296,9534,819,Admin,,
2020-12-28,US,USA,United States,567913,3567078,286057,553989,3472995,279642,2158,11671,1016,2159,11693,1016,Admin,,
2020-12-29,US,USA,United States,697028,4264106,322394,676361,4149356,314328,2664,14335,1126,2666,14359,1126,Admin,,
2020-12-30,US,USA,United States,814758,5078864,358771,792425,4941781,349227,4759,19094,1580,4761,19120,1580,Admin,,
2020-12-31,US,USA,United States,409041,5487905,389865,397785,5339566,379498,1770,20864,1714,1770,20890,1714,Admin,,
2021-01-01,US,USA,United States,41418,5529323,394077,39605,5379171,383464,1064,21928,1861,1084,21974,1864,Admin,,
2021-01-02,US,USA,United States,245999,5775322,409700,239380,5618551,398491,2019,23947,2104,2021,23995,2108,Admin,,
2021-01-03,US,USA,United States,127647,5902969,414829,121507,5740058,403007,2025,25972,2351,2026,26021,2355,Admin,,
2021-01-04,US,USA,United States,619977,6522946,422266,566020,6306078,404726,41326,67298,7947,41329,67350,7951,Admin,,
2021-01-05,US,USA,United States,778278,7301224,433874,684078,6990156,405829,81062,148360,19146,81065,148415,19150,Admin,,
2021-01-06,US,USA,United States,967136,8268360,455642,786198,7776354,404939,164291,312651,41937,164300,312715,41942,Admin,,
2021-01-07,US,USA,United States,1107134,9375494,555369,820199,8596553,465284,266112,578763,79700,266114,578829,79705,Admin,,
2021-01-08,US,USA,United States,1171351,10546845,716788,802027,9398580,574201,347309,926072,129163,347313,926142,129166,Admin,,
2021-01-09,US,USA,United States,482905,11029750,750632,352563,9751143,590370,123052,1049124,146454,123053,1049195,146457,Admin,,
