Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13613,13613,13613,12118,12118,12118,1348,1348,1348,1543,1543,1543,Admin,,
2020-12-14,US,USA,United States,3966,17579,8789,3873,15991,7996,7,1355,678,43,1586,793,Admin,,
2020-12-15,US,USA,United States,49237,66816,22272,46816,62807,20936,32,1387,462,105,1691,563,Admin,,
2020-12-16,US,USA,United States,160372,227188,56797,153770,216577,54144,220,1607,402,285,1976,494,Admin,,
2020-12-17,US,USA,United States,273225,500413,100082,263581,480158,96032,504,2111,422,557,2533,506,Admin,,
2020-12-18,US,USA,United States,416348,916761,152793,404842,885000,147500,743,2854,476,759,3292,548,Admin,,
2020-12-19,US,USA,United States,182618,1099379,157054,177876,1062876,151839,880,3734,533,886,4178,596,Admin,,
2020-12-20,US,USA,United States,105316,1204695,170154,102581,1165457,164763,519,4253,415,592,4770,461,Admin,,
2020-12-21,US,USA,United States,380534,1585229,223950,372786,1538243,217465,926,5179,546,945,5715,589,Admin,,
2020-12-22,US,USA,United States,447424,2032653,280833,438474,1976717,273416,2154,7333,849,2171,7886,885,Admin,,
2020-12-23,US,USA,United States,568361,2601014,339118,557522,2534239,331095,1730,9063,1065,1740,9626,1092,Admin,,
2020-12-24,US,USA,United States,194673,2795687,327896,189662,2723901,320535,760,9823,1102,768,10394,1123,Admin,,
2020-12-25,US,USA,United States,12349,2808036,270182,12236,2736137,264448,68,9891,1005,68,10462,1024,Admin,,
2020-12-26,US,USA,United States,138978,2947014,263947,136737,2872874,258571,423,10314,940,428,10890,958,Admin,,
2020-12-27,US,USA,United States,94139,3041153,262351,92050,2964924,257067,413,10727,925,461,11351,940,Admin,,
2020-12-28,US,USA,United States,581534,3622687,291065,569975,3534899,285237,2474,13201,1146,2487,13838,1160,Admin,,
2020-12-29,US,USA,United States,709353,4332040,328483,691983,4226882,321452,3845,17046,1388,3856,17694,1401,Admin,,
2020-12-30,US,USA,United States,828192,5160232,365602,810925,5037807,357653,6300,23346,2040,6312,24006,2054,Admin,,
2020-12-31,US,USA,United States,414206,5574438,396964,406512,5444319,388631,2394,25740,2274,2405,26411,2288,Admin,,
2021-01-01,US,USA,United States,60179,5634617,403797,56625,5500944,394972,2818,28558,2667,3161,29572,2730,Admin,,
2021-01-02,US,USA,United States,255554,5890171,420451,248237,5749181,410901,2571,31129,2974,2588,32160,3038,Admin,,
2021-01-03,US,USA,United States,133991,6024162,426144,127375,5876556,415947,2237,33366,3234,2248,34408,3293,Admin,,
2021-01-04,US,USA,United States,639713,6663875,434455,584356,6460912,418002,44069,77435,9176,44110,78518,9240,Admin,,
2021-01-05,US,USA,United States,810388,7474263,448889,714681,7175593,421244,85910,163345,20900,85950,164468,20967,Admin,,
2021-01-06,US,USA,United States,1002565,8476828,473799,819049,7994642,422405,168966,332311,44138,169021,333489,44211,Admin,,
2021-01-07,US,USA,United States,1142780,9619608,577881,849988,8844630,485759,273812,606123,82912,273839,607328,82988,Admin,,
2021-01-08,US,USA,United States,1206775,10826383,741680,831057,9675687,596392,354961,961084,133218,355001,962329,133251,Admin,,
2021-01-09,US,USA,United States,498669,11325052,776411,365122,10040809,613090,126061,1087145,150859,126073,1088402,150891,Admin,,
2021-01-10,US,USA,United States,244951,11570003,792263,172747,10213556,619571,68055,1155200,160262,68074,1156476,160295,Admin,,
2021-01-11,US,USA,United States,1046408,12616411,850362,711656,10925212,637757,316931,1472131,199242,316964,1473440,199274,Admin,,
2021-01-12,US,USA,United States,1227589,13844000,909962,899782,11824994,664200,309355,1781486,231163,309402,1782842,231196,Admin,,
2021-01-13,US,USA,United States,1297942,15141942,952159,1014486,12839480,692120,266645,2048131,245117,266687,2049529,245148,Admin,,
2021-01-14,US,USA,United States,1289666,16431608,973142,1141183,13980663,733719,131781,2179912,224827,131810,2181339,224858,Admin,,
2021-01-15,US,USA,United States,1237869,17669477,977584,1107566,15088229,773220,116630,2296542,190780,116693,2298032,190814,Admin,,
2021-01-16,US,USA,United States,642609,18312086,998147,565482,15653711,801843,69947,2366489,182763,69969,2368001,182799,Admin,,
2021-01-17,US,USA,United States,298610,18610696,1005813,254900,15908611,813579,40899,2407388,178884,40907,2408908,178918,Admin,,
2021-01-18,US,USA,United States,863004,19473700,979612,630800,16539411,802028,222755,2630143,165430,222803,2631711,165467,Admin,,
