Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Admin_Dose_2_Daily,Admin_Dose_2_Cumulative,Admin_Dose_2_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,13559,13559,13559,12033,12033,12033,1355,1355,1355,1541,1541,1541,Admin,,
2020-12-14,US,USA,United States,4007,17566,8783,3873,15906,7953,7,1362,681,39,1580,790,Admin,,
2020-12-15,US,USA,United States,50357,67923,22641,46868,62774,20925,32,1394,465,93,1673,557,Admin,,
2020-12-16,US,USA,United States,160981,228904,57226,153946,216720,54180,219,1613,403,279,1952,488,Admin,,
2020-12-17,US,USA,United States,275930,504834,100966,264455,481175,96235,570,2183,437,614,2566,513,Admin,,
2020-12-18,US,USA,United States,420454,925288,154214,407607,888782,148130,734,2917,486,749,3315,552,Admin,,
2020-12-19,US,USA,United States,183540,1108828,158404,177760,1066542,152363,964,3881,554,970,4285,612,Admin,,
2020-12-20,US,USA,United States,105198,1214026,171495,102431,1168973,165277,552,4433,440,625,4910,481,Admin,,
2020-12-21,US,USA,United States,382841,1596867,225614,373181,1542154,218035,951,5384,575,969,5879,614,Admin,,
2020-12-22,US,USA,United States,448942,2045809,282555,439056,1981210,274062,2252,7636,892,2267,8146,924,Admin,,
2020-12-23,US,USA,United States,570750,2616559,341093,557916,2539126,331772,1853,9489,1125,1863,10009,1151,Admin,,
2020-12-24,US,USA,United States,195332,2811891,329579,189504,2728630,321065,939,10428,1178,946,10955,1198,Admin,,
2020-12-25,US,USA,United States,12340,2824231,271277,12211,2740841,264580,63,10491,1082,63,11018,1100,Admin,,
2020-12-26,US,USA,United States,139222,2963453,264946,136515,2877356,258688,442,10933,1007,447,11465,1025,Admin,,
