Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,19108,19108,19108,16379,16379,16379,3260,3260,3260,Admin,,
2020-12-14,US,USA,United States,4269,23377,11688,4141,20520,10260,88,3348,1674,Admin,,
2020-12-15,US,USA,United States,49004,72381,24127,46417,66937,22312,174,3522,1174,Admin,,
2020-12-16,US,USA,United States,160361,232742,58185,153509,220446,55112,349,3871,967,Admin,,
2020-12-17,US,USA,United States,273360,506102,101220,263610,484056,96811,539,4410,882,Admin,,
2020-12-18,US,USA,United States,415724,921826,153637,404069,888125,148021,913,5323,887,Admin,,
2020-12-19,US,USA,United States,181582,1103408,157629,176805,1064930,152133,931,6254,893,Admin,,
2020-12-20,US,USA,United States,105082,1208490,169911,102290,1167220,164406,609,6863,514,Admin,,
2020-12-21,US,USA,United States,381781,1590271,223842,373781,1541001,217212,1110,7973,660,Admin,,
2020-12-22,US,USA,United States,448172,2038443,280866,439343,1980344,273344,2359,10332,972,Admin,,
2020-12-23,US,USA,United States,571720,2610163,339631,559702,2540046,331371,1934,12266,1199,Admin,,
2020-12-24,US,USA,United States,195354,2805517,328487,190166,2730212,320879,850,13116,1243,Admin,,
2020-12-25,US,USA,United States,12515,2818032,270886,12388,2742600,264925,80,13196,1124,Admin,,
2020-12-26,US,USA,United States,140406,2958438,265004,137500,2880100,259310,531,13727,1067,Admin,,
2020-12-27,US,USA,United States,95579,3054017,263646,92800,2972900,257954,527,14254,1055,Admin,,
2020-12-28,US,USA,United States,585646,3639663,292770,573195,3546095,286442,2857,17111,1305,Admin,,
2020-12-29,US,USA,United States,714226,4353889,330778,696606,4242701,323194,4068,21179,1549,Admin,,
2020-12-30,US,USA,United States,835114,5189003,368405,816637,5059338,359899,6342,27521,2179,Admin,,
2020-12-31,US,USA,United States,418383,5607386,400267,409741,5469079,391267,2685,30206,2441,Admin,,
2021-01-01,US,USA,United States,78617,5686003,409710,72565,5541644,399863,4909,35115,3131,Admin,,
2021-01-02,US,USA,United States,259574,5945577,426734,251481,5793125,416146,2814,37929,3457,Admin,,
2021-01-03,US,USA,United States,136221,6081798,432540,129008,5922133,421319,2390,40319,3723,Admin,,
2021-01-04,US,USA,United States,646974,6728772,441301,589893,6512026,423704,44389,84708,9656,Admin,,
2021-01-05,US,USA,United States,819748,7548520,456375,721730,7233756,427294,86376,171084,21415,Admin,,
2021-01-06,US,USA,United States,1012145,8560665,481666,825530,8059286,428564,170092,341176,44807,Admin,,
2021-01-07,US,USA,United States,1156320,9716985,587085,858948,8918234,492736,274769,615945,83677,Admin,,
2021-01-08,US,USA,United States,1221606,10938591,750369,839526,9757760,602302,356078,972023,133844,Admin,,
2021-01-09,US,USA,United States,503785,11442376,785257,367891,10125651,618932,126906,1098929,151571,Admin,,
2021-01-10,US,USA,United States,247721,11690097,801185,174276,10299927,625399,68302,1167231,160987,Admin,,
2021-01-11,US,USA,United States,1060988,12751085,860330,719550,11019477,643922,318052,1485283,200082,Admin,,
2021-01-12,US,USA,United States,1245364,13996449,921132,909448,11928925,670738,310482,1795765,232097,Admin,,
2021-01-13,US,USA,United States,1313417,15309866,964171,1024299,12953224,699134,268468,2064233,246151,Admin,,
2021-01-14,US,USA,United States,1302855,16612721,985105,1149669,14102893,740666,132937,2197170,225889,Admin,,
2021-01-15,US,USA,United States,1255702,17868423,989976,1120215,15223108,780764,118314,2315484,191923,Admin,,
2021-01-16,US,USA,United States,651580,18520003,1011089,570335,15793443,809685,70658,2386142,183887,Admin,,
2021-01-17,US,USA,United States,305932,18825935,1019405,257088,16050531,821515,41407,2427549,180045,Admin,,
2021-01-18,US,USA,United States,877678,19703613,993218,636205,16686736,809608,226084,2653633,166907,Admin,,
2021-01-19,US,USA,United States,1341064,21044677,1006889,970755,17657491,818367,348309,3001942,172311,Admin,,
2021-01-20,US,USA,United States,1614548,22659225,1049908,1174813,18832304,839869,415708,3417650,193345,Admin,,
2021-01-21,US,USA,United States,1631456,24290681,1096851,1338712,20171016,866875,268275,3685925,212679,Admin,,
2021-01-22,US,USA,United States,1614891,25905572,1148164,1387972,21558988,905126,203772,3889697,224887,Admin,,
2021-01-23,US,USA,United States,904318,26809890,1184269,742595,22301583,929734,147219,4036916,235824,Admin,,
2021-01-24,US,USA,United States,395567,27205457,1197074,302019,22603602,936153,86610,4123526,242282,Admin,,
2021-01-25,US,USA,United States,1355759,28561216,1265371,855144,23458746,967430,476426,4599952,278045,Admin,,
2021-01-26,US,USA,United States,1650519,30211735,1309579,1054108,24512854,979338,570254,5170206,309752,Admin,,
2021-01-27,US,USA,United States,1918087,32129822,1352942,1250348,25763202,990128,635784,5805990,341191,Admin,,
2021-01-28,US,USA,United States,1947233,34077055,1398053,1369176,27132378,994480,546076,6352066,380877,Admin,,
2021-01-29,US,USA,United States,1891329,35968384,1437544,1362476,28494854,990838,482229,6834295,420656,Admin,,
2021-01-30,US,USA,United States,1019426,36987810,1453988,764919,29259773,994027,236707,7071002,433440,Admin,,
2021-01-31,US,USA,United States,460402,37448212,1463250,326432,29586205,997515,124696,7195698,438881,Admin,,
2021-02-01,US,USA,United States,1350632,38798844,1462518,760548,30346753,984001,554893,7750591,450091,Admin,,
2021-02-02,US,USA,United States,1674455,40473299,1465937,963220,31309973,971017,680809,8431400,465884,Admin,,
2021-02-03,US,USA,United States,2127434,42600733,1495844,1266020,32575993,973256,818097,9249497,491929,Admin,,
2021-02-04,US,USA,United States,2330107,44930840,1550540,1395615,33971608,977033,893609,10143106,541577,Admin,,
2021-02-05,US,USA,United States,2335996,47266836,1614064,1358197,35329805,976422,936042,11079148,606407,Admin,,
2021-02-06,US,USA,United States,1296538,48563374,1653652,859088,36188893,989874,412856,11492004,631571,Admin,,
2021-02-07,US,USA,United States,446886,49010260,1651721,280107,36469000,983256,154564,11646568,635838,Admin,,
2021-02-08,US,USA,United States,1565175,50575435,1682370,840645,37309645,994699,690984,12337552,655280,Admin,,
2021-02-09,US,USA,United States,1959588,52535023,1723103,1044849,38354494,1006360,875855,13213407,683143,Admin,,
2021-02-10,US,USA,United States,2286676,54821699,1745852,1228566,39583060,1001010,1018357,14231764,711752,Admin,,
2021-02-11,US,USA,United States,2390568,57212267,1754489,1279191,40862251,984378,1069459,15301223,736873,Admin,,
2021-02-12,US,USA,United States,2568893,59781160,1787760,1382416,42244667,987837,1136370,16437593,765492,Admin,,
2021-02-13,US,USA,United States,1470805,61251965,1812655,868964,43113631,989248,568087,17005680,787668,Admin,,
2021-02-14,US,USA,United States,591525,61843490,1833318,347352,43460983,998855,226591,17232271,797957,Admin,,
2021-02-15,US,USA,United States,1172546,63016036,1777228,619966,44080949,967329,522143,17754414,773837,Admin,,
2021-02-16,US,USA,United States,1617112,64633148,1728303,802516,44883465,932710,775543,18529957,759507,Admin,,
2021-02-17,US,USA,United States,1957111,66590259,1681222,936047,45819512,890922,980642,19510599,754119,Admin,,
2021-02-18,US,USA,United States,1849769,68440028,1603965,840818,46660330,828297,958668,20469267,738292,Admin,,
2021-02-19,US,USA,United States,1960202,70400230,1517010,839975,47500305,750805,1071077,21540344,728964,Admin,,
2021-02-20,US,USA,United States,1307674,71707904,1493705,611545,48111850,714031,663741,22204085,742629,Admin,,
2021-02-21,US,USA,United States,593006,72300910,1493917,260801,48372651,701667,313838,22517923,755093,Admin,,
2021-02-22,US,USA,United States,1455284,73756194,1534308,632967,49005618,703524,777350,23295273,791551,Admin,,
2021-02-23,US,USA,United States,1933370,75689564,1579488,889405,49895023,715937,995234,24290507,822935,Admin,,
2021-02-24,US,USA,United States,2516409,78205973,1659387,1263470,51158493,762712,1201541,25492048,854492,Admin,,
2021-02-25,US,USA,United States,2920740,81126713,1812383,1552976,52711469,864448,1302822,26794870,903657,Admin,,
2021-02-26,US,USA,United States,3095831,84222544,1974616,1694801,54406270,986566,1336694,28131564,941602,Admin,,
2021-02-27,US,USA,United States,1993072,86215616,2072530,1154902,55561172,1064189,798922,28930486,960914,Admin,,
2021-02-28,US,USA,United States,852167,87067783,2109553,542883,56104055,1104486,285105,29215591,956809,Admin,,
2021-03-01,US,USA,United States,1999747,89067530,2187333,1184699,57288754,1183305,761544,29977135,954551,Admin,,
2021-03-02,US,USA,United States,2452561,91520091,2261503,1476726,58765480,1267208,931026,30908161,945379,Admin,,
2021-03-03,US,USA,United States,2895970,94416061,2315726,1751999,60517479,1336998,1100692,32008853,930972,Admin,,
2021-03-04,US,USA,United States,3196126,97612187,2355067,1971844,62489323,1396836,1214578,33223431,918365,Admin,,
2021-03-05,US,USA,United States,3219530,100831717,2372739,2022777,64512100,1443690,1270414,34493845,908897,Admin,,
2021-03-06,US,USA,United States,2053795,102885512,2381413,1358064,65870164,1472713,846529,35340374,915698,Admin,,
2021-03-07,US,USA,United States,925013,103810525,2391820,681591,66551755,1492529,338349,35678723,923304,Admin,,
2021-03-08,US,USA,United States,2151461,105961986,2413493,1486211,68037966,1535602,832979,36511702,933509,Admin,,
2021-03-09,US,USA,United States,2701798,108663784,2449099,1816418,69854384,1584129,1062865,37574567,952343,Admin,,
2021-03-10,US,USA,United States,3119061,111782845,2480969,2074498,71928882,1630200,1246970,38821537,973240,Admin,,
2021-03-11,US,USA,United States,3437967,115220812,2515517,2293928,74222810,1676212,1375501,40197038,996229,Admin,,
2021-03-12,US,USA,United States,3419814,118640626,2544129,2134356,76357166,1692152,1494090,41691128,1028183,Admin,,
2021-03-13,US,USA,United States,2198548,120839174,2564808,1402654,77759820,1698522,1006871,42697999,1051089,Admin,,
2021-03-14,US,USA,United States,983489,121822663,2573162,652214,78412034,1694326,421804,43119803,1063011,Admin,,
2021-03-15,US,USA,United States,2275589,124098252,2590895,1503359,79915393,1696775,852037,43971840,1065734,Admin,,
