Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,27280,27280,27280,22815,22815,22815,5139,5139,5139,Admin,,
2020-12-14,US,USA,United States,4503,31783,15891,4353,27168,13584,112,5251,2625,Admin,,
2020-12-15,US,USA,United States,49332,81115,27038,47088,74256,24752,256,5507,1835,Admin,,
2020-12-16,US,USA,United States,159310,240425,60106,153992,228248,57062,461,5968,1492,Admin,,
2020-12-17,US,USA,United States,271696,512121,102424,264681,492929,98586,724,6692,1338,Admin,,
2020-12-18,US,USA,United States,414620,926741,154456,406131,899060,149843,1179,7871,1311,Admin,,
2020-12-19,US,USA,United States,181588,1108329,158332,177705,1076765,153824,1031,8902,1271,Admin,,
2020-12-20,US,USA,United States,104824,1213153,169410,102940,1179705,165270,676,9578,634,Admin,,
2020-12-21,US,USA,United States,380777,1593930,223163,374332,1554037,218124,1454,11032,825,Admin,,
2020-12-22,US,USA,United States,446930,2040860,279963,438525,1992562,274044,2826,13858,1193,Admin,,
2020-12-23,US,USA,United States,573476,2614336,339130,561126,2553688,332206,2849,16707,1534,Admin,,
2020-12-24,US,USA,United States,195612,2809948,328261,190646,2744334,321629,1077,17784,1584,Admin,,
2020-12-25,US,USA,United States,12612,2822560,270831,12463,2756797,265391,101,17885,1430,Admin,,
2020-12-26,US,USA,United States,141703,2964263,265133,137791,2894588,259689,947,18832,1418,Admin,,
2020-12-27,US,USA,United States,96528,3060791,263948,93281,2987869,258309,703,19535,1422,Admin,,
2020-12-28,US,USA,United States,589201,3649992,293723,575140,3563009,286996,4032,23567,1790,Admin,,
2020-12-29,US,USA,United States,719747,4369739,332697,701217,4264226,324523,5133,28700,2120,Admin,,
2020-12-30,US,USA,United States,840677,5210416,370868,821453,5085679,361713,7609,36309,2800,Admin,,
2020-12-31,US,USA,United States,418796,5629212,402752,409319,5494998,392952,3069,39378,3084,Admin,,
2021-01-01,US,USA,United States,96289,5725501,414705,87918,5582916,403731,6349,45727,3977,Admin,,
2021-01-02,US,USA,United States,263480,5988981,432102,254732,5837648,420437,2794,48521,4241,Admin,,
2021-01-03,US,USA,United States,138244,6127225,438062,131302,5968950,425869,2418,50939,4486,Admin,,
2021-01-04,US,USA,United States,655258,6782483,447498,596449,6565399,428913,45536,96475,10415,Admin,,
2021-01-05,US,USA,United States,828263,7610746,463001,727418,7292817,432656,87953,184428,22246,Admin,,
2021-01-06,US,USA,United States,1018752,8629498,488440,829178,8121995,433759,171599,356027,45674,Admin,,
2021-01-07,US,USA,United States,1167318,9796816,595372,864796,8986791,498828,279650,635677,85185,Admin,,
2021-01-08,US,USA,United States,1233645,11030461,757851,846164,9832955,607148,361833,997510,135969,Admin,,
2021-01-09,US,USA,United States,508282,11538743,792823,370146,10203101,623636,128019,1125529,153858,Admin,,
2021-01-10,US,USA,United States,250478,11789221,808856,176037,10379138,630027,69134,1194663,163389,Admin,,
2021-01-11,US,USA,United States,1067513,12856734,867750,722040,11101178,647968,321487,1516150,202810,Admin,,
2021-01-12,US,USA,United States,1255924,14112658,928844,915490,12016668,674836,313421,1829571,235020,Admin,,
2021-01-13,US,USA,United States,1319197,15431855,971765,1026876,13043544,703078,269217,2098788,248965,Admin,,
2021-01-14,US,USA,United States,1311347,16743202,992340,1153381,14196925,744305,135053,2233841,228309,Admin,,
2021-01-15,US,USA,United States,1254054,17997256,995256,1114912,15311837,782697,119992,2353833,193760,Admin,,
2021-01-16,US,USA,United States,648074,18645330,1015226,565209,15877046,810564,71664,2425497,185709,Admin,,
2021-01-17,US,USA,United States,304471,18949801,1022940,255188,16132234,821871,41930,2467427,181823,Admin,,
2021-01-18,US,USA,United States,882825,19832626,996556,637275,16769509,809762,225940,2693367,168173,Admin,,
2021-01-19,US,USA,United States,1343191,21175817,1009022,963519,17733028,816623,352983,3046350,173825,Admin,,
2021-01-20,US,USA,United States,1597997,22773814,1048851,1150582,18883610,834295,417471,3463821,195004,Admin,,
2021-01-21,US,USA,United States,1627325,24401139,1093991,1327120,20210730,859115,272647,3736468,214661,Admin,,
2021-01-22,US,USA,United States,1624407,26025546,1146898,1390150,21600880,898435,208103,3944571,227248,Admin,,
2021-01-23,US,USA,United States,905260,26930806,1183639,741415,22342295,923607,149325,4093896,238342,Admin,,
2021-01-24,US,USA,United States,394135,27324941,1196448,299025,22641320,929869,87307,4181203,244825,Admin,,
2021-01-25,US,USA,United States,1370154,28695095,1266067,858079,23499399,961413,484879,4666082,281816,Admin,,
2021-01-26,US,USA,United States,1659222,30354317,1311214,1051913,24551312,974041,576156,5242238,313698,Admin,,
2021-01-27,US,USA,United States,1927164,32281481,1358238,1248030,25799342,987962,641932,5884170,345764,Admin,,
2021-01-28,US,USA,United States,1957788,34239269,1405447,1367825,27167167,993777,551436,6435606,385591,Admin,,
2021-01-29,US,USA,United States,1910585,36149854,1446329,1370389,28537556,990954,490624,6926230,425951,Admin,,
2021-01-30,US,USA,United States,1016476,37166330,1462217,757120,29294676,993197,240889,7167119,439031,Admin,,
2021-01-31,US,USA,United States,457995,37624325,1471340,320895,29615571,996322,125726,7292845,444520,Admin,,
2021-02-01,US,USA,United States,1374993,38999318,1472031,764875,30380446,983007,566250,7859095,456144,Admin,,
2021-02-02,US,USA,United States,1690668,40689986,1476524,959493,31339939,969804,692793,8551888,472807,Admin,,
2021-02-03,US,USA,United States,2131947,42821933,1505778,1256335,32596274,970990,827202,9379090,499274,Admin,,
2021-02-04,US,USA,United States,2338631,45160564,1560185,1383967,33980241,973296,906145,10285235,549947,Admin,,
2021-02-05,US,USA,United States,2350872,47511436,1623083,1352673,35332914,970765,952790,11238025,615970,Admin,,
2021-02-06,US,USA,United States,1297996,48809432,1663300,850242,36183156,984069,419258,11657283,641452,Admin,,
2021-02-07,US,USA,United States,443358,49252790,1661209,276382,36459538,977710,155564,11812847,645714,Admin,,
2021-02-08,US,USA,United States,1575080,50827870,1689793,835184,37294722,987754,700222,12513069,664853,Admin,,
2021-02-09,US,USA,United States,1969802,52797672,1729669,1035264,38329986,998578,888176,13401245,692765,Admin,,
