Date,Location,ShortName,LongName,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll
2020-12-13,US,USA,United States,17789,17789,17789,15358,15358,15358,2938,2938,2938,Admin,,
2020-12-14,US,USA,United States,4215,22004,11002,4092,19450,9725,85,3023,1511,Admin,,
2020-12-15,US,USA,United States,48791,70795,23598,46213,65663,21888,166,3189,1063,Admin,,
2020-12-16,US,USA,United States,159990,230785,57696,153184,218847,54712,336,3525,881,Admin,,
2020-12-17,US,USA,United States,272696,503481,100696,262977,481824,96365,522,4047,809,Admin,,
2020-12-18,US,USA,United States,414827,918308,153051,403250,885074,147512,872,4919,819,Admin,,
2020-12-19,US,USA,United States,181273,1099581,157083,176540,1061614,151659,910,5829,832,Admin,,
2020-12-20,US,USA,United States,104761,1204342,169507,101986,1163600,164035,596,6425,498,Admin,,
2020-12-21,US,USA,United States,381035,1585377,223339,373088,1536688,216748,1081,7506,640,Admin,,
2020-12-22,US,USA,United States,447336,2032713,280274,438591,1975279,272802,2314,9820,947,Admin,,
2020-12-23,US,USA,United States,570759,2603472,338955,558846,2534125,330754,1874,11694,1167,Admin,,
2020-12-24,US,USA,United States,195051,2798523,327863,189885,2724010,320312,833,12527,1211,Admin,,
2020-12-25,US,USA,United States,12482,2811005,270385,12358,2736368,264471,77,12604,1097,Admin,,
2020-12-26,US,USA,United States,140133,2951138,264508,137255,2873623,258858,509,13113,1040,Admin,,
2020-12-27,US,USA,United States,95404,3046542,263171,92648,2966271,257524,510,13623,1028,Admin,,
2020-12-28,US,USA,United States,584696,3631238,292265,572383,3538654,285995,2761,16384,1268,Admin,,
2020-12-29,US,USA,United States,713170,4344408,330242,695688,4234342,322723,3981,20365,1506,Admin,,
2020-12-30,US,USA,United States,833887,5178295,367831,815600,5049942,359402,6215,26580,2126,Admin,,
2020-12-31,US,USA,United States,417719,5596014,399641,409154,5459096,390727,2629,29209,2383,Admin,,
2021-01-01,US,USA,United States,75890,5671904,408699,70163,5529259,398984,4693,33902,3042,Admin,,
2021-01-02,US,USA,United States,258948,5930852,425673,250928,5780187,415223,2760,36662,3364,Admin,,
2021-01-03,US,USA,United States,135822,6066674,431447,128648,5908835,420366,2371,39033,3630,Admin,,
2021-01-04,US,USA,United States,645442,6712116,440125,588645,6497480,422689,44562,83595,9601,Admin,,
2021-01-05,US,USA,United States,818184,7530300,455127,720529,7218009,426238,86865,170460,21442,Admin,,
2021-01-06,US,USA,United States,1010116,8540416,480303,824135,8042144,427457,170319,340779,44885,Admin,,
2021-01-07,US,USA,United States,1153612,9694028,585430,857202,8899346,491464,276316,617095,83983,Admin,,
2021-01-08,US,USA,United States,1219071,10913099,748742,838040,9737386,601161,358377,975472,134510,Admin,,
2021-01-09,US,USA,United States,502923,11416022,783595,367400,10104786,617800,126997,1102469,152258,Admin,,
2021-01-10,US,USA,United States,246950,11662972,799471,173704,10278490,624236,68392,1170861,161689,Admin,,
2021-01-11,US,USA,United States,1058991,12721963,858549,718549,10997039,642794,320164,1491025,201061,Admin,,
2021-01-12,US,USA,United States,1241073,13963036,918962,906297,11903336,669332,312071,1803096,233233,Admin,,
2021-01-13,US,USA,United States,1309892,15272928,961787,1021705,12925041,697557,268942,2072038,247322,Admin,,
2021-01-14,US,USA,United States,1300497,16573425,982771,1147930,14072971,739089,133364,2205402,226901,Admin,,
2021-01-15,US,USA,United States,1251561,17824986,987412,1116681,15189652,778895,118671,2324073,192657,Admin,,
2021-01-16,US,USA,United States,649983,18474969,1008421,568993,15758645,807694,70711,2394784,184616,Admin,,
2021-01-17,US,USA,United States,305442,18780411,1016777,256772,16015417,819561,41448,2436232,180767,Admin,,
2021-01-18,US,USA,United States,876166,19656577,990659,635366,16650783,807678,225838,2662070,167292,Admin,,
2021-01-19,US,USA,United States,1337485,20994062,1004432,968274,17619057,816532,349841,3011911,172687,Admin,,
2021-01-20,US,USA,United States,1610527,22604589,1047380,1172070,18791127,838012,417112,3429023,193855,Admin,,
2021-01-21,US,USA,United States,1627491,24232080,1094093,1335656,20126783,864830,269544,3698567,213309,Admin,,
2021-01-22,US,USA,United States,1611274,25843354,1145481,1385383,21512166,903216,204779,3903346,225610,Admin,,
2021-01-23,US,USA,United States,902827,26746181,1181601,741526,22253692,927864,147487,4050833,236578,Admin,,
2021-01-24,US,USA,United States,394236,27140417,1194286,301229,22554921,934215,86808,4137641,243058,Admin,,
2021-01-25,US,USA,United States,1352286,28492703,1262303,853564,23408485,965386,478508,4616149,279154,Admin,,
2021-01-26,US,USA,United States,1646598,30139301,1306462,1052267,24460752,977385,572185,5188334,310917,Admin,,
2021-01-27,US,USA,United States,1913910,32053211,1349803,1248184,25708936,988258,638341,5826675,342521,Admin,,
2021-01-28,US,USA,United States,1942770,33995981,1394843,1367266,27076202,992774,547401,6374076,382215,Admin,,
2021-01-29,US,USA,United States,1886777,35882758,1434200,1360668,28436870,989243,485637,6859713,422338,Admin,,
2021-01-30,US,USA,United States,1017490,36900248,1450581,763775,29200645,992422,238001,7097714,435268,Admin,,
2021-01-31,US,USA,United States,459458,37359706,1459898,326099,29526744,995975,124402,7222116,440639,Admin,,
2021-02-01,US,USA,United States,1344276,38703982,1458754,757807,30284551,982295,556348,7778464,451759,Admin,,
2021-02-02,US,USA,United States,1669980,40373962,1462094,961263,31245814,969295,685884,8464348,468002,Admin,,
2021-02-03,US,USA,United States,2121800,42495762,1491793,1263553,32509367,971490,822609,9286957,494326,Admin,,
2021-02-04,US,USA,United States,2324476,44820238,1546322,1393311,33902678,975211,897580,10184537,544351,Admin,,
2021-02-05,US,USA,United States,2330214,47150452,1609670,1356161,35258839,974567,941524,11126061,609478,Admin,,
2021-02-06,US,USA,United States,1294701,48445153,1649272,858124,36116963,988045,416133,11542194,634925,Admin,,
2021-02-07,US,USA,United States,446070,48891223,1647359,279753,36396716,981425,154784,11696978,639266,Admin,,
2021-02-08,US,USA,United States,1560746,50451969,1678283,838443,37235159,992944,692734,12389712,658749,Admin,,
2021-02-09,US,USA,United States,1954668,52406637,1718953,1042539,38277698,1004555,880281,13269993,686520,Admin,,
2021-02-10,US,USA,United States,2281571,54688208,1741778,1226088,39503786,999203,1023131,14293124,715166,Admin,,
2021-02-11,US,USA,United States,2385491,57073699,1750494,1276902,40780688,982573,1074909,15368033,740499,Admin,,
2021-02-12,US,USA,United States,2563586,59637285,1783833,1380535,42161223,986055,1141754,16509787,769103,Admin,,
2021-02-13,US,USA,United States,1467884,61105169,1808573,867682,43028905,987420,569070,17078857,790951,Admin,,
2021-02-14,US,USA,United States,590058,61695227,1829143,346463,43375368,996950,227110,17305967,801284,Admin,,
2021-02-15,US,USA,United States,1169252,62864479,1773215,618480,43993848,965527,521682,17827649,776848,Admin,,
2021-02-16,US,USA,United States,1613417,64477896,1724465,801015,44794863,931024,779971,18607620,762518,Admin,,
2021-02-17,US,USA,United States,1952972,66430868,1677522,934443,45729306,889360,983345,19590965,756834,Admin,,
2021-02-18,US,USA,United States,1845927,68276795,1600442,839452,46568758,826867,962721,20553686,740807,Admin,,
2021-02-19,US,USA,United States,1955800,70232595,1513615,838122,47406880,749380,1077976,21631662,731696,Admin,,
2021-02-20,US,USA,United States,1304643,71537238,1490295,610187,48017067,712595,667016,22298678,745688,Admin,,
2021-02-21,US,USA,United States,591575,72128813,1490512,260441,48277508,700306,314574,22613252,758183,Admin,,
2021-02-22,US,USA,United States,1451254,73580067,1530798,631327,48908835,702141,783755,23397007,795622,Admin,,
2021-02-23,US,USA,United States,1928272,75508339,1575777,886915,49795750,714412,1001142,24398149,827218,Admin,,
2021-02-24,US,USA,United States,2510610,78018949,1655440,1260872,51056622,761045,1207201,25605350,859197,Admin,,
2021-02-25,US,USA,United States,2914598,80933547,1808107,1550088,52606710,862565,1309343,26914693,908715,Admin,,
2021-02-26,US,USA,United States,3089054,84022601,1970000,1691466,54298176,984471,1345785,28260478,946973,Admin,,
2021-02-27,US,USA,United States,1988900,86011501,2067751,1152751,55450927,1061980,799552,29060030,965907,Admin,,
2021-02-28,US,USA,United States,848214,86859715,2104414,540096,55991023,1101931,284923,29344953,961671,Admin,,
2021-03-01,US,USA,United States,1981745,88841460,2180199,1171710,57162733,1179128,762303,30107256,958607,Admin,,
2021-03-02,US,USA,United States,2437894,91279354,2253002,1465236,58627969,1261746,936415,31043671,949360,Admin,,
2021-03-03,US,USA,United States,2881856,94161210,2306037,1741755,60369724,1330443,1105470,32149141,934827,Admin,,
2021-03-04,US,USA,United States,3179410,97340620,2343867,1958605,62328329,1388803,1220233,33369374,922097,Admin,,
2021-03-05,US,USA,United States,3200738,100541358,2359822,2008314,64336643,1434067,1276604,34645978,912214,Admin,,
2021-03-06,US,USA,United States,2042983,102584341,2367548,1349607,65686250,1462189,847546,35493524,919070,Admin,,
2021-03-07,US,USA,United States,919613,103503954,2377748,677049,66363299,1481754,338236,35831760,926686,Admin,,
2021-03-08,US,USA,United States,2136596,105640550,2399870,1474074,67837373,1524949,833172,36664932,936810,Admin,,
2021-03-09,US,USA,United States,2693128,108333678,2436332,1810675,69648048,1574297,1066406,37731338,955381,Admin,,
2021-03-10,US,USA,United States,3102860,111436538,2467904,2061442,71709490,1619967,1249647,38980985,975977,Admin,,
2021-03-11,US,USA,United States,3429925,114866463,2503691,2289265,73998755,1667204,1379715,40360700,998760,Admin,,
2021-03-12,US,USA,United States,3412408,118278871,2533930,2130352,76129107,1684638,1504832,41865532,1031364,Admin,,
2021-03-13,US,USA,United States,2193764,120472635,2555470,1399796,77528903,1691808,1010234,42875766,1054606,Admin,,
2021-03-14,US,USA,United States,981157,121453792,2564262,651077,78179980,1688097,423417,43299183,1066774,Admin,,
2021-03-15,US,USA,United States,2268844,123722636,2583155,1499661,79679641,1691753,856615,44155798,1070123,Admin,,
2021-03-16,US,USA,United States,2871802,126594438,2608680,1933094,81612735,1709241,1031107,45186905,1065081,Admin,,
2021-03-17,US,USA,United States,3153634,129748072,2615933,2135120,83747855,1719766,1110383,46297288,1045186,Admin,,
2021-03-18,US,USA,United States,3397047,133145119,2611236,2305792,86053647,1722127,1190937,47488225,1018217,Admin,,
2021-03-19,US,USA,United States,3323138,136468257,2598483,2224204,88277851,1735535,1200126,48688351,974688,Admin,,
2021-03-20,US,USA,United States,2151472,138619729,2592442,1418615,89696466,1738223,849913,49538264,951785,Admin,,
